"PRODUCT -   High technology manufactures: other (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",1862791.121,2020897.28,2212673.05,2338895.782,2747231.499,3330207.888,3405735.881,3565877.211,5210255.232,7968491.108,12391752.238,15470169.398,19612396.488,22236091.764,19168151.856,23477438.806,27169674.03,30203334.549,32792269.859,31953366.508,30049488.822,19606301.845,29763667.132
"      Developing economies: Eastern Asia",1334614.963,1503060.997,1689480.395,1736457.237,2192751.599,2646097.798,2735963.29,2687617.44,4121234.842,6514547.831,10459616.973,13037746.672,16457809.929,17795250.711,14333631.733,17395351.92,20142684.426,23103771.237,24604407.263,22990251.775,21350089.629,10382405.029,19813760.176
"      Developing economies: Southern Asia",217691.886,214952.415,191512.47,266418.306,205885.048,195839.86,237934.687,339536.987,377371.983,441813.526,685451.289,923622.508,1228635.753,1663622.26,2101469.044,2640491.893,3086239.915,2629307.232,2788449.814,3101417.132,3047965.524,3355030.657,3439057.114
"      Developing economies: South-Eastern Asia",260406.732,234312.354,253274.684,218047.692,246214.17,338702.76,324329.83,409724.546,546160.045,795542.279,984912.3810000001,1202083.972,1488359.276,2094881.885,1965605.457,2717309.044,3143797.762,3542428.952,4171321.542,4589121.084,4398157.719,4693470.971,5157011.299
"      Developing economies: Western Asia",50077.54,68571.514,78405.501,117972.547,102380.682,149567.47,107508.074,128998.238,165488.362,216587.472,261771.595,306716.246,437591.53,682336.9080000001,767445.622,724285.949,796951.927,927827.128,1228091.24,1272576.517,1253275.95,1175395.188,1353838.543
"    Developing economies: Oceania",1588.955,3097.222,5195.165,1985.103,2404.181,2215.484,2135.749,2223.542,3077.814,3544.538,3356.886,9558.804,5141.995,6211.654000000001,13224.138,10680.355,13497.819,10993.405,21426.11,16561.025,10899.036,11870.04,11971.511
"    Developed economies: America",975783.105,1107861.592,1328393.564,1573121.14,1894588.569,2245394.533,2198807.84,2310058.285,2839735.122,3250433.718,3534301.161,3728510.542,4543144.923,5533905.194,4926614.762,5997514.607,7251013.579,7217000.03,7535302.104,8155796.851,8674349.502,8929581.845000001,9787203.054
"    Developed economies: Asia",362257.237,494910.38,645244.792,651089.5820000001,739153.557,871288.657,787837.306,914240.264,1356527.111,1860623.183,2145282.098,2342747.428,2455515.976,2721339.27,2187537.692,2931983.704,4562913.915,3719756.71,3130441.41,3174484.51,3031710.145,3032427.124,3154738.531
"    Developed economies: Europe",1042481.072,1150823.807,1402270.408,1554238.15,1541467.413,1749045.417,1878360.238,2015190.474,2366550.441,2749766.474,3011806.626,3757684.035,4489507.286,5739642.738,5258890.857,7135314.969,8118513.881,7897489.224,8219997.174,9096403.941,9347521.903000001,10002816.854,10442756.287
"    Developed economies: Oceania",41593.867,48450.11,50644.561,57733.091,65703.011,100015.035,97568.42600000001,102147.629,127384.571,150041.348,183180.168,167657.123,225114.991,270240.823,292731.064,382760.219,411131.212,480495.28,504818.996,556442.798,547951.857,610029.312,598172.513
"    Developed economies: Asia and Oceania",403851.104,543360.49,695889.353,708822.673,804856.568,971303.692,885405.732,1016387.893,1483911.682,2010664.531,2328462.266,2510404.551,2680630.967,2991580.093,2480268.756,3314743.923,4974045.127,4200251.99,3635260.406,3730927.308,3579662.002,3642456.436,3752911.044
"    Developing economies: Asia and Oceania",1864380.076,2023994.502,2217868.215,2340880.885,2749635.68,3332423.372,3407871.63,3568100.753,5213333.046,7972035.646,12395109.124,15479728.202,19617538.483,22242303.418,19181375.994,23488119.161,27183171.849,30214327.954,32813695.969,31969927.533,30060387.858,19618171.885,29775638.643
"Developing economies excluding China",2075582.603,2230470.538,2451341.634,2676615.06,3081945.144,3546356.114,3654198.478,3795883.82,4727304.177,6185499.061,7980841.867,10202912.58,13468286.904,16782646.717,15318221.33,19464553.613,22734453.043,24002899.259,26532063.422,27076893.764,25741696.491,25672100.755,28325179.112
"Developing economies excluding LDCs",2002917.852,2193039.733,2396251.033,2619379.629,3006466.449,3650109.021,3807533.868,4039281.962,5768895.157,8779218.195,13640149.546,17331259.001,22473615.814,26010012.148,22117139.632,27576365.776,31836812.931,35132976.113,38120823.898,36928203.238,35129139.98,24843063.474,34956183.855
"Developing economies excluding LDCs and China",2002917.852,2193039.733,2396251.033,2619379.629,3006466.449,3484182.529,3605902.415,3724782.702,4627946.314,6073365.421,7815653.57,9985159.628000001,13189936.825,16435247.739,14955135.728,19070764.128,22237030.877,23249761.267,25705910.828,26282828.39,24877593.635,24843063.474,27398147.105
"Developing economies excluding LDCs: Africa",66190.205,68127.89900000001,71442.864,114392.235,91101.32399999999,84501.99400000001,89655.361,95837.41099999999,116459.156,171077.925,257362.569,312536.014,382559.728,481335.594,549538.32,639300.752,935277.247,978519.812,942617.592,1061176.562,1037096.765,1037190.517,1211809.467
"Developing economies excluding LDCs: America",125084.842,126408.352,144937.315,199306.559,216685.856,268182.07,330948.313,403494.874,481282.578,691009.113,1038268.197,1628528.298,2569892.989,3401387.397,2502192.632,3574783.3,3878559.061,4147208.32,4735964.543,4185972.837,4421694.454,4477587.03,4311139.357
"Developing economies excluding LDCs: Asia",1810236.777,1996658.421,2174840.035,2303749.517,2696412.522,3295364.974,3384892.683,3537804.823,5168237.751,7913793.516,12341553.794,15381084.213,19516373.991,22121481.089,19054325.333,23351804.196,27010772.787,29997801.992,32421388.419,31665422.509,29660972.287,19317752.154,29422257.675
"Developing economies excluding LDCs: Oceania",1406.028,1845.061,5030.819,1931.318,2266.747,2059.983,2037.511,2144.854,2915.672,3337.641,2964.986,9110.476000000001,4789.106,5808.068,11083.347,10477.528,12203.836,9445.989,20853.344,15631.33,9376.474,10533.773,10977.356
"Developing economies excluding LDCs and China: Asia",1810236.777,1996658.421,2174840.035,2303749.517,2696412.522,3129438.482,3183261.23,3223305.563,4027288.908,5207940.742,6517057.818,8034984.84,10232695.002,12546716.68,11892321.429,14846202.548,17410990.733,18114587.146,20006475.349,21020047.661,19409425.942,19317752.154,21864220.925
"LDCs (Least developed countries)",72649.314,37351.066,55068.326,57155.049,75415.44,61654.175,48224.025,71020.616,99208.366,111954.931,164976.412,217515.172,276963.255,346072.183,362597.713,392351.554,494020.465,748329.448,821022.071,789906.89,862322.922,826893.661,919185.374
"    LDCs: Africa and Haiti",19829.605,11851.82,17070.456,21954.999,24448.795,26646.217,27263.083,42858.711,56991.195,56984.604,114321.695,127959.992,180534.662,231010.531,246603.435,266000.983,332371.342,540427.388,445562.278,499493.933,471537.263,536012.998,575442.468
"    LDCs: Asia",52554.344,24238.859,37833.015,35146.265,50818.977,34842.914,20843.198,28072.388,41981.695,54655.79,50172.201,89055.974,95914.21000000001,114491.572,113693.988,125529.101,158650.367,205190.876,370669.339,287457.825,387879.18,287158.718,340470.527
"    LDCs: Islands",265.365,1260.387,164.855,53.785,147.668,165.044,117.744,89.517,235.476,314.537,482.516,499.206,514.383,570.08,2300.29,821.47,2998.756,2711.184,4790.454,2955.132,2906.479,3721.945,3272.379
"    LDCs: Africa",19740.605,11685.82,17020.456,21900.999,24127.795,26577.217,27111.083,42644.711,56749.195,56673.604,114046.671,127646.734,180197.185,230603.087,246216.497,265469.322,331904.755,539951.911,445002.108,498889.758,470961.105,535431.483,574862.804
"    LDCs: Islands and Haiti",354.365,1426.387,214.855,107.785,468.668,234.044,269.744,303.517,477.476,625.537,757.54,812.4640000000001,851.86,977.524,2687.228,1353.131,3465.343,3186.661,5350.624,3559.307,3482.637,4303.46,3852.043
"LLDCs (Landlocked developing countries)",16832.929,14317.861,12730.998,40942.422,12864.087,25188.198,26404.024,29210.214,40810.536,65156.217,93453.06,143679.233,190260.646,265061.431,309623.11,344366.609,390891.728,582431.578,531119.177,678438.86,591852.308,569673.6530000001,685735.584
"SIDS (Small island developing States) (UNCTAD)",1972.99,2988.119,5206.758,2368.259,2227.005,2625.901,2565.597,2963.283,2637.527,4937.041,5807.66,12178.367,6893.382,9133.433000000001,10468.952,9432.251,15805.804,15196.363,24738.622,24240.356,19391.318,29306.795,23396.43
"High-income developing economies",1714010.733,1906323.483,2117896.333,2192402.683,2667294.069,3307715.673,3420894.274,3531527.839,5181258.737,8075626.029,12473056.835,15828898.098,20435326.927,23259655.254,18735262.036,23274983.891,26510790.669,30191201.13,32901853.264,31024673.735,29398740.71,18764121.225,28312143.578
"Middle-income developing economies",338879.8,307871.371,313290.891,429193.749,393578.793,374358.592,404546.943,543778.443,627975.6800000001,759959.0110000001,1245742.946,1622090.837,2197929.55,2917261.195,3556427.432,4451576.522,5539498.876,5310426.97,5499519.091,6221085.108,6112464.518,6371759.124,7024456.05
"Low-income developing economies",22692.07,16275.684,20154.41,55018.628,21072.282,30207.658,30387.704,35075.041,58654.559,55765.069,86534.788,98021.398,118708.616,180493.324,188535.608,243594.685,283945.158,384439.7,545602.835,476508.93,482033.481,536219.701,546614.884
"Low-income economies (World Bank)",12140.317,14148.128,17915.025,51406.897,17427.272,26797.468,25388.406,30565.793,48360.825,49105.688,72793.45200000001,78548.05499999999,100803.491,157210.524,165931.288,224094.351,246544.732,325848.676,378299.375,429270.664,421625.055,486832.153,492142.77
"Lower-middle-income economies (World Bank)",288953.642,243129.605,245516.243,261628.13,311766.874,325097.71,356946.126,491641.849,603559.063,708761.412,1189622.229,1523016.032,2155120.575,2873885.919,3480730.673,4298919.753,5185435.847,5213392.164,5383409.838000001,5781727.248,5803088.046,6139833.077,6650546.719
"Upper-middle-income economies (World Bank)",346102.098,346546.088,368077.455,499393.394,438657.145,711209.852,782363.591,1028532.63,2046415.991,3944146.672,7514294.209,9827297.903999999,12984463.916,14684714.116,11415403.052,14617000.911,16467142.906,19112152.171,21030577.595,18850762.772,18289978.616,8289070.39,16295393.896
"High-income economies (World Bank)",3872768.469,4457727.668,5282284.286,5731895.924,6582553.883,7660797.062,7713704.622,7955295.134,9940541.57,12321520.82,14042733.926,16342834.691,19615103.905,23484265.419,20644635.16,26275990.73,31909332.523,31669673.45,32756915.633,34722916.398,34026187.672,34354318.989,37752343.3
"High-income OECD members (World Bank)",2526241.178,2922377.926,3545445.168,3970218.48,4526974.159,5280136.198,5241855.516,5700332.534,7174871.579,8656447.666999999,9625269.056,10912168.047,12992538.209,16066788.947,14235427.057,18900246.169,23556413.47,22438625.383,21994684.772,24067163.237,24996677.041,25383348.233,27446057.964
"High-income non OECD members (World Bank)",1346527.291,1535349.742,1736839.118,1761677.444,2055579.724,2380660.864,2471849.106,2254962.6,2765669.991,3665073.153,4417464.87,5430666.644,6622565.696000001,7417476.472,6409208.103,7375744.561,8352919.053,9231048.067,10762230.861,10655753.161,9029510.630999999,8970970.755999999,10306285.336
"HIPCs (Heavily indebted poor countries) (IMF)",22378.597,13379.012,20180.925,24390.763,18668.37,29514.053,30464.771,39065.277,61054.086,59448.787,66404.166,131217.731,158510.281,217711.921,206802.261,265794.924,348356.643,576310.85,471683.118,617255.111,538728.556,587492.268,670221.105
"LIFDC (Low-income food-deficit countries) (FAO)",199210.107,184864.328,170715.417,215821.202,221927.572,218691.362,257212.976,367696.53,453846.891,521497.325,869857.822,1085039.038,1480130.612,1988094.562,2524447.105,3007232.327,3471389.53,3247799.114,3460663.732,3828471.181,3768061.439,4190804.441,4196693.727
"Selected LIFDC (Low-income food-deficit countries)",160984.639,162338.98,138327.401,168672.205,165048.549,174220.229,213566.505,314450.42,374374.28,440740.282,710729.5820000001,906778.727,1241047.989,1690739.871,2174643.074,2630842.761,2973790.295,2631032.596,2800439.924,3101128.548,3119848.868,3461886.8,3481187.385
"Selected exporters of petroleum",116102.278,119005.509,140043.2,251174.895,164126.401,136543.014,166514.389,166735.301,188612.204,273922.122,359697.205,539376.652,763510.9,1001692.679,1060701.914,1556048.75,2047630.144,1875077.574,2109899.666,2315720.704,1949139.851,1897069.667,2371115.531
"Selected exporters of manufactured goods",1723586.979,1903930.496,2080746.235,2139657.871,2659263.93,3265505.478,3394028.993,3580868.934,5206477.2,7949242.769,12390948.074,15822966.025,20402094.031,22948083.363,19427575.592,24219504.299,27690886.91,30576976.793,33934708.655,32238938.623,30888066.475,20875878.193,30393494.708
"Selected exporters of manufactured goods and primary commodities",303814.943,396337.836,403836.504,449852.114,669229.377,976417.828,981562.384,1313903.33,2715090.812,5141765.638,8703513.591,11141073.439,14719483.643,16676892.979,12966502.849,16898765.592,19413913.977,21797644.566,23009605.08,21836817.145,21578447.453,11282742.733,20119442.098
"Selected exporters of agricultural products",56016.233,53535.343,63080.338,89842.363,52391.01,61728.485,69154.033,53952.22,79093.227,122651.869,193373.756,169925.281,222934.641,292234.165,287904.541,355121.441,469750.241,654921.9030000001,641498.231,668191.844,687119.477,771736.145,734267.336
"Selected exporters of minerals and mining products",50600.74,26306.858,28730.838,28901.512,23344.143,34371.027,36787.198,37454.505,51336.824,72700.853,92078.735,192052.55,174295.789,208113.866,184350.045,246937.588,376920.35,475427.98,381420.214,421165.623,464305.487,496741.446,525501.961
"Net food-importing economies",2711278.531,3111700.931,3615252.712,3882825.575,4284082.651,5101873.976,5191156.367,5488380.6,7575251.76,11183823.958,15834111.676,19783488.01,24642701.408,27761342.214,23133703.599,29458694.86,35401292.178,37105468.259,39470557.876,38531824.914,37067106.225,27039457.03,36859942.982
"  Net food-importing developing economies",1699278.159,1908738.55,2114605.471,2336565.261,2707055.28,3207544.229,3344731.021,3406223.008,4881279.99,7631582.65,11911596.874,15186305.507,19517591.882,21652638.173,17712440.312,21925746.512,25465686.43,28294573.236,31086168.687,29545960.287,28082978.652,17607182.375,27145235.301
"  Net food-importing transition economies",14090.907,16680.538,23010.247,18724.823,15809.861,26997.495,43867.13,36955.266,57217.396,85536.47199999999,91412.14900000001,156592.342,291241.387,436145.636,438423.357,812614.3000000001,936570.85,903685.048,968651.201,933308.2,777582.437,840406.816,1103818.569
"  Net food-importing developed economies",997909.465,1186281.843,1477636.994,1527535.491,1561217.51,1867332.252,1802558.216,2045202.326,2636754.374,3466704.836,3831102.653,4440590.161,4833868.139,5672558.405,4982839.93,6720334.048,8999034.898,7907209.975,7415737.988,8052556.427,8206545.136,8591867.839,8610889.112
"Major net food-importing economies",2624120.925,3002803.109,3517565.501,3755516.493,4202095.208,4993009.538,5088111.695,5345368.683,7400165.865,10917446.807,15475819.414,19236756.102,24094227.064,27019024.827,22284425.795,28554718.02,34325305.094,35932425.891,38096848.549,37054787.514,35382296.675,24819978.863,34940274.755
"Net food-exporting economies",1807472.813,1947994.678,2297442.584,2660126.051,3064386.704,3614006.711,3684787.032,4014150.643,5059534.335,5829818.583,6978534.747,7978834.45,10198469.688,13438727.397,12572980.077,15957266.144,18407166.138,19215655.84,20078669.372,21252861.908,21473783.82,22230599.928,24330489.866
"  Net food-exporting developing economies",376298.262,321731.249,336721.588,340045.287,374773.582,504681.854,511098.91,704141.917,986603.548,1259747.279,1893737.87,2362696.281,3234313.989,4704758.614,4767762.864,6044350.4,6868548.667,7591540.869,7860807.805,8176308.325,7910264.184,8064918.38,8737980.561000001
"  Net food-exporting transition economies",6968.735,10499.383,11804.665,11434.292,9918.082,10913.467,13672.528,13574.4,19487.916,25911.417,41329.477,60129.202,84740.662,141399.163,122282.768,185676.293,194079.782,216583.702,243039.871,145981.91,168531.365,182694.252,220528.032
"  Net food-exporting developed economies",1424205.816,1615764.046,1948916.331,2308646.472,2679695.04,3098411.39,3160015.594,3296434.326,4053442.871,4544159.887,5043467.4,5556008.967,6879415.037,8592569.619999999,7682934.445,9727239.450999999,11344537.689,11407531.269,11974821.696,12930571.673,13394988.271,13982987.296,15371981.273
"Major net food-exporting economies",1780684.505,1927442.11,2277234.088,2633533.943,3035635.641,3588798.371,3645567.187,3974511.227,4994569.529,5771331.193,6904747.25,7829805.376,10045359.43,13245383.831,12391652.723,15709662.633,18110374.358,18774314.352,19677595.006,20887318.675,21051435.245,21738711.283,23763607.762
"BASIC",137954.91,134937.581,127872.763,145536.545,169777.317,371819.312,452402.775,695885.0820000001,1618447.797,3342913.442,6827748.633,8601354.796,11095235.066,12222029.495,9832721.872,11812175.733,13097106.266,15493935.569,15744787.888,13950497.626,13469403.66,3146821.506,10950978.591
"BRICS",149685.851,147741.72,148359.431,161255.668,184138.812,395986.859,489039.096,724260.988,1660264.052,3397712.654,6886141.871,8708033.559,11285787.736,12524780.896,10086562.308,12438808.079,13889149.724,16179580.971,16487163.702,14608746.365,14041557.479,3742469.692,11748502.242
"Industrialized economies (UNIDO)",3901166.954,4461474.694,5271689.561,5705459.751,6563724.201,7658684.248,7720021.097,7978709.119,10007191.511,12397308.566,14116446.522,16438035.123,19782385.371,23868266.764,20899376.816,27000716.499,32650932.53,32414732.445,33865511.254,35927721.464,34732583.847,35276000.847,38805496.064
"EIEs (Emerging Industrial Economies) (UNIDO)",320399.769,337693.037,375594.506,435544.999,464948.144,781726.3370000001,872587.6530000001,1192648.605,2235034.142,4117206.263,8006153.945,10424672.252,13878031.846,15773072.594,13044482.849,16349701.807,18437012.425,20824575.987,22275128.776,19894815.142,19932940.275,9717331.013,17611873.315
"Emerging markets",1883843.246,2061663.091,2297299.111,2402759.053,2894775.094,3592173.107,3755997.11,3986926.9,5753576.351,8724303.15,13482478.01,17184948.523,22416242.678,25971488.801,21828208.51,27555577.358,31587633.511,34762155.285,37710385.243,36092744.185,34328540.688,23887851.512,34228827.624
"  Emerging markets: Africa",47409.361,42244.979,49207.457,59359.116,65688.664,51180.46,58151.256,63522.057,75427.154,97982.605,133348.973,167809.634,240349.614,313942.268,333659.963,389936.278,491274.852,591419.166,569129.552,633489.698,615298.77,620395.406,723347.996
"  Emerging markets: America",90670.21799999999,106752.165,125326.71,178862.034,197581.038,244574.313,297224.274,373069.6,441749.759,635076.151,966507.342,1550685.736,2475207.118,3263911.659,2391188.298,3440225.957,3673723.931,3897832.407,4498684.336,3850177.829,4175294.523,4206585.525,4033284.677
"  Emerging markets: Asia",1688237.199,1847588.119,2044728.955,2079414.622,2550371.623,3178486.266,3268846.6,3399144.398,5031370.461,7742830.24,12120634.473,15081248.804,19112656.16,21585285.135,18425706.17,22508983.948,25949515.606,28897918.131,31203354.934,30149715.967,28108821.41,17515049.605,27506080.861
"  Emerging markets: Europe and Kazakhstan",57526.468,65077.828,78035.989,85123.281,81133.769,117932.068,131774.98,151190.845,205028.977,248414.154,261987.222,385204.349,588029.786,808349.7389999999,677654.079,1216431.175,1473119.122,1374985.581,1439216.421,1459360.691,1429125.985,1545820.976,1966114.09
"Africa excluding South Africa",61588.451,55490.867,62530.947,112834.324,93016.47,92335.68700000001,94840.29700000001,114337.699,144170.513,182523.872,314095.006,373461.141,472141.544,583739.418,640990.25,711333.086,1039489.124,1228912.859,1175312.492,1384517.426,1320451.253,1401352.629,1609134.492
"Northern Africa excluding Sudan",12018.755,12997.842,13759.888,18769.45,20603.166,27466.45,26276.88,37793.125,40471.854,66863.977,94957.985,95166.088,130330.042,174472.907,221721.162,237419.423,374238.853,339331.817,344129.971,439126.377,422612.168,440215.418,548072.595
"Sub-Saharan Africa",74009.92999999999,66903.842,74726.216,117604.166,94699.442,84141.71400000001,90581.10799999999,100780.328,132923.542,161132.099,276727.513,345276.107,433866.902,538839.96,574548.508,669301.716,897798.747,1184770.537,1052625.839,1126637.69,1087972.198,1135544.907,1247785.603
"Sub-Saharan Africa excluding South Africa",49569.696,42493.025,48771.059,94064.874,72413.304,64869.237,68563.417,76544.57399999999,103698.659,115659.895,219137.021,278295.053,341811.502,409266.511,419269.088,473913.663,665250.271,889581.042,831182.521,945391.049,897839.085,961137.211,1061061.897
"South America excluding Brazil",54398.432,40128.956,52827.613,58256.856,51002.655,60596.109,70652.46400000001,63192.132,97534.64599999999,162559.38,232850.183,297434.236,333360.289,455912.216,427004.792,540056.8320000001,751684.272,828713.885,881933.37,975014.579,908229.459,887021.6310000001,894389.295
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",33889.806,19065.539,18651.819,19717.927,18320.926,19668.872,28720.903,25719.547,29876,39207.342,54459.204,57816.943,78043.277,100592.756,93631.55,113598.705,145794.803,221176.558,189980.428,202005.516,199608.743,222779.449,213476.736
"South America and Central America",92717.783,108384.045,127023.952,181324.504,200616.557,251414.732,306536.728,383887.274,459750.834,662549.064,1005451.569,1590479.354,2524189.842,3337742.569,2452355.449,3517546.744,3798225.26,4077052.775,4645703.762,4104522.21,4331953.845,4387781.56,4225766.606
"Southern Asia excluding India",114266.709,138961.316,120844.731,181202.266,113049.369,88761.712,84218.91499999999,88962.518,81714.693,113021.489,130691.637,189166.177,236154.832,315413.152,311864.756,440534.689,586386.811,477465.493,521973.897,689893.623,653582.04,948522.885,944361.836
"Eastern, Southern and South-Eastern Asia",1812713.581,1952325.766,2134267.549,2220923.235,2644850.817,3180640.418,3298227.807,3436878.973,5044766.87,7751903.636,12129980.643,15163453.152,19174804.958,21553754.856,18400706.234,22753152.857,26372722.103,29275507.421,31564178.619,30680789.991,28796212.872,18430906.657,28409828.589
"Eastern and South-Eastern Asia excluding China",1595021.695,1737373.351,1942755.079,1954504.929,2438965.769,2818874.066,2858661.667,2782842.726,3526446.044,4604237.336,5620033.378,6893731.271,8662490.216,10315368.187,9137233.286,11607059.316,13686700.134,14762985.343,16360815.735,16933998.011,15496701.003,15075876,17412734.725
"ACP (African, Caribbean and Pacific Group of States)",107873.213,88045.602,97256.745,137093.139,112922.164,102453.742,117021.794,122223.152,157665.649,192933.437,312543.222,394222.217,486941.311,608445.911,637802.259,737595.4030000001,992162.395,1266689.733,1183396.419,1233763.603,1188323.961,1243033.938,1347715.708
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",20146.819,13155.771,17266.501,22010.392,24605.912,26834.198,27391.574,42964.288,57253.164,57402.552,114821.645,128527.609,181076.711,231762.84,248995.561,266930.36,336077.169,544450.894,450618.942,503021.001,474827.459,540046.83,579546.168
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",4977.646,6769.206,6429.038,34821.672,6422.177,14272.84,11051.578,12921.342,14618.968,20308.945,41805.647,57245.283,63682.237,75629.569,92792.99800000001,117877.058,160412.064,297310.738,192816.156,219384.932,216058.973,243810.753,283625.7
"ACP (African, Caribbean and Pacific Group of States): Islands states",35096.25,22309.615,23772.622,21922.131,19355.409,19543.007,27864.447,22927.479,25605.093,34366.803,39835.646,52921.85,57772.063,82642.96400000001,73205.67200000001,83810.26,114509.753,104422.728,135891.265,122483.387,123949.121,138887.509,128152.084
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",35986.653,17993.987,18341.246,20585.026,19586.955,19945.898,34165.617,25481.718,30327.81,45428.171,51909.086,76369.212,78727.21799999999,126276.791,123779.355,151279.498,239921.163,197043.829,252471.752,333875.333,221810.66,192122.796,183432.721
"AMU (Arab Maghreb Union)",15641.205,6340.838,7254.288,8077.177,9916.099,14585.419,12851.323,15070.209,21576.675,39921.539,64559.661,66160.417,81080.804,96445.834,140709.035,144467.723,272849.616,198258.796,196987.529,220316.074,188413.347,238002.188,267656.492
"APEC (Asia-Pacific Economic Cooperation)",2991632.78,3426531.817,4011669.46,4311868.237,5216206.303,6322940.34,6337382.126,6654041.06,9225217.208000001,12865704.897,17737834.919,21422357.841,26807969.822,30430393.066,25227924.373,32092592.42,38509163.027,40663908.533,43383358.294,42392698.769,41150814.064,31095768.904,41793361.494
