"PRODUCT -   Low technology manufactures: other products (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"      Developing economies: Eastern Asia",5793373.524,6443625.287,6345022.297,5844325.904,5727761.128,6415889.014,5779798.751,7146126.079,10887763.718,13269988.236,15235921.32,14929894.958,17938898.283,18162807.235,16764067.883,19625387.473,21934986.853,21140652.885,19846634.578,19591460.233,17924560.771,17496728.885,16522440.854
"      Developing economies: Southern Asia",36548.224,69463.92,7138.802,13294.402,17926.601,35375.122,58194.003,254351.458,783280.324,545776.735,785356.807,302552.428,296623.611,211610.748,600481.394,183514.895,275119.727,362268.755,405892.232,362443.541,357820.008,358730.932,342164.974
"      Developing economies: South-Eastern Asia",184563.996,212933.76,283320.09,439179.086,366794.122,395320.539,421889.752,607301.7120000001,1291310.104,1362532.617,1666745.01,1778629.844,2818753.835,2762010.359,2320713.956,3379706.017,4013537.014,3761891.799,3295713.852,3941527.704,3587632.8,3716051.846,4491893.762
"      Developing economies: Western Asia",14424.208,34988.148,4105.428,4806.376,4561.297,6195.459,5522.95,48916.141,253433.09,98702.045,124072.084,20000.95,51303.856,126971.858,69960.732,55083.693,77505.065,90518.25900000001,83521.245,111090.7,145435.505,119845.452,139302.167
"    Developing economies: Oceania",0.961,3.509,10.869,83.65000000000001,95.574,58.003,32.335,95.845,21.143,936.321,1061.115,126.309,157.931,168.523,16649.887,967.188,511.003,246.088,660.1900000000001,350.325,431.003,264.605,270.622
"    Developed economies: America",460032.419,574374.714,462856.281,398343.115,450472.298,657882.764,731373.66,843623.193,1218353.948,1280887.797,1619222.186,1812204.028,1966931.415,2507425.411,2107378.83,2694024.555,3150492.987,3122908.827,3245681.593,3536720.447,3595858.855,3524188.14,3748636.634
"    Developed economies: Asia",2861345.852,2314682.731,2247349.454,1908251.844,2178891.047,3026265.697,2667433.656,3455059.986,4927082.412,6674550.554,7895456.484,8336825.243,9633796.627,11711477.207,9610139.603,12812300.917,13709618.643,11281351.063,10093282.446,9814472.781,8761711.404999999,8650033.426000001,9866371.284
"    Developed economies: Europe",740582.777,844554.233,843129.208,911556.52,1001050.12,1071884.015,1497300.591,2111689.427,3633043.844,3861459.134,4439885.072,4939696.328,6108160.727,6835604.903,6480621.254,7908350.356,9777161.790999999,9600563.916999999,10873232.75,11903746.561,10861058.909,11026922.792,12943840.324
"    Developed economies: Oceania",47701.744,101589.022,47889.241,40009.049,36925.195,31707.291,30423.398,45383.142,64684.673,44984.112,67144.94500000001,78646.51,125836.375,147790.835,109716.203,123223.319,168077.939,233575.435,164809.691,158254.067,157010.493,166119.525,187305.459
"    Developed economies: Asia and Oceania",2909047.596,2416271.753,2295238.695,1948260.893,2215816.242,3057972.988,2697857.054,3500443.128,4991767.085,6719534.666,7962601.429,8415471.753000001,9759633.002,11859268.042,9719855.806,12935524.236,13877696.582,11514926.498,10258092.137,9972726.847999999,8918721.898,8816152.950999999,10053676.743
"    Developing economies: Asia and Oceania",6028910.913,6761014.624,6639597.486,6301689.418,6117138.722,6852838.137,6265437.791,8056791.235,13215808.379,15277935.954,17813156.336,17031204.489,21105737.516,21263568.723,19771873.852,23244659.266,26301659.662,25355577.786,23632422.097,24006872.503,22015880.087,21691621.72,21496072.379
"Developing economies excluding China",6203377.651,6959614.708,6756311.904,6368672.199,6195247.616,6941956.197,6374354.021,8362713.228,14197275.989,15808414.982,18607071.173,17426234.024,21648134.209,21593851.6,20239837.497,23598337.325,26700107.396,25724954.446,23912856.084,24267198.512,22295918.177,22015113.086,21772014.064
"Developing economies excluding LDCs",6202202.796,6958125.051,6754626.172,6367250.083,6194491.237,6940648.824,6368089.673,8355132.468,14189104.995,15791448.057,18593497.309,17420084.784,21624485.149,21574294.711,20189214.98,23540780.105,26628051.924,25589890.487,23803511.021,24226133.513,22246871.636,21948732.743,21703229.362
"Developing economies excluding LDCs and China",6202202.796,6958125.051,6754626.172,6367250.083,6194491.237,6940648.824,6368089.673,8355132.468,14189104.995,15791448.057,18593497.309,17420084.784,21624485.149,21574294.711,20189214.98,23540780.105,26628051.924,25589890.487,23803511.021,24226133.513,22246871.636,21948732.743,21703229.362
"Developing economies excluding LDCs: Africa",55134.093,59458.294,64968.825,51546.741,59512.222,44118.356,51462.801,93493.587,261951.677,235219.306,274247.763,246881.41,354363.686,217049.723,271947.763,138276.511,114219.512,90431.287,56575.356,77210.50900000001,69328.264,66928.366,81848.906
"Developing economies excluding LDCs: America",119230.076,138291.425,50624.557,14187.1,18428.261,43914.569,57188.043,210756.988,718023.0500000001,287062.655,510531.818,144724.338,171680.177,101704.045,160009.928,165868.711,228372.85,181030.621,175824.175,174505.801,207959.621,234644.429,178573.315
"Developing economies excluding LDCs: Asia",6027837.666,6760371.823,6639021.921,6301434.867,6116456.766,6852566.676,6259413.244,8050787.816,13209109.125,15268229.775,17807656.613,17028353.957,21098283.616,21255380.564,19740664.554,23235678.71,26285022.647,25318183.379,23570595.362,23974189.528,21969183.284,21646903.761,21442550.108
"Developing economies excluding LDCs: Oceania",0.961,3.509,10.869,81.375,93.988,49.223,25.585,94.077,21.143,936.321,1061.115,125.079,157.67,160.379,16592.735,956.173,436.915,245.2,516.128,227.675,400.467,256.187,257.033
"Developing economies excluding LDCs and China: Asia",6027837.666,6760371.823,6639021.921,6301434.867,6116456.766,6852566.676,6259413.244,8050787.816,13209109.125,15268229.775,17807656.613,17028353.957,21098283.616,21255380.564,19740664.554,23235678.71,26285022.647,25318183.379,23570595.362,23974189.528,21969183.284,21646903.761,21442550.108
"LDCs (Least developed countries)",1174.855,1489.657,1685.732,1418.544,756.379,1307.373,6264.348,7580.76,8170.994,16966.925,13573.864,6149.24,23649.06,19556.889,50622.517,57557.22,72055.47199999999,135063.959,109345.063,41064.999,49046.541,66380.34299999999,68784.70200000001
"    LDCs: Africa and Haiti",102.569,850.365,1121.036,1245.368,168.411,1085.135,265.386,1671.418,1492.883,8197.066999999999,9135.255999999999,3423.787,16352.83,11529.024,36005.954,49532.68,55855.372,97893.784,48034.456,8609.676,2750.175,21916.731,15518.701
"    LDCs: Asia",1072.286,639.292,564.696,170.901,586.382,213.458,5992.212,5907.574,6678.111,8769.578,4438.522,2716.75,7295.969,8019.636,14559.194,8013.368,16126.012,37148.304,61166.512,32332.644,46265.788,44453.015,53251.496
"    LDCs: Islands","..","..","..",2.275,1.586,8.779999999999999,6.75,1.768,"..",0.28,0.086,8.702999999999999,0.261,8.228999999999999,57.369,11.172,74.08799999999999,21.871,144.095,122.679,30.578,10.597,14.505
"    LDCs: Africa",102.569,850.365,1121.036,1245.368,168.411,1085.135,265.386,1671.418,1492.883,8197.066999999999,9135.255999999999,3423.787,16352.83,11529.024,36005.954,49532.68,55855.372,97893.784,48034.456,8609.676,2750.175,21916.731,15518.701
"    LDCs: Islands and Haiti","..","..","..",2.275,1.586,8.779999999999999,6.75,1.768,"..",0.28,0.086,8.702999999999999,0.261,8.228999999999999,57.369,11.172,74.08799999999999,21.871,144.095,122.679,30.578,10.597,14.505
"LLDCs (Landlocked developing countries)",73543.785,290444.959,247477.741,185044.987,246122.004,1242.573,203003.49,316459.648,389634.063,322562.838,260732.058,106741.529,147825.771,114159.239,278059.686,177063.869,148105.356,201445.756,112382.265,36343.82,29336.34,61659.093,38994.286
"SIDS (Small island developing States) (UNCTAD)",19.19,9.487,63.468,286.539,207.856,192.25,372.905,406.007,288.705,1414.433,2172.856,6232.883,2420.977,1481.073,4835.947,3827.361,4459.096,8983.096,12712.631,13184.723,19228.552,27051.301,17331.314
"High-income developing economies",6138592.109,6843151.225,6718730.34,6300728.403,6135133.476,6867007.678,6265954.711,7987181.323,13166023.065,15060176.323,17619225.625,16968654.63,21161894.084,21173219.325,19331657.198,22877806.209,25920399.589,24803868.972,22851711.752,23212951.343,21267950.13,20936038.066,19897448.868
"Middle-income developing economies",55584.817,114029.635,35998.049,66153.48299999999,59408.191,73322.159,101598.304,369756.166,1005641.515,737405.642,986135.29,453714.736,480905.515,411873.147,886734.074,706188.855,757421.948,891112.415,1037755.332,1038595.352,1016170.215,1051310.5,1832919.172
"Low-income developing economies",9200.725,2433.848,1583.515,1790.313,705.949,1626.36,6801.006,5775.739,25611.409,10833.017,1710.258,3864.658,5334.61,8759.128000000001,21446.225,14342.261,22285.859,29973.059,23389,15651.817,11797.832,27764.52,41646.024
"Low-income economies (World Bank)",9199.655000000001,2322.53,1484.404,1625.182,643.5,1579.599,6792.429,5721.097,25317.64,10759.616,1549.459,3497.382,4948.34,7947.135,20547.227,12806.188,19105.975,21887.29,22255.8,14519.06,10370.286,26201.57,38586.716
"Lower-middle-income economies (World Bank)",468952.95,563333.687,768541.6090000001,432975.852,414157.498,329350.143,220319.149,686574.304,1549609.803,1016380.149,1129977.858,461889.005,439774.63,371942.902,928039.5500000001,714342.204,768106.8860000001,896524.159,1047873.241,1036661.357,1016462.085,1052790.244,1837497.28
"Upper-middle-income economies (World Bank)",1523303.279,1897681.352,1407651.768,1021276.306,844505.105,662699.213,824963.273,1711343.319,3199101.227,2289293.586,3133356.985,1439935.957,1674121.143,1520964.598,1710603.959,1197278.875,1281728.339,1189802.917,1207124.733,1355155.375,1589324.383,1855127.231,1601986.492
"High-income economies (World Bank)",9949116.943,10376898.682,10122868.312,9395401.151000001,9633814.631999999,11408311.247,10905481.992,13740231.087,21240823.679,25844991.022,29952098.047,31241358.272,37787621.301,41473267.904,36681467.125,45501063.053,51648338.535,48118691.028,46240381.005,47453249.494,43288015.99,42653769.48,45158289.982
"High-income OECD members (World Bank)",5069605.982,5080531.064,4895944.892,4695886.802,5173841.542,6598937.841,6721617.865,8482609.084000001,13154335.387,16408445.616,19176843.716,19879970.437,22492435.366,26589412.707,23883386.518,29900601.595,34042734.009,30795430.129,31163196.904,32767036.418,29826486.311,30075635.366,33337779.859
"High-income non OECD members (World Bank)",4879510.961,5296367.618,5226923.42,4699514.349,4459973.09,4809373.406,4183864.127,5257622.003,8086488.292,9436545.406,10775254.331,11361387.835,15295185.935,14883855.197,12798080.607,15600461.458,17605604.526,17323260.899,15077184.101,14686213.076,13461529.679,12578134.114,11820510.123
"HIPCs (Heavily indebted poor countries) (IMF)",104.662,760.156,1178.562,1348.141,193.659,190.234,388.678,2515.874,2126.234,8279.267,9376.030000000001,3707.903,16728.546,12859.808,36363.175,51721.053,57419.169,99052.568,49674.271,11220.228,5684.569,25352.896,23227.099
"LIFDC (Low-income food-deficit countries) (FAO)",45315.735,73651.209,8807.49,15451.657,18357.429,37760.249,59333.638,249203.915,793094.373,495777.374,716853.178,292748.427,257461.947,174113.321,574567.438,196212.893,295720.747,375542.474,426746.592,366813.868,365396.857,374670.17,368066.481
"Selected LIFDC (Low-income food-deficit countries)",31953.787,69427.717,6854.217,13307.477,17914.994,36014.938,58504.471,247473.722,785749.848,487083.9,713182.931,289245.435,253569.389,168887.261,560452.817,181805.796,275712.085,354507.366,403666.931,355656.465,354151.698,359096.249,339021.682
"Selected exporters of petroleum",1228396.139,1601820.076,1204145.462,852280.164,676139.383,406772.439,533405.866,1021203.341,1611577.804,1299356.948,1467432.199,551237.828,495809.171,618274.708,777365.48,283988.495,214146.201,287369.64,209762.201,169449.691,235140.211,203063.691,109781.513
"Selected exporters of manufactured goods",6401276.533,7194991.237,7362506.166,6623017.93,6434872.69,7074498.02,6348152.153,8324807.546,13558495.631,15384756.852,17907600.253,17008188.921,21015385.098,21083334.536,19695328.961,23158749.213,26260429.209,25162658.494,23405940.876,23769955.06,21745098.87,21456530.034,20827780.082
"Selected exporters of manufactured goods and primary commodities",1608543.878,1963729.635,2183186.378,1921645.054,2184008.386,2531675.497,2494985.034,3977584.772,7873047.476,8922678.507999999,10701289.397,9137249.355,9390910.551000001,9558984.106000001,9276434.306,11102726.737,12457559.457,11370311.018,11637578.234,12948896.529,11840678.122,12382433.326,12336861.364
"Selected exporters of agricultural products",12825.143,22717.196,5346.204,2516.488,727.956,4793.768,10927.129,57105.426,80439.003,13900.549,18030.042,9243.535,5244.442,4207.574,10713.857,3202.314,6370.351,5632.862,5895.687,9982.456,8559.301,13927.921,10449.845
"Selected exporters of minerals and mining products",5684.626,4055.148,1995.876,2226.328,1033.004,683.75,1105.365,2118.795,11496.296,14609.412,13984.982,12074.432,23944.807,20246.314,56734.745,78149.47900000001,86524.37300000001,133437.925,69210.014,21008.594,18085.782,32272.116,21639.42
"Net food-importing economies",10494835.214,11094469.179,10558879.374,9589162.242000001,9592348.454,10868681.623,10304941.995,13433822.83,20728494.9,24997326.261,28798289.717,28976184.31,34853228.104,37835342.667,33763179.937,41355451.905,46497199.524,42889430.502,40507369.409,40921014.251,37088621.327,36553891.951,38552222.096
"  Net food-importing developing economies",5918341.308,6622881.364,6552172.518,6150216.883,5977578.082,6631752.717,6009823.419,7491708.005,11865298.713,14259666.963,16262621.454,16195524.1,20142389.718,20416977.74,18622507.51,22165361.895,25091519.427,24055150.586,22036351.637,22247258.807,20131291.613,19516362.197,18813536.066
"  Net food-importing transition economies",1221110.565,1592117.355,1202816.163,851079.024,672628.777,413598.128,526406.298,959394.598,1409109.433,1140622.593,1368317.026,523621.888,416082.315,574058.763,709252.094,279352.087,201336.183,255163.868,203663.201,159268.558,227584.673,194729.18,104715.125
"  Net food-importing developed economies",3355383.341,2879470.46,2803890.693,2587866.335,2942141.595,3823330.778,3768712.278,4982720.227,7454086.754,9597036.705,11167351.237,12257038.322,14294756.071,16844306.164,14431420.333,18910737.923,21204343.914,18579116.048,18267354.571,18514486.886,16729745.041,16842800.574,19633970.905
"Major net food-importing economies",10384023.226,10770101.625,10295723.744,9388328.051000001,9326488.318,10840712.49,10084682.823,13087507.894,20221412.676,24601621.592,28409492.464,28752462.772,34577439.272,37544690.581,33309141.616,40964751.901,46067840.415,42431586.473,40022518.963,40457219.994,36597590.945,36070439.784,38048775.5
"Net food-exporting economies",1455737.613,1745719.325,1741099.781,1262060.075,1300731.735,1525311.12,1652529.378,2709926.032,5286220.442,4164029.011,5417858.563,4169689.947,5051778.349,5538779.194,5577477.31,6070037.961,7220080.522,7337475.601,8010265.424,8938571.09,8815551.807,9033996.682,10084138.586
"  Net food-exporting developing economies",285036.343,336685.597,204074.448,218400.142,217634.988,302295.021,364530.602,871005.223,2331977.269,1548748.019,2344449.719,1230709.918,1505740.201,1176873.182,1617329.199,1432974.761,1608587.969,1669803.86,1876504.447,2019939.705,2164626.564,2498750.889,2958477.998
"  Net food-exporting transition economies",416421.819,453303.488,739691.842,373365.74,357899.682,258607.11,130179.749,365885.288,565165.0500000001,350436.1,219051.394,28646.242,6069.075,3913.82,83712.554,9901.976000000001,10485.107,8388.547000000001,24109.068,19924.415,5030.622,10782.484,13477.792
"  Net food-exporting developed economies",754279.451,955730.24,797333.491,670294.193,725197.0649999999,964408.9889999999,1157819.027,1473035.521,2389078.123,2264844.892,2854357.45,2910333.787,3539969.073,4357992.192,3876435.557,4627161.224,5601007.446000001,5659283.194,6109651.909,6898706.97,6645894.621,6524463.309,7112182.796
"Major net food-exporting economies",1411835.574,1718559.368,1720170.211,1252729.49,1297458.822,1521714.814,1638382.372,2564645.752,5087667.917,4059991.338,5356818.537,4163636.769,5027620.677,5518666.079,5502212.985,6001759.691,7139784.967,7221139.781,7942620.913,8874686.02,8767945.785,8971973.433,10025163.582
"BASIC",191529.416,206407.988,104450.922,72604.55,91595.332,100314.426,139949.222,428197.622,1484628.842,911556.249,1337249.639,578178.82,646617.5990000001,404692.108,814752.654,279661.283,380904.062,450490.732,497176.886,462880.607,457529.865,484084.262,435510.182
"BRICS",1340795.416,1509740.628,1061153.441,739492.152,519221.671,501810.74,469508.315,1078150.861,2524548.435,1743948.934,2454564.387,999029.72,932757.351,879733.241,1291930.184,431708.571,490871.05,598981.502,626058.715,600365.173,661040.466,641972.441,518922.168
"Industrialized economies (UNIDO)",11123616.233,11684008.715,11099445.279,10111070.556,10106984.599,11892017.59,11321755.588,14511896.241,22358407.168,26834515.062,31428050.847,31947429.672,38331841.457,42120727.638,37335169.771,45879134.594,51955429.225,48369362.594,46502161.354,47728718.014,43630096.985,43063276.11,45350588.463
"EIEs (Emerging Industrial Economies) (UNIDO)",801631.684,1136689.091,1182467.389,731141.279,771833.811,482435.711,606607.632,1561488.166,3512872.209,2138614.995,2583052.251,1077962.227,1393638.004,1045550.93,1706497.875,1126666.358,1340725.194,1405200.475,1512046.594,1597402.864,1716973.628,1907998.516,2279856.995
"Emerging markets",7856002.335,9008138.851,8697311.295,7582353.225,7211280.444,7583200.966,7008834.925,9728230.889,16298326.596,17289906.475,20156424.191,17940860.56,22042693.828,22202623.744,21084375.98,23899159.03,27018024.372,26080553.707,24240528.81,24650124.262,22701109.967,22321293.321,21778197.328
"  Emerging markets: Africa",54836.008,59008.608,64578.758,50802.33,59024.153,42713.923,50151.457,78096.47500000001,235044.721,220279.195,254145.621,234983.661,353275.378,214877.309,268538.038,130945.051,109956.49,84048.23699999999,52498.849,73789.681,65716.022,62925.227,77575.77499999999
"  Emerging markets: America",119089.065,138144.81,50440.25,13797.974,18223.177,35828.678,57004.392,210175.786,717795.548,286365.473,507668.884,136246.514,166718.528,98290.795,157471.838,159000.709,220583.137,167243.966,154484.272,151600.568,161730.539,189766.422,147261.065
"  Emerging markets: Asia",6001890.466,6747641.46,6629518.477,6296103.537,6102242.946000001,6838690.756,6239826.38,8013851.099,13152451.735,15160653.218,17690725.056,16944517.713,20966990.605,21099267.215,19603308.335,22984725.126,26032465.892,25101477.881,23260195.561,23573762.324,21564091.392,21188164.459,20719075.816
"  Emerging markets: Europe and Kazakhstan",1680186.796,2063343.973,1952773.81,1221649.384,1031790.168,665967.6090000001,661852.696,1426107.529,2193034.592,1622608.589,1703884.63,625112.672,555709.317,790188.4250000001,1055057.769,624488.144,655018.853,727783.623,773350.128,850971.689,909572.014,880437.213,834284.672
"Africa excluding South Africa",724.77,1334.666,6217.143,2088.86,886.808,4985.805,2087.365,21078.018,40381.928,46129.265,53588.612,19883.798,22437.605,23367.284,124188.669,134452.821,106326.311,158881.685,75748.811,29974.07,18643.38,34004.472,25362.878
"Northern Africa excluding Sudan",325.859,106.623,4741.384,129.573,256.239,2568.816,670.669,17835.791,23078.282,33523.437,42436.783,15862.653,4935.415,9962.424999999999,84733.493,80682.014,46101.118,58408.027,24285.469,17419.61,10462.156,7357.732,7716.036
"Sub-Saharan Africa",54910.803,60202.036,61348.477,52666.108,59424.394,42634.675,51057.518,77329.21400000001,240366.278,209892.936,240946.236,234442.544,365781.101,218616.407,223220.224,107127.334,123973.766,129938.012,80324.34299999999,68400.598,61616.313,81489.205,89652.334
"Sub-Saharan Africa excluding South Africa",398.911,1228.043,1475.759,1959.287,630.569,2416.989,1416.696,3242.227,17303.646,12605.828,11151.829,4021.145,17502.19,13404.859,39455.176,53770.807,60225.193,100473.658,51463.342,12554.46,8181.224,26646.74,17646.842
"South America excluding Brazil",13042.757,22859.823,5359.985,2290.071,1141.05,5661.185,13602.855,72817.895,121317.215,42404.766,28939.037,13308.154,45950.711,11890.535,41230.945,31291.561,37676.448,40473.439,26483.401,22982.369,24304.019,16391.469,13305.368
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",31.036,22.853,93.413,318.948,124.889,86.979,77.559,483.444,159.661,330.725,2595.123,7523.513,3403.78,1666.664,954.035,3972.79,3685.193,5555.902,9219.111999999999,10652.974,27586.219,18584.208,14429.415
"South America and Central America",119207.413,138231.037,50556.12,14128.443,18346.491,35918.747,57050.589,210525.161,717903.079,286589.339,509261.084,138185.018,168918.332,100218.008,158005.378,162485.374,223350.055,170888.39,161247.94,159005.546,185143.064,203053.528,156876.516
"Southern Asia excluding India",5182.369,1545.776,950.866,442.161,1197.118,1553.207,7782.379,15339.282,21304.819,71274.764,82384.337,22895.184,58646.919,57902.097,59125.776,13314.523,18208.375,24342.588,20521.228,31239.264,33205.758,36249.857,37894.685
"Eastern, Southern and South-Eastern Asia",6014485.744,6726022.967,6635481.189,6296799.392,6112481.851,6846584.675,6259882.506,8007779.249,12962354.146,15178297.588,17688023.137,17011077.23,21054275.729,21136428.342,19685263.233,23188608.385,26223643.594,25264813.439,23548240.662,23895431.478,21870013.579,21571511.663,21356499.59
"Eastern and South-Eastern Asia excluding China",5977937.52,6656559.047,6628342.387,6283504.99,6094555.25,6811209.553,6201688.503,7753427.791,12179073.822,14632520.853,16902666.33,16708524.802,20757652.118,20924817.594,19084781.839,23005093.49,25948523.867,24902544.684,23142348.43,23532987.937,21512193.571,21212780.731,21014334.616
"ACP (African, Caribbean and Pacific Group of States)",54942.255,60226.186,61365.184,52753.813,59635.521,42736.985,51203.271,77597.867,240470.865,211141.879,243150.998,241106.164,368555.58,220322.187,228056.569,110709.306,129281.331,140331.913,95238.552,84309.688,84909.861,113389.642,111626.978
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",102.569,850.365,1121.036,1247.643,169.997,1093.915,272.136,1673.186,1492.883,8705.32,9135.697,3433.186,16361.747,11541.153,38600.725,49550.426,55935.6,97916.261,48191.784,8740.449000000001,2792.002,21954.628,15539.646
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",19.236,713.199,835.138,644.634,230.529,858.457,51.374,1812.969,15190.688,7846.615,8177.856,2547.558,15076.285,9531.655000000001,34979.649,47003.076,52399.008,89503.212,33900.224,7053.87,1591.984,12037.291,5236.362
"ACP (African, Caribbean and Pacific Group of States): Islands states",103.185,44.378,118.312,306.887,260.04,272.625,536.403,491.626,411.119,1627.027,2436.196,6734.205,2907.34,1901.354,5305.163,4473.969,6078.161,10608.219,15395.852,16374.347,23797.604,32687.642,22423.26
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",64.87600000000001,44.661,19.004,1.694,1085.603,2029.704,3146.074,16853.642,45021.075,24116.996,10214.761,2683.052,34643.712,1259.92,10623.317,1086.263,2691.221,1224.107,1366.027,2507.628,3438.877,1687.163,1337.523
"AMU (Arab Maghreb Union)",9.787000000000001,176.519,136.064,175.921,46.436,73.035,161.851,13907.625,11874.851,14200.495,19846.909,11647.737,687.206,802.6710000000001,2275.212,3842.982,3125.101,5587.042,2953.578,1847.47,2458.605,2812.117,3050.348
"APEC (Asia-Pacific Economic Cooperation)",10474867.303,10972567.239,10341267.798,9291301.140000001,9175623.488,10916591.647,9948909.673,12749617.042,19504614.775,23439928.858,27642465.191,27370196.394,32783228.531,35746619.935,31374702.867,38811994.454,43143713.216,39656693.118,36701006.868,37126606.27,34177777.366,33653100.432,34811683.799
"APTA (Asia-Pacific Trade Agreement)",1052660.091,1345491.234,1312813.539,1453808.404,1525766.133,1846890.909,1849297.81,2383858.682,4285205.139,5121391.493,5948871.482,4996789.542,4901476.258,5549881.384,6155465.613,6544403.142,7515243.948,6912402.401,7220193.55,7765090.545,6860677.822,7134774.637,7015926.112
"ASEAN (Association of Southeast Asian Nations)",184563.996,212933.76,283320.09,439179.086,366794.122,395320.539,421889.752,607301.7120000001,1291310.104,1362532.337,1666744.924,1778622.371,2818753.835,2762010.359,2320713.739,3379706.017,4013537.014,3761891.784,3295713.819,3941527.698,3587632.788,3716051.507,4491893.609
