"PRODUCT -   Resource-based manufactures: other (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",4166987.759,4135318.232,4359554.464,3357018.704,4328224.531,5786863.92,6090024.955,7556687.927,9732953.762,12526576.103,17812176.181,19853816.571,24806430.104,31966731.781,27820710.687,36115657.108,42959400.649,42490843.491,48011916.437,51673752.38,47025803.335,46273805.66,56596326.26
"      Developing economies: Eastern Asia",2360882.327,2270402.44,2219298.133,1725986.981,2222385.579,3003079.705,2994243.5,3630261.155,4304409.508,5495289.371,7507825.307,8818933.868000001,11058024.45,14511757.989,10599907.437,14851344.113,18508094.636,18111168.161,18822796.144,18785855.731,16731547.749,15582879.255,19614924.384
"      Developing economies: Southern Asia",579565.978,593881.638,726978.669,608505.041,643617.286,816306.4740000001,884800.138,999759.503,1333794.105,2081456.36,2934715.191,3407294.134,4041275.878,5956180.872,4707319.85,5708740.815,7090616.114,6762322.583,7849446.471,9567301.105,9312331.726,8827957.538000001,10030746.934
"      Developing economies: South-Eastern Asia",1101149.319,1133254.747,1224782.189,829498.294,1297994.686,1725333.115,1955110.76,2507631.019,3578415.666,4140966.461,5935115.191,5807550.855,7450363.471,8324026.141,9506862.533,12313588.506,13549149.096,13528495.859,17020867.852,18393046.123,16026815.12,17704824.138,22471507.139
"      Developing economies: Western Asia",125390.135,137779.407,188495.473,193028.388,164226.98,242144.626,255870.557,419036.25,516334.483,808863.911,1434520.492,1820037.714,2256766.305,3174766.779,3006620.867,3241983.674,3811540.803,4088856.888,4318805.97,4927549.421,4955108.74,4158144.729,4479147.803
"    Developing economies: Oceania",2225.465,2949.764,3422.859,3306.174,2539.649,3499.302,3269.107,2964.403,5601.265,6531.598,8673.6,14555.16,17051.842,21421.214,32701.563,42081.117,38799.406,49328.773,60632.979,54662.572,54966.717,49200.468,57444.953
"    Developed economies: America",1063363.53,1206181.242,1545710.252,1860278.398,2073521.99,2377004.342,2500237.749,2975562.904,3500520.931,5221390.395,6117619.665,7828249.04,8310327.033,12171751.459,7574217.084,9714811.852,11793588.094,12436229.405,12703084.01,13794164.261,13347197.641,12876027.577,14816245.17
"    Developed economies: Asia",1758541.151,1921871.244,2082770.029,1784915.949,1949234.627,2558606.189,2529090.6,2529395.767,3184453.569,4904944.746,5931967.038,6366942.566,7763164.268,9790151.119999999,5390605.909,8107730.879,10618404.182,9123948.376,8672651.915999999,9102554.828,8156260.86,7432365.645,8313879.233
"    Developed economies: Europe",1971523.75,1923678.315,2382050.567,2554317.779,2389844.994,2762127.855,3144224.742,3488709.199,4793997.763,7224615.041,8446242.450999999,9973760.818,13186671.433,16387452.986,10395520.659,13505086.233,16543846.819,15058234.13,15559802.118,16486987.475,15847753.033,15130249.738,16836098.825
"    Developed economies: Oceania",132986.223,137958.423,147519.877,157811.221,203922.903,285028.822,282782.652,375154.474,532461.3490000001,561816.1310000001,732893.601,753504.647,1006653.74,1593887.919,1104880.217,1460175.51,1596065.665,1605627.717,1770159.642,2213487.363,2524918.971,2730726.36,3049188.015
"    Developed economies: Asia and Oceania",1891527.374,2059829.667,2230289.906,1942727.17,2153157.53,2843635.011,2811873.252,2904550.241,3716914.918,5466760.877,6664860.639,7120447.213000001,8769818.007999999,11384039.039,6495486.126,9567906.389,12214469.847,10729576.093,10442811.558,11316042.191,10681179.831,10163092.005,11363067.248
"    Developing economies: Asia and Oceania",4169213.224,4138267.996,4362977.323,3360324.878,4330764.18,5790363.222,6093294.062,7559652.33,9738555.027000001,12533107.701,17820849.781,19868371.731,24823481.946,31988152.995,27853412.25,36157738.225,42998200.055,42540172.264,48072549.416,51728414.952,47080770.052,46323006.128,56653771.213
"Developing economies excluding China",4658154.273,4737064.282,5117728.27,4207314.947,5064670.768,6623025.862,7128372.676,8689923.652000001,11347220.423,14883411.657,20575231.539,23364061.594,29734853.014,40936803.874,34227099.679,44175961.583,52916058.611,53355480.3,60138793.621,64569714.263,59145946.297,58262070.518,68615772.48800001
"Developing economies excluding LDCs",4475732.839,4539364.559,4897377.077,4045181.73,4937840.471,6556365.864,7076942.758,8572402.652000001,11249544.582,14788827.048,20420828.1,23131545.478,29342414.268,40148935.204,33347249.07,43416606.035,52410884.721,52819520.276,59257268.007,63250491.441,57214148.631,55933608.977,66969065.595
"Developing economies excluding LDCs and China",4475732.839,4539364.559,4897377.077,4045181.73,4937840.471,6475823.801,7005991.179,8486166.317,11118289.554,14594471.313,20102408.749,22768361.367,28946474.491,39756073.899,32962928.017,42916193.949,51588917.156,51581534.321,58164152.236,62382230.186,56475326.125,55933608.977,66290392.815
"Developing economies excluding LDCs: Africa",179338.651,183388.626,201975.745,230725.22,211944.189,191956.057,268028.896,266729.679,408952.136,578248.008,764898.4520000001,1068241.571,1330217.458,2053547.109,1635749.291,2113099.801,2417775.407,2797927.281,3150204.265,3404353.149,2981405.515,2804664.339,2984475.046
"Developing economies excluding LDCs: America",293146.763,396402.343,531654.178,594606.8760000001,495749.274,690097.3050000001,802523.1139999999,903321.769,1268852.939,1864722.158,2134352.128,2558651.255,3665231.179,6783215.839,4467376.897,5692515.052,7504894.974,8213393.811,8889488.844000001,8974847.393999999,8543020.744000001,7999522.434,8608304.226
"Developing economies excluding LDCs: Asia",4001297.831,3956780.875,4160429.271,3216790.005,4227685.612,5670957.821000001,6003169.739,7399441.177,9566744.663000001,12339873.039,17513898.938,19492401.366,24331943.613,31294070,27215142.08,35572234.673,42457486.149,41766284.52,47165456.834,50823380.479,45645715.217,45091531.606,55330432.88
"Developing economies excluding LDCs: Oceania",1949.594,2792.715,3317.883,3059.629,2461.396,3354.681,3221.009,2910.027,4994.844,5983.843,7678.582,12251.286,15022.018,18102.256,28980.802,38756.509,30728.191,41914.664,52118.064,47910.419,44007.155,37890.598,45853.443
"Developing economies excluding LDCs and China: Asia",4001297.831,3956780.875,4160429.271,3216790.005,4227685.612,5590415.758,5932218.16,7313204.842,9435489.635,12145517.304,17195479.587,19129217.255,23936003.836,30901208.695,26830821.027,35071822.587,41635518.584,40528298.565,46072341.063,49955119.224,44906892.711,45091531.606,54651760.1
"LDCs (Least developed countries)",182421.434,197658.665,220191.939,162128.66,126555.049,146739.58,119401.144,203132.744,228321.363,287941.625,472098.615,591895.872,778457.687,1164315.401,1251918.317,1244937.722,1292483.161,1686150.651,1928305.716,2128242.672,2611402.202,2294231.521,2288230.914
"    LDCs: Africa and Haiti",15944.195,18925.681,20961.77,21651.879,25925.551,30670.662,32492.244,45830.774,61463.452,100641.718,172704.273,227643.612,300905.244,486963.445,641330.9300000001,695442.964,781392.067,952661.6139999999,1070868.373,1268378.201,1217344.709,1098234.688,1007190.624
"    LDCs: Asia",165689.928,178537.357,199125.193,140228.699,100538.919,115906.099,86855.216,157246.75,166174.631,186698.569,298268.831,361398.237,474305.364,672542.755,605321.098,542924.519,500867.025,722350.591,841625.809,845833.385,1373108.264,1170342.606,1257139.187
"    LDCs: Islands",787.311,195.627,104.976,248.082,90.57899999999999,162.819,53.684,55.22,683.28,601.338,1125.511,2854.023,3247.079,4809.201,5266.289,6570.239,10224.069,11138.446,15811.534,14031.086,20949.229,25654.227,23901.103
"    LDCs: Africa",15859.195,18815.681,20826.77,21623.879,24581.551,30038.662,31818.244,43796.774,59707.452,99629.71799999999,170542.499,225291.061,298294.75,482576.246,637594.927,689671.237,775094.062,945327.877,1062192.03,1259963.353,1210132.103,1092310.089,1000932.488
"    LDCs: Islands and Haiti",872.311,305.627,239.976,276.082,1434.579,794.819,727.684,2089.22,2439.28,1613.338,3287.285,5206.574,5857.573,9196.4,9002.292,12341.966,16522.074,18472.183,24487.877,22445.934,28161.835,31578.826,30159.239
"LLDCs (Landlocked developing countries)",20996.918,36765.87,55515.003,61215.929,57617.064,85613.99800000001,106371.787,105251.727,157794.052,278805.012,379477.535,498296.184,827379.499,1110815.74,830402.926,1088652.849,1316580.212,1468538.202,1588317.706,1581215.34,1279765.037,1036604.294,1235824.334
"SIDS (Small island developing States) (UNCTAD)",6021.66,7376.16,12624.68,14237.658,11003.238,13392.163,14459.106,22010.779,38490.883,32968.262,46134.494,63865.776,91035.188,137514.326,118157.501,115917.288,155120.831,225841.93,175330.167,174344.02,171384.691,180195.016,180234.566
"High-income developing economies",3554296.963,3572336.596,3749555.307,3050940.605,3710398.936,4905160.567,5083392.201,6092621.548,7781882.239,10210644.434,13664839.669,16147220.215,21232825.329,28997239.091,22851501.411,30798048.986,36091851.669,36720661.072,40981501.626,42218199.418,38919322.597,37927089.271,45364420.916
"Middle-income developing economies",1023306.287,1085593.433,1286891.063,1072367.44,1271384.449,1697271.202,2032469.879,2573922.703,3547954.338,4682940.618,6915648.865,7221469.397,8448266.403999999,11722825.478,11168710.386,13209449.603,16741721.086,16796099.522,19154513.835,21698610.053,19508230.386,18924924.282,22645647.551
"Low-income developing economies",79813.686,79134.253,81281.89999999999,83972.7,82887.383,101124.897,83435.337,109563.888,148622.365,184167.713,313154.41,358506.728,449696.102,609586.896,591203.179,668872.9740000001,904090.615,1076449.965,1095716.809,1521121.929,1457187.204,1410043.827,1284363.411
"Low-income economies (World Bank)",66904.28599999999,67197.42600000001,66949.283,71265.62300000001,73963.40700000001,89784.677,66940.24000000001,90969.436,128093.129,155934.91,252434.828,290250.1,360308.518,504428.742,485319.843,577033.324,807104.022,909540.191,944110.674,1350200.506,1281448.132,1186428.712,1068597.3
"Lower-middle-income economies (World Bank)",965292.424,1021075.621,1249072.295,1023167.889,1159238.571,1556057.496,1915907.51,2453957.878,3376724.752,4549199.257,6804961.672,7104351.106,8338710.772,11431008.251,10811030.94,12857993.954,16417488.097,16500470.034,18764743.134,21135289.165,18894863.116,18430647.125,21974532.162
"Upper-middle-income economies (World Bank)",1085340.962,1273904.275,1478539.727,1346643.931,1430852.432,1713155.475,1883476.631,2153817.389,2891159.047,4268653.914,5272389.673,6575071.546,8755053.880000001,13649187.109,9716772.276000001,12895757.411,16518715.539,17594597.041,19262469.459,19517954.618,18318643.068,17390729.574,20722420.228
"High-income economies (World Bank)",7559716.614,7682056.516,8655998.493000001,8294689.329,9223464.923,11530305.076,12029685.284,13712001.374,17467630.158,24639821.377,30763337.402,36083179.608,44871566.947,58456633.21,39784121.557,53658887.317,63795297.144,60993904.47,64368496.182,68268986.345,64019399.312,61852699.936,71549403.846
"High-income OECD members (World Bank)",5841399.374,6147722.071000001,7031134.829,6825135.83,7433266.293,9134111.119999999,9751496.994999999,11156867.363,14005456.117,20372739.623,24621173.959,28829224.512,35409757.401,46633623.001,28876339.201,39082222.042,48682233.618,45560437.384,46480134.98,49394911.85,47102618.717,45278291.717,51668082.431
"High-income non OECD members (World Bank)",1718317.24,1534334.445,1624863.664,1469553.499,1790198.63,2396193.956,2278188.289,2555134.011,3462174.041,4267081.754,6142163.443,7253955.096,9461809.546,11823010.209,10907782.356,14576665.275,15113063.526,15433467.086,17888361.202,18874074.495,16916780.595,16574408.219,19881321.415
"HIPCs (Heavily indebted poor countries) (IMF)",23302.831,22021.132,22115.885,27358.855,35484.795,40487.152,51859.958,64975.121,78628.592,117044.395,202580.085,285144.892,355192.763,535612.3490000001,548755.669,704515.829,852458.343,1104327.598,1240497.309,1536799.771,1402132.762,1420353.557,1260283.676
"LIFDC (Low-income food-deficit countries) (FAO)",592837.87,603448.792,784588.426,676936.031,646463.306,819594.008,940656.673,1068816.168,1393104.972,2248619.009,3332467.064,3982746.003,4645730.099,6911320.267,5658151.933,6848740.447,8545205.355,8581532.202,9896372.888,11810919.524,11373882.046,10519351.104,11642461.401
"Selected LIFDC (Low-income food-deficit countries)",504384.301,510605.384,671478.9399999999,559647.314,524002.527,683762.7830000001,764120.627,899198.833,1162538.977,1927356.351,2792591.907,3223972.355,3815984.824,5655483.92,4575700.826,5566286.211,6890715.194,6635737.556,7719336.08,9161533.265000001,9233729.457,8618706.445,9887061.699999999
"Selected exporters of petroleum",218354.377,241722.814,273750.185,316929.044,396182.702,441428.395,546457.627,564519.496,845762.1,1185190.545,1803303.043,2545333.04,3432733.706,4968066.387,4036826.021,4803364.851,5841754.357,6441747.607,6807078.305,7133080.974,6157481.123,5324867.061,5782689.52
"Selected exporters of manufactured goods",3737342.32,3698072.17,3935936.825,3021171.894,3853265.798,5169310.121,5495297.794,6754486.048,8572599.813999999,11139971.952,15115751.899,17100759.619,21294089.746,27555306.162,23471059.528,31197139.815,36928445.786,36106042.811,41157427.884,44088483.626,41001210.844,41015707.844,50747810.163
"Selected exporters of manufactured goods and primary commodities",2136933.293,2337927.407,2483928.258,1894981.888,2274279.539,3022040.347,3445636.032,4575829.84,5744621.763,7487270.348,9470573.039000001,10776267.583,13789806.797,19375540.735,14472139.369,19141282.62,24372121.458,24118435.999,25658781.638,26878134.786,25365169.866,24175191.476,29863824.057
"Selected exporters of agricultural products",64803.749,88282.87699999999,114983.364,141646.493,112693.405,144964.359,171454.828,182053.252,265988.458,402988.367,532915.0280000001,631709.053,1023159.729,1939512.171,1076081.2,1286339.387,1479766.748,1665138.243,2017324.896,2182480.842,2156422.539,2016033.662,2133398.544
"Selected exporters of minerals and mining products",45680.906,50930.737,59666.44,60283.827,66284.00199999999,83945.694,96434.902,113889.324,148916.291,196150.467,296636.904,385046.78,602213.084,1075502.674,744496.646,1028208.315,1368543.036,1549878.34,1551700.143,1558713.729,1483544.698,1405404.403,1430909.662
"Net food-importing economies",6105005.644,6221754.929,6690633.922,5931228.547,6640104.955,8697694.5,9092818.162000001,10116771.178,12999265.673,18056875.765,23355207.582,27214074.115,34641617.043,44602900.51,33067428.761,44327267.452,53143599.317,51829554.756,55240195.911,58450344.487,53674795.104,51124145.084,59833145.47
"  Net food-importing developing economies",3303934.605,3237405.054,3304188.079,2704455.036,3386316.046,4542146.974,4733641.181,5605208.045,7141780.984,8897371.654999999,12558423.707,15012975.247,19158973.779,24827413.627,21153023.985,27368375.564,31617931.924,32419564.46,35829787.368,38134903.349,35163114.091,34016908.026,40778764.239
"  Net food-importing transition economies",66479.117,77738.788,126685.399,150522.86,164949.268,168792.639,205300.815,222927.288,305261.044,514154.876,784322.417,1133429.202,1552500.06,2275565.426,1425911.66,2095345.158,2628871.657,2593302.152,2798305.774,2746471.133,2204336.159,1938644.773,2466602.589
"  Net food-importing developed economies",2734591.922,2906611.087,3259760.444,3076250.651,3088839.641,3986754.887,4153876.166,4288635.845,5552223.645,8645349.233999999,10012461.458,11067669.666,13930143.204,17499921.457,10488493.116,14863546.73,18896795.736,16816688.144,16612102.769,17568970.005,16307344.854,15168592.285,16587778.642
"Major net food-importing economies",5875035.209,5978102.573,6413767.561,5619648.178,6347959.917,8336035.812,8693981.776000001,9621846.829,12349032.069,17203041.018,21991681.348,25446005.768,32207723.32,41328007.036,30623873.608,41340838.355,49478985.592,47935558.075,51294052.353,53770300.784,49556537.931,47406692.131,55882630.993
"Net food-exporting economies",3554379.112,3794968.909,4727118.618,4799593.275,5224290.809,6182681.082,6798141.981,8285380.595,10854139.247,15539058.95,19716293.82,22790419.016,27618141.299,39438323.339,27729497.559,35662025.569,44395610.316,44169528.242,48100736.605,51823684.962,48840041.257,47736903.272,55482356.853
"  Net food-exporting developing economies",1353460.111,1499659.228,1813538.933,1502812.759,1678283.074,2161405.616,2465648.371,3170938.432,4336657.819,6180308.714,8335058.251,8714180,10971724.583,16502061.228,13457849.213,17307367.476,22120094.252,22173901.795,25402122.024,27303072.169,24721654.712,24245162.492,28515681.029
"  Net food-exporting transition economies",9096.269,12231.544,15289.404,15707.82,18322.862,25263.145,30034.033,34278.035,58271.461,91333.15700000001,164974.272,221451.611,309743.446,492940.084,294917.593,430400.349,620407.04,588274.963,605019.664,492388.871,549600.894,490963.745,539043.223
"  Net food-exporting developed economies",2191822.732,2283078.137,2898290.281,3281072.696,3527684.873,3996012.321,4302459.577,5080164.128,6459209.967,9267417.079,11216261.297,13854787.405,16336673.27,22443322.027,13976730.753,17924257.744,21655109.024,21407351.484,22093594.917,24028223.922,23568785.651,23000777.035,26427632.601
"Major net food-exporting economies",3533480.566,3767060.624,4686093.633,4755960.335,5174501.317,6132140.391,6733765.523,8205864.589,10742861.525,15332105.159,19332541.458,22340460.398,26982609.293,38290905.358,26921767.51,34622808.523,42837416.138,42440944.124,46322590.591,50224322.411,47445958.077,46303781.182,53999986.584
"BASIC",488955.805,542797.267,743781.7389999999,682949.428,633044.282,914448.026,1012214.126,1173395.1,1681093.514,2782261.894,3391339.567,3845015.306,4804779.987,7563708.015,5700219.314,7331211.552,9701582.341,9778280.499,11115212.99,11935846.904,10946285.252,9522558.66,11664650.847
"BRICS",549204.419,604647.4790000001,834863.322,802910.073,765570.8639999999,1040277.1,1150118.858,1325936.648,1893485.66,3101609.028,3909626.284,4606452.861,5744892.179,9070243.426000001,6599441.755,8742532.290999999,11622076.506,11619158.062,13074005.622,13835760.938,12494405.215,10981447.332,13594316.478
"Industrialized economies (UNIDO)",7695457.078,7879645.723,8846326.857999999,8409857.515000001,9389489.216,11690325.058,12188180.733,13840364.929,17538638.611,24827714.504,31037357.795,36592063.577,45365221.428,59187280.638,40217081.274,54629321.612,65065353.943,62031235.903,65989283.059,69966318.82700001,65429918.409,64008244.022,74949036.354
"EIEs (Emerging Industrial Economies) (UNIDO)",1312867.284,1420737.378,1828181.182,1644396.097,1666575.397,2177319.261,2444739.188,2844705.287,3984189.433,6073746.08,8099445.781,9060937.567,11584920.1,16988286.068,12781668.326,16835876.332,21767801.518,22226087.168,24374069.938,25650871.477,23561855.745,21407556.879,25252901.052
"Emerging markets",4216166.809,4269299.489,4706634.826,3929341.755,4654898.972,6091248.584,6516240.684,7688411.225,10068471.535,13611575.342,18702575.103,21698435.67,27950576.26,38245841.571,30109114.14,40454394.432,48788153.09,48287416.182,54590117.262,57636004.845,52199533.842,51142007.81,61923481.435
"  Emerging markets: Africa",152672.03,153389.797,170108.511,181115.477,167980.907,149017.893,212293.039,190750.606,322441.558,452189.036,525130.069,769514.295,954050.51,1507830.535,1076649.655,1377545.566,1564661.397,1724444.747,1989027.028,2077664.19,1863068.262,1654248.463,1812488.601
"  Emerging markets: America",273370.132,373615.028,495383.469,554557.534,449325.103,624984.302,718907.195,808709.921,1141946.973,1691369.693,1766215.171,2117067.252,3053018.64,5698836.471,3706058.333,4724081.406,6070760.291,6607805.171,7228371.994,7469811.791,7208598.62,6679239.286,7264329.308
"  Emerging markets: Asia",3647341.971,3566783.21,3782292.403,2905728.313,3742616.544,5016479.723,5242575.183,6272899.02,8024255.583,10592251.567,15187226.633,17102595.669,21573609.631,27753869.614,23353604.199,31445479.578,37351806.756,36505778.343,41656795.747,44336082.165,39951476.602,39863426.236,49204916.193
"  Emerging markets: Europe and Kazakhstan",142782.676,175511.454,258850.443,287940.431,294976.418,300766.666,342465.267,416051.678,579827.421,875765.046,1224003.23,1709258.454,2369897.479,3285304.951,1972801.953,2907287.882,3800924.646,3449387.921,3715922.493,3752446.699,3176390.358,2945093.825,3641747.333
"Africa excluding South Africa",76534.215,83303.784,96025.226,137855.195,128324.131,127147.226,197329.11,192931.026,266517.452,380821.921,663463.291,948090.393,1143445.612,1845327.158,1789745.091,2086723.64,2434742.008,3035604.984,3356542.821,3911019.235,3423564.029,3054578.475,3021375.811
"Northern Africa excluding Sudan",33285.751,32435.681,38727.819,53710.758,47219.028,44131.821,48168.437,62830.618,90366.261,114270.143,194411.674,245629.599,320896.616,517291.933,491735.194,531689.2879999999,595342.2120000001,713722.089,760550.157,778665.967,774759.7510000001,680042.098,781580.971
"Sub-Saharan Africa",162423.535,169848.262,184233.95,198644.435,189594.286,178343.577,254664.642,248321.27,378945.224,564655.39,741875.5330000001,1052240.569,1318572.556,2036617.213,1795160.388,2288659.377,2633290.93,3118844.354,3500644.632,3947632.357,3479005.65,3253575.259,3244530.722
"Sub-Saharan Africa excluding South Africa",43248.464,50868.103,57297.407,84144.43700000001,81105.103,83015.405,149160.673,130100.408,176151.191,266551.778,469051.617,702460.794,822548.996,1328035.225,1298009.897,1555034.352,1839399.796,2321882.895,2595992.664,3132353.268,2648804.278,2374536.377,2239794.84
"South America excluding Brazil",102954.95,128496.565,152720.198,182263.029,158681.137,198420.774,239026.632,263665.964,379935.438,551875.064,689699.205,885421.58,1405805.007,2738846.71,1656152.363,2032838.957,2393027.727,2793930.252,3094695.776,3126839.219,3030748.293,2875904.747,2856762.288
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",17333.745,18699.785,29284.625,31096.649,39990.484,52790.184,67055.51,76306.22100000001,84641.857,125609,310713.181,368239.649,503168.487,915149.641,630264.02,800822.118,1223217.708,1334138.876,1380974.119,1225146.553,1091981.494,1105021.904,1095148.262
"South America and Central America",279775.887,382757.362,512378.931,576575.716,472893.613,666516.147,769222.762,864073.142,1213677.571,1809271.498,2063752.244,2439255.502,3517217.909,6555237.649,4291038.274,5501633.786,7248104.506,7937878.252,8642102.817,8721656.073000001,8292291.214,7784657.112,8392531.642000001
"Southern Asia excluding India",310587.265,324359.811,308875.558,255876.853,282699.31,304312.225,303092.95,336514.412,450117.087,490713.623,754161.414,943711.0110000001,1173159.265,1646464.002,1291263.498,1420547.139,1515049.252,1585824.376,1663833.938,2271965.176,2472615.052,2460287.095,2597701.724
"Eastern, Southern and South-Eastern Asia",4041597.624,3997538.825,4171058.991,3163990.316,4163997.551,5544719.294,5834154.398,7137651.677,9216619.278999999,11717712.192,16377655.689,18033778.857,22549663.799,28791965.002,24814089.82,32873673.434,39147859.846,38401986.603,43693110.467,46746202.959,42070694.595,42115660.931,52117178.457
"Eastern and South-Eastern Asia excluding China",3462031.646,3403657.187,3444080.322,2555485.275,3520380.265,4647870.757,4878402.681,6051655.839,7751570.146,9441900.096999999,13124521.147,14263300.612,18112448.144,22442922.825,19722448.917,26664520.533,31235276.167,30401678.065,34750548.225,36310640.599,32019540.363,33287703.393,41407758.743
"ACP (African, Caribbean and Pacific Group of States)",177891.92,186287.899,207336.384,220875.935,218466.358,207887.174,294099.821,294051.431,443045.74,630384.959,824593.98,1186418.89,1482103.934,2287844.667,2010886.507,2525055.997,2939527.506,3453308.96,3826844.224,4259077.806,3799008.289,3533065.531,3529311.517
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",16744.548,19138.826,21091.97,22230.483,26078.641,31022.19,32686.798,45926.55,62244.175,101381.108,174344.021,231355.428,305402.346,493061.009,647909.657,704235.628,794129.946,968655.404,1090842.762,1286661.165,1245045.937,1129060.162,1037952.692
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",5564.106,9141.563,9117.575000000001,17340.424,9168.254999999999,18254.325,11737.423,11688.734,18369.036,25279.261,39329.935,55404.87,87557.23699999999,133828.872,137867.451,176992.654,200858.839,265550.127,284826.808,309597.416,298123.089,301930.025,303123.778
"ACP (African, Caribbean and Pacific Group of States): Islands states",21176.259,21541.911,28631.801,27569.796,31928.759,34019.631,44196.245,50463.737,71259.908,75756.103,100460.995,153162.526,199059.503,305124.471,252200.349,273958.845,349740.305,404010.119,377025.849,359964.483,363738.212,328024.13,343160.069
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",18074.968,12021.985,21014.535,18387.414,24125.267,32860.264,44433.362,43825.716,70233.304,79984.996,140539.478,172440.982,248315.027,398236.305,383491.526,385570.53,496314.092,691831.716,616827.272,581527.978,509501.842,426062.817,360672.476
