"PRODUCT -   High technology manufactures: electronic and electrical (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",13209563.385,16134541.342,19296503.998,20559600.686,24400928.929,37071624.543,38850448.917,52141039.472,69616941.675,101063889.04,130493048.727,168756433.218,200346802.173,224863058.648,218884537.067,275326460.597,314676762.49,354770885.243,389126096.396,409084026.519,422374253.394,320923568.423,453530296.01
"      Developing economies: Eastern Asia",11355419.426,13510747.285,15745826.077,16454501.528,19381776.777,30068498.649,30662421.961,39930429.963,53489218.703,74861231.47,97948464.138,125942824.158,144581196.896,160952157.069,154126618.644,200236798.396,227706522.449,256121132.943,278305493.904,288520922.063,300731360.919,199718254.003,313536125.551
"      Developing economies: Southern Asia",169900.722,173445.102,251659.301,287236.538,307833.223,488640.786,652199.4080000001,1088697.358,1572948.424,2822644.1,4723247.113,6488965.142,9494208.794,11351586.716,12376510.204,15029211.31,17491382.335,16762857.357,18926351.739,20936496.399,24416582.979,27450502.029,34442827.951
"      Developing economies: South-Eastern Asia",1498101.033,2171448.385,2904476.87,3397557.22,4189124.588,5734587.666,6780250.529,9902332.489,12506754.696,19926047.929,22656252.428,29362729.383,36436957.48,38193494.083,37609651.533,43227433.181,49534842.419,58349677.152,64647688.761,65928193.408,66911498.105,65298573.522,73966288.743
"      Developing economies: Western Asia",186142.204,278900.57,394541.75,420305.4,522194.341,779897.442,755577.019,1219579.662,2048019.852,3453965.541,5165085.048,6961914.535,9834439.003000001,14365820.78,14771756.686,16833017.71,19944015.287,23537217.791,27246561.992,33698414.649,30314811.391,28456238.869,31585053.765
"    Developing economies: Oceania",2173.371,2405.37,4934.494,4890.667,6008.905,7833.914,8190.424,13958.03,22193.444,40254.783,48469.686,62434.008,71213.231,111945.801,121112.739,135665.525,201317.831,192446.154,204109.702,216678.648,150436.944,135596.61,147612.079
"    Developed economies: America",6921999.503,8323675.489,10831053.644,13589984.149,17413534.134,22060726.844,22015772.345,30950716.418,43687029.811,64551236.983,82940758.561,100302152.261,113485186.719,120266461.556,114126723.821,149661301.961,168581229.366,181516470.992,186832318.657,197431812.852,198959593.707,189062211.078,219971758.518
"    Developed economies: Asia",2885025.769,4063974.002,4792524.054,4771249.472,5613865.364,8136539.095,9599583.685000001,12596899.881,17094858.548,22270643.165,26377575.526,27927793.16,29664156.286,33898637.993,30478614.14,44324595.87,51332464.996,55804581.894,57897989.7,59905259.213,51344750.132,51099883.823,55032761.079
"    Developed economies: Europe",4406355.31,5223141.96,6716958.29,8798445.445,11130112.937,17403583.16,19896405.848,24985792.092,38217562.105,57889943.902,73442088.513,94404676.66500001,116506158.102,132977256.507,110857708.018,157122595.074,173842710.18,160903841.092,160946929.597,170021516.891,164463675.205,158903760.246,178644883.931
"    Developed economies: Oceania",291787.143,371554.356,425822.951,459534.664,592218.803,863460.324,979857.2610000001,1483803.239,2246711.564,3695868.853,4940440.588000001,5812133.485,7766322.684,9012930.989,9017525.737,12636850.391,15398059.866,14991804.909,14763316.344,14991279.697,14423896.631,13890739.152,16400013.797
"    Developed economies: Asia and Oceania",3176812.912,4435528.358,5218347.005,5230784.136,6206084.167,8999999.419,10579440.946,14080703.12,19341570.112,25966512.018,31318016.114,33739926.645,37430478.97,42911568.982,39496139.877,56961446.261,66730524.862,70796386.803,72661306.044,74896538.91,65768646.763,64990622.975,71432774.876
"    Developing economies: Asia and Oceania",13211736.756,16136946.712,19301438.492,20564491.353,24406937.834,37079458.457,38858639.341,52154997.502,69639135.119,101104143.823,130541518.413,168818867.226,200418015.404,224975004.449,219005649.806,275462126.122,314878080.321,354963331.397,389330206.098,409300705.167,422524690.338,321059165.033,453677908.089
"Developing economies excluding China",13920564.878,17136696.752,20625178.547,22079903.752,26158987.693,35566738.4,37123661.069,47584837.7,63062664.449,91157046.87800001,114159677.114,149526880.158,178660084.355,212265110.032,204029741.276,264408976.703,302845142.08,330787588.706,363824943.586,395352924.538,403654122.671,395276665.832,437160183.816
"Developing economies excluding LDCs",13809314.256,17005228.988,20508270.852,21915986.566,26000451.681,39126103.046,41645967.258,56142367.645,77530221.42900001,113515625.216,145984644.561,192342402.131,226195664.951,264198415.611,256593643.327,330274073.124,379604807.478,422622050.463,464229507.777,486764692,495723564.669,389463006.68,525932101.439
"Developing economies excluding LDCs and China",13809314.256,17005228.988,20508270.852,21915986.566,26000451.681,35353149.737,36811761.625,47218631.161,62554691.124,90396878.588,113151039.963,148040038.484,176330979.519,209036506.239,200833072.62,260798663.924,299320065.003,326853346.992,359840195.416,390069419.6,397352898.798,389463006.68,430971733.878
"Developing economies excluding LDCs: Africa",373748.713,373949.42,411229.404,453070.593,487020.514,409979.146,532532.767,685697.522,1173500.542,1873223.977,2632592.383,3935736.717,5054771.279,7399637.561,6609943.563,8710600.256999999,10203742.444,10148822.952,11487428.44,13466607.423,13136469.348,11658964.623,12438777.524
"Developing economies excluding LDCs: America",288529.886,562937.416,854571.958,968572.471,1182749.932,1763386.353,2435930.146,3512260.757,6937400.633,10968445.179,13226509.387,20239217.706,21507568.743,32757466.349,32070876.631,47480718.092,56050626.062,59130495.049,65162027.384,65927104.409,62638037.429,59350797.229,62712626.462
"Developing economies excluding LDCs: Asia",13144939.542,16065965.811,19238042.077,20489580.441,24324741.338,36944959.338,38669411.213,51930597.412,69397324.211,100633999.353,130077561.873,168106285.287,199564085.77,223931380.149,217804717.947,273955867.953,313153328.198,353156378.026,387380559.851,407158716.109,419811259.282,318328832.901,450646905.73
"Developing economies excluding LDCs: Oceania",2096.115,2376.341,4427.413,4763.061,5939.897,7778.209,8093.132,13811.954,21996.043,39956.707,47980.918,61162.421,69239.159,109931.552,108105.186,126886.822,197110.774,186354.436,199492.102,212264.059,137798.61,124411.927,133791.723
"Developing economies excluding LDCs and China: Asia",13144939.542,16065965.811,19238042.077,20489580.441,24324741.338,33172006.029,33835205.58,43006860.928,54421793.906,77515252.72499999,97243957.27500001,123803921.64,149699400.338,168769470.777,162044147.24,204480458.753,232868585.723,257387674.555,282991247.49,310463443.709,321440593.411,318328832.901,355686538.169
"LDCs (Least developed countries)",111139.852,131320.262,116576.414,163902.879,158287.085,213285.002,311714.369,365523.28,507813.881,759758.395,1007931.219,1481351.133,2322033.279,3171579.201,3147793.256,3491927.709,3471427.206,3857869.492,3925280.929,5205529.436,6245146.629,5770661.555,6135263.25
"    LDCs: Africa and Haiti",46396.1,62691.702,57590.589,93755.02800000001,82004.485,86531.935,130578.208,154572.839,287918.661,329237.066,591859.797,827991.593,1536027.016,2236148.951,2051583.664,2107992.346,1942532.161,2233826.739,2169763.276,3269857.063,3666398.483,3160475.041,3235152.658
"    LDCs: Asia",64623.843,68575.531,58461.921,70020.245,76187.591,126665.205,181037.704,210442.06,219259.142,429370.164,415386.555,649751.2290000001,781558.9740000001,931006.118,1076204.055,1368784.724,1517492.159,1605297.561,1739953.324,1918269.914,2553634.778,2570201.79,2867700.908
"    LDCs: Islands",119.909,53.029,523.904,127.606,95.009,87.862,98.45699999999999,508.381,636.078,1151.165,684.867,3608.311,4447.289,4424.132,20005.537,15150.639,11402.886,18745.192,15564.329,17402.459,25113.368,39984.724,32409.684
"    LDCs: Africa",46211.1,62599.702,57544.589,93542.02800000001,81530.485,85850.935,129934.208,151900.839,286201.661,327060.066,589568.575,825694.7,1533524.001,2232955.384,2048646.009,2103787.268,1938722.433,2229696.664,2165417.432,3265367.957,3662007.337,3156121.484,3230795.525
"    LDCs: Islands and Haiti",304.909,145.029,569.904,340.606,569.009,768.862,742.457,3180.381,2353.078,3328.165,2976.089,5905.204,6950.304,7617.699,22943.192,19355.717,15212.614,22875.267,19910.173,21891.565,29504.514,44338.281,36766.817
"LLDCs (Landlocked developing countries)",52788.015,76744.175,50206.979,69625.35400000001,66542.859,136354.539,226997.833,227323.205,427031.609,624157.944,887783.03,1614177.025,2546837.053,3560116.551,3351139.573,4642583.569,5189314.568,5293794.266,5506649.071000001,5956764.167,5348124.409,5229797.529,6599018.834
"SIDS (Small island developing States) (UNCTAD)",2551.108,4348.386,8794.85,11697.819,14482.482,14722.207,17300.075,23875.785,41194.746,70905.065,100032.647,119326.391,142634.348,227182.618,208921.92,237445.56,260363.729,348061.145,385421.579,545393.443,516047.427,446138.079,417431.603
"High-income developing economies",13353057.156,16517586.735,19752435.542,20951949.03,24812133.15,37696239.547,39940378.277,53728824.348,73990156.53900001,107280882.055,136715492.125,179413128.074,207437609.977,239138302.508,229266965.456,296995287.923,341114269.113,381200601.129,415852755.489,433019182.484,437518918.634,328336744.086,453387410.794
"Middle-income developing economies",475557.062,531716.833,790784.951,1014671.595,1238283.933,1521618.022,1861491.734,2569147.479,3747251.092,6568674.85,9788452.028000001,13664006.576,19942533.777,26367460.455,28427292.074,34675236.149,39767420.229,42843994.485,50080730.442,55353330.116,60300300.495,63081678.237,74795113.351
"Low-income developing economies",91950.66,87393.18399999999,81951.08,113283.127,108324.385,121670.593,152906.972,199310.45,283433.342,407911.764,489280.67,751936.167,1144597.903,1921214.096,2096047.86,2213851.663,2216705.582,2509789.13,2280538.596,3675647.034,4205508.291,3858193.013,3937861.409
"Low-income economies (World Bank)",68531.46400000001,60963.913,57712.072,89130.901,83998.96799999999,97688.209,122568.996,151647.702,250492.059,329524.242,387354.199,616123.1580000001,939966.204,1716372.399,1793568.108,1995833.418,1842743.62,2084559.883,1942961.308,3331849.655,3849539.572,3489872.247,3531249.307
"Lower-middle-income economies (World Bank)",453988.77,524235.663,768481.3639999999,923715.4790000001,1143622.152,1310622.826,1690503.614,2383654.53,3530650.498,6102388.297,9061310.573999999,12682377.664,18763141.01,24699085.469,26602688.353,32096344.812,37975289.86,41490665.637,47798056.052,52012118.489,57059820.464,60344541.822,71777090.74600001
"Upper-middle-income economies (World Bank)",1172436.044,1744099.726,2386788.955,2684279.801,3313241.75,8676075.808,11353037.039,19235717.054,31167024.343,47654739.785,64879511.682,88546802.811,99285534.405,119499032.288,117318487.478,154000084.63,179116236.921,202615035.096,219909763.707,213211039.23,207138007.573,105101850.293,209160194.38
"High-income economies (World Bank)",26785479.772,32875413.93,40256791.887,46069910.571,56469353.555,77850237.274,81558660.86300001,105310532.138,145337762.277,210154439.612,262759010.588,324458871.292,382734392.144,425943906.524,384385330.163,519806180.453,586446255.546,607658458.806,633145419.39,679432074.101,673822059.008,650431039.118,732638104.715
"High-income OECD members (World Bank)",15020256.796,18827870.441,23906541.624,28692144.775,36866777.009,51491114.936,55819634.076,74160448.00399999,106842252.794,156156608.293,197827630.062,241637582.213,284147609.56,315200466.3,280569870.217,385758347.119,434121347.701,436201643.274,445177750.379,471794298.284,462056552.028,443911576.677,506148466.469
"High-income non OECD members (World Bank)",11765222.976,14047543.489,16350250.263,17377765.796,19602576.546,26359122.338,25739026.787,31150084.134,38495509.483,53997831.319,64931380.526,82821289.079,98586782.58400001,110743440.224,103815459.946,134047833.334,152324907.845,171456815.532,187967669.011,207637775.817,211765506.98,206519462.441,226489638.246
"HIPCs (Heavily indebted poor countries) (IMF)",45562.473,56340.415,51204.556,88425.32000000001,90805.864,99605.841,156599.098,164479.904,278648.056,409633.608,470216.676,710560.1,1261025.811,2144300.286,2067689.023,2279283.038,2282282.339,2693064.672,2564847.903,3906777.627,4591149.935,4112618.946,4021895.126
"LIFDC (Low-income food-deficit countries) (FAO)",269958.678,275753.821,359726.838,395649.037,449026.472,611763.844,830312.5820000001,1295163.037,1942989.87,3297289.588,5283083.096,7842850.361,11770325.578,15006069.408,15639040.199,18871195.999,21036570.874,20986851.516,22821230.512,26697736.36,30277648.577,32452101.765,39199117.715
"Selected LIFDC (Low-income food-deficit countries)",181930.653,203117.178,270106.795,300277.095,331840.154,499135.824,637420.38,1079511.185,1560669.486,2832330.025,4531492.132,6491667.651,9836273.044,12242014.606,13439168.422,15970632.851,17424414.608,17270592.676,19117761.928,21813037.154,25845722.122,28315636.539,35343441.926
"Selected exporters of petroleum",175510.497,193864.018,236091.089,303646.193,383449.608,506261.521,699885.167,1063949.699,1812454.93,2793343.377,4674326.637,7149142.079,10054477.616,15918969.416,13650931.39,19962309.664,24986000.977,26668171.27,29037923.147,32217398.671,28204359.308,24077398.464,28491763.284
"Selected exporters of manufactured goods",12984767.216,15945698.234,19094362.492,20430816.507,24306098.277,36758495.601,38987979.228,52994066.176,72728499.15000001,105903860.509,134996031.249,175581198.441,204457244.862,228779373.02,223164079.646,285225747.169,323455056.263,362315224.958,395587091.69,408557180.176,426610791.608,328583997.217,455639867.147
"Selected exporters of manufactured goods and primary commodities",1608296.673,2608662.365,3855722.961,4223261.778,6076053.769,12076446.154,14563484.295,22796740.306,36300550.391,54290615.131,72518581.295,97225253.898,110383148.601,131644141.888,128657801.337,169371320.33,195399147.064,216827695.004,234930177.946,235074501.216,240419058.582,142048806.04,249633775.565
"Selected exporters of agricultural products",112152.649,128640.432,217031.476,310475.043,314247.874,440986.297,521463.978,373957.82,632857.389,1017814.485,996311.532,2681304.655,3652225.628,5066836.327,4655889.829,6664157.93,8204893.07,7679523.996,9514562.695,9349746.937000001,9554405.099,8571612.332,10269393.368
"Selected exporters of minerals and mining products",64659.824,73493.22500000001,92107.481,111536.385,104628.52,165590.465,214210.978,251942.708,429723.32,627445.592,928451.36,1366319.41,2101323.789,3028943.132,2863545.788,4230073.754,5779628.065,6581071.857,7379483.467,7273591.397,7228064.536,7429054.181,7429409.217
"Net food-importing economies",18394735.283,22385628.098,26642181.235,28790134.291,34547200.044,52871387.562,57606381.675,75081704.645,103969390.937,151178836.637,188379367.587,242386497.733,280253636.416,323796055.854,299040795.347,407349481.335,460448843.082,492530526.269,521240969.907,553788306.8380001,551670278.1849999,441567533.327,578554596.4579999
"  Net food-importing developing economies",12769829.689,15466040.227,18362567.759,19658036.181,23180516.454,34719243.512,36414940.96,48170044.147,66598105.544,97002500.14300001,122747621.754,161214945.098,187386036.817,216125909.696,207049369.372,267661997.537,303208475.425,338574866.611,367762824.822,390640197.349,399814167.17,293851546.166,415410485.993
"  Net food-importing transition economies",43175.691,63788.886,50548.541,31561.507,65078.846,86294.144,204276.342,441759.072,811716.475,1147417.476,1861676.854,3246930.036,4712483.991,6836440.122,4868516.828,8717849.074999999,10602982.45,11227732.037,11194945.587,11881611.431,8767899.602,8803072.187000001,12140501.188
"  Net food-importing developed economies",5581729.903,6855798.985,8229064.935,9100536.603,11301604.744,18065849.906,20987164.373,26469901.426,36559568.918,53028919.018,63770068.979,77924622.59900001,88155115.608,100833706.036,87122909.147,130969634.723,146637385.207,142727927.621,142283199.498,151266498.058,143088211.413,138912914.974,151003609.277
"Major net food-importing economies",18170955.139,22108948.315,26312364.394,28406273.618,34103937.456,52247751.135,56356514.825,72986923.09900001,100708187.456,146610234.591,182024260.29,233492812.06,266856555.283,305467492.993,283186622.82,386919494.883,435729862.683,469058575.419,497768854.827,527154652.574,523142351.319,415722418.072,550747233.143
"Net food-exporting economies",10084161.127,12816810.297,16822285.808,20969096.021,26453171.946,35046931.772,37084446.724,51939641.655,76245596.77,112888495.832,148567534.877,183683119.02,221047654.65,248061978.748,231058929.724,300548141.192,344963596.087,361320301.809,381556185.14,394200106.406,390200213.711,377800253.445,438552922.167
"  Net food-exporting developing economies",1150567.2,1670649.045,2262536.398,2421833.642,2978050.847,4620356.996,5539728.939,8327214.991,11422466.476,17254967.663,24245490.543,32613799.481,41137333.661,51300583.598,52740527.992,66221446.081,79921409.13,87981425.566,100451431.125,101407999.589,102210621.372,101425119.666,116710065.384
"  Net food-exporting transition economies",10156.105,19614.43,22455.406,28589.579,26994.605,28115.259,40268.822,65116.46,136537.184,254763.335,391250.125,547186.567,643612.806,1439814.141,960739.1629999999,1550986.538,2525107.756,2850104.977,2947399.215,1708736.222,1885888.077,2331454.454,2797048.735
"  Net food-exporting developed economies",8923437.822000001,11126546.822,14537294.004,18518672.8,23448126.494,30398459.517,31504448.963,43547310.204,64686593.11,95378764.83400001,123930794.209,150522132.972,179266708.183,195321581.009,177357662.569,232775708.573,262517079.201,270488771.266,278157354.8,291083370.595,286103704.262,274043679.325,319045808.048
"Major net food-exporting economies",10056909.773,12767604.323,16767369.642,20879076.499,26373391.088,34927891.468,36890927.463,51690084.654,75790572.648,112059296.015,147335752.032,181950426.217,218937694.68,244607445.622,227345528.72,295997291.669,340651836.52,357489951.375,377658123.932,389606394.279,384948676.695,372847004.379,433305093.239
"BASIC",322337.08,535730.553,608134.285,586905.132,647049.1090000001,4652146.204,5803762.498,10476811.119,17391123.276,27486813.276,39669891.651,54290463.062,62401486.595,73536091.412,74088542.74500001,93546858.21600001,108876542.116,123527980.587,136001323.482,128852697.3,131074672.262,32282351.291,136292710.604
"BRICS",355039.464,577152.041,649862.205,610550.019,699729.044,4712210.386,5944486.626,10842745.478,18011808.559,28327605.051,41105855.894,56960493.343,66173257.233,79150734.84100001,77814417.752,100630442.143,117286157.466,132353982.166,144679125.72,138312641.175,137864724.906,39279898.676,146303065.266
"Industrialized economies (UNIDO)",26924244.561,33047411.28,40414184.999,46188092.078,56610407.688,78479626.75399999,82625341.278,107705559.189,148417991.549,214589301.266,268373997.053,330836698.169,388555994.959,427805199.339,385429930.566,521434484.736,588036028.6109999,610856107.532,635082310.1619999,680863308.316,670323649.981,648001891.494,734293753.5700001
"EIEs (Emerging Industrial Economies) (UNIDO)",1081955.365,1635888.392,2378614.132,2632331.769,3327083.11,8362382.439,10616685.225,17489322.6,29001401.726,44808382.933,62029173.439,85733093.57799999,99623633.505,124939779.424,124870505.157,163070762.557,190465727.269,212439754.258,230833817.811,224125527.071,226198784.243,126301957.605,233079021.031
"Emerging markets",13684266.822,17002834.99,20522401.434,22159695.119,26368885.151,39667717.047,42922097.316,58952480.604,81989455.73199999,117949341.521,151273702.62,200130041.202,236918415.737,279766363.437,266382708.056,348893578.851,399533413.904,436401606.076,473603420.739,494124891.965,500010454.624,391627008.987,531421221.057
"  Emerging markets: Africa",300347.105,308458.016,330088.043,327285.514,352879.51,283371.147,353618.281,444418.469,782294.5280000001,1070618.676,1624955.887,2611024.876,3283182.961,5049808.589,3855972.16,5487957.061,6714643.559,6226296.011,7393187.853,8029618.372,7852629.874,6488044.178,7464090.3
"  Emerging markets: America",276500.644,551906.574,828166.961,933746.657,1139927.441,1628014.311,2234313.152,3266515.588,6702882.164,10647958.109,12689783.594,18760183.045,19791889.814,30706713.733,30136192.803,44689226.649,52853956.939,56017843.985,61656514.554,62296480.259,58959431.639,55749381.485,58413777.898
"  Emerging markets: Asia",12979562.49,15900695.882,19009196.574,20277987.886,24038093.706,36539714.966,38272448.927,51348796.377,68630452.29799999,99320467.955,127844506.206,165406887.259,194937270.701,217552626.506,210178665.765,265250686.176,302298379.234,339568269.537,369380534.574,387062338.784,398751120.224,296049602.453,425578671.213
"  Emerging markets: Europe and Kazakhstan",127856.583,241774.518,354949.856,620675.062,837984.494,1216616.623,2061716.956,3892750.17,5873826.742,6910296.781,9114456.933,13351946.022,18906072.261,26457214.609,22211877.328,33465708.965,37666434.172,34589196.543,35173183.758,36736454.55,34447272.887,33339980.871,39964681.646
"Africa excluding South Africa",177307.99,189727.813,211354.211,317034.855,331571.314,316905.238,458635.443,524134.099,925390.695,1345945.481,1974168.174,2970678.587,4327791.068,6803282.729,6389503.756,7652239.61,8072887.377,8750494.300000001,8886029.069,12052961.152,11997924.28,10789510.489,10934985.691
"Northern Africa excluding Sudan",81539.80899999999,73637.76,82416.277,135673.3,145607.162,150019.924,183016.156,253783.466,393637.664,710712.775,961131.768,1320784.208,1642362.037,2380315.841,2653678.475,3039223.652,3215879.338,3662896.301,3932658.564,5023766.197,5159426.051,4772151.288,4763151.311
"Sub-Saharan Africa",338573.427,363082.864,386705.82,410953.628,423218.765,346145.975,479637.059,584860.459,1066304.338,1490314.729,2261830.922,3448077.772,4954320.588000001,7311039.198,6057169.416,7898112.959,8981489.106000001,8795439.355,9785018.057,11792132.059,11698243.578,10090198.725,10962508.382
"Sub-Saharan Africa excluding South Africa",95768.181,116090.053,128937.934,181361.555,185964.152,166885.314,275619.287,270350.633,531753.031,635232.706,1013036.406,1649894.379,2685429.031,4422966.888,3735825.281,4613015.958,4857008.039,5087597.999,4953370.505,7029194.955,6838498.229,6017359.201,6171834.38
"South America excluding Brazil",141388.143,156744.34,263803.97,341579.817,359367.507,561662.121,624903.275,478219.199,919773.774,1525346.923,1998686.581,3865540.536,5878233.253,8059995.723,7276434.077,11100114.522,15115680.861,15887886.615,19133120.044,18347028.51,17272251.518,15646314.103,16999929.42
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",9613.359,9134.285,23316.961,30228.755,35994.627,66165.34600000001,121088.929,165786.844,145033.282,204085.224,293290.758,738308.571,709649.529,846218.809,933474.4250000001,1218231.978,1492105.802,1522513.113,1771670.362,2055468.188,2514276.019,2172917.093,2250111.351
"South America and Central America",283587.609,558466.686,833071.95,947035.611,1149297.808,1713037.681,2331478.779,3369230.444,6821220.748,10827166.443,13100112.848,19722050.816,21136213.858,32242245.334,31677150.098,46948125.415,55408793.194,58473290.31,64415571.223,65189717.143,61734296.571,58545318.702,61870634.21
"Southern Asia excluding India",118494.071,125848.214,160437.919,155017.624,159940.21,208130.68,291327.717,333980.075,424407.743,672177.706,1301241.794,1562053.759,2080146.991,2756574.606,2217163.708,3189536.72,3664665.173,3760984.487,3898765.568,4897865.419,5202211.832,6188483.986,6656270.906
"Eastern, Southern and South-Eastern Asia",13023421.181,15855640.772,18901962.248,20139295.286,23878734.588,36291727.101,38094871.898,50921459.81,67568921.823,97609923.499,125327963.679,161794518.683,190512363.17,210497237.868,204112780.381,258493442.887,294732747.203,331233667.452,361879534.404,375385611.87,392059442.003,292467329.554,421945242.245
"Eastern and South-Eastern Asia excluding China",12853520.459,15682195.67,18650302.947,19852058.748,23570901.365,32030133.006,32608466.857,40909025.968,51020443.094,71668532.771,87771111.968,111003189.894,131153468.944,143983741.78,135975699.47,173988822.377,196956622.393,218702106.624,238563870.304,257753843.071,269272193.153,265016827.525,292542046.733
"ACP (African, Caribbean and Pacific Group of States)",344769.98,368895.756,409860.416,434049.026,459760.896,398975.918,588702.544,736536.878,1190018.002,1646382.227,2400676.533,3981192.93,5346730.172,7863871.362,6504353.013,8478350.554,9701007.823000001,9606834.120999999,10637447.783,12656564.153,12702813.675,11007484.864,11932548.457
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",46541.111,62774.117,58155.348,93946.75500000001,82252.751,86738.41,130705.815,155286.737,288908.213,330829.32,593173.291,834426.09,1541417.968,2242904.295,2084004.611,2132178.311,1964538.86,2265319.782,2201511.675,3305108.662,3703774.225,3214586.02,3289510.928
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",26687.048,35251.826,29429.431,45164.176,35399.077,27967.846,55317.615,59075.876,119405.577,151059.123,198978.146,255208.745,563356.787,1174278.365,1146671.664,1279461.688,1088688.93,1109825.076,948222.936,1690931.649,1988371.561,1620718.018,1918208.632
"ACP (African, Caribbean and Pacific Group of States): Islands states",7123.336,7957.076,27473.722,27465.865,41776.35,58771.394,115407.615,160928.387,144077.918,199079.094,212041.203,602277.346,497058.77,730484.809,563069.453,701588.725,833442.858,941271.333,1043547.74,1151323.736,1289671.278,1148069.475,1176463.866
