"PRODUCT -   Resource-based manufactures: other (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",6260441.668,7317702.445,8745422.025,5368841.059,5903431.598,7890001.492,7549456.226,8425967.424000001,12653947.619,18523041.881,23601324.591,30375602.829,37040014.478,48891014.14,38156730.539,56986227.172,78026898.98100001,74226794.58,80751272.579,78427936.758,59312059.75,59809344.274,79959665.524
"      Developing economies: Eastern Asia",4792182.79,5575069.781,6739368.776,4067089.879,4398175.019,5712901.547,5287734.83,5251600.254,7279556.873,10170489.956,12265807.32,16492517.638,20415183.18,27401261.431,18849500.943,25664841.869,37117608.88,37657325.957,39296679.735,40899091.596,31043112.985,31981454.222,38554567.67
"      Developing economies: Southern Asia",186788.62,182641.67,231940.231,187552.369,225466.941,327717.641,439910.896,773631.621,1224674.965,2769788.585,5475697.81,5745396.158,7513585.962,9011352.635,7798709.246,11415431.419,11943831.305,7902641.403,8208889.65,7315876.564,4804888.18,5811422.386,8223149.573
"      Developing economies: South-Eastern Asia",1201734.059,1463403.128,1664734.647,1070080.664,1186154.809,1520880.203,1535169.21,2036656.244,3633601.695,4596215.156,4509737.567,6327093.47,7312860.068,10057664.817,9217951.779999999,15741399.561,22953273.196,21944496.536,26268958.032,23530966.009,17925846.291,16518017.271,25868623.084
"      Developing economies: Western Asia",79736.19899999999,96587.866,109378.371,44118.147,93634.829,328502.101,286641.29,364079.305,516114.086,986548.184,1350081.894,1810595.563,1798385.268,2420735.257,2290568.57,4164554.323,6012185.6,6722330.684,6976745.162,6682002.589,5538212.294,5498450.395,7313325.197
"    Developing economies: Oceania",5,1,44,2623.32,35.61,48.222,276.849,1.934,42006.18,40191.052,47216.541,83669.022,282989.39,124507.075,61316.699,165959.99,174425.549,136520.481,261084.909,357440.72,388462.791,351068.415,560203.54
"    Developed economies: America",659192.0600000001,579693.313,654419.166,623234.991,795163.458,1456680.686,1745604.437,2001653.656,3109529.547,4291446.345,6330626.564,9124971.139,10644434.804,11324932.991,11376623.278,14894289.623,19830218.014,18041745.1,17521460.343,14297880.926,11486112.892,10392484.162,11949077.942
"    Developed economies: Asia",1314718.733,1474097.795,1768282.496,1459041.729,1760055.762,2490026.607,2625900.459,3091710.391,4325469.248,6260058.991,7497995.329,8671339.953,11366355.022,14670030.897,11524634.57,12567304.889,14384520.454,14259602.113,15507585.743,13661346.518,10295391.584,9967984.999,11500624.149
"    Developed economies: Europe",619946.303,858889.343,925375.295,948144.351,1224858.934,1572193.029,1693719.257,2023875.115,2761988.015,3803701.567,4958514.122,7072283.734,8674584.807,9058455.995999999,10243786.476,12739556.625,16599690.85,16212848.53,15739580.353,14787784.574,12732069.972,13694034.841,16665805.204
"    Developed economies: Oceania",599875.733,683051.13,829161.412,766669.968,679910.512,966950.795,1170970.788,1186485.584,1681181.988,2743504.609,5927644.654,8035577.381,10705094.372,18967335.908,20293570.589,36645138.911,51125674.542,45704490.901,57157025.539,52232354.674,33383953.014,35781087.341,43876530.724
"    Developed economies: Asia and Oceania",1914594.466,2157148.925,2597443.908,2225711.697,2439966.274,3456977.402,3796871.247,4278195.975,6006651.236,9003563.6,13425639.983,16706917.334,22071449.394,33637366.805,31818205.159,49212443.8,65510194.996,59964093.014,72664611.28200001,65893701.192,43679344.598,45749072.34,55377154.873
"    Developing economies: Asia and Oceania",6260446.668,7317703.445,8745466.025,5371464.379,5903467.208,7890049.714,7549733.075,8425969.357999999,12695953.799,18563232.933,23648541.132,30459271.851,37323003.868,49015521.215,38218047.238,57152187.162,78201324.53,74363315.061,81012357.48800001,78785377.478,59700522.541,60160412.689,80519869.064
"Developing economies excluding China",7001986.428,8053633.971,9571924.573999999,6162588.644,6804524.27,9273687.749,9490560.242000001,10627763,15699907.414,24081684.831,32440211.046,43741878.639,53788763.212,69668101.347,63407902.988,94362687.44499999,129075223.936,120098665.69,129660217.115,121330625.886,89340879.699,93028186.677,125556827.395
"Developing economies excluding LDCs",6958998.623,8017075.431,9536586.971000001,6142550.573,6766901.535,8880393.552999999,9020395.281,10055557.935,15143664.967,23009464.122,30919055.309,41313748.06,52634470.65,67211323.656,61403643.564,91273233.875,125336378.476,116665504.907,125378954.518,115993325.824,86418651.678,89649000.47,119560587.33
"Developing economies excluding LDCs and China",6958998.623,8017075.431,9536586.971000001,6142550.573,6766901.535,8880393.552999999,9020395.281,10055557.935,15143664.967,23009464.122,30919055.309,41313748.06,52634470.65,67211323.656,61403643.564,91273233.875,125336378.476,116665504.907,125378954.518,115993325.824,86418651.678,89649000.47,119560587.33
"Developing economies excluding LDCs: Africa",334845.684,364992.176,374507.888,316365.981,342507.137,213615.478,331929.399,365541.948,388051.376,702404.311,931744.303,1417641.283,2167471.738,3803976.729,4672419.62,6325432.205,9755178.242000001,8145181.073,9921399.902000001,7969271.572,5469598.325,5092149.806,7506666.172
"Developing economies excluding LDCs: America",400012.008,366641.92,446992.05,468007.937,541053.167,787648.049,1146749.716,1278121.187,2095684.802,3789796.792,6406580.566,9506951.123,13243602.995,14541378.703,18716964.702,28307112.014,38402747.669,34722870.798,35271341.35,30330660.729,21965001.322,25142500.808,32786656.809
"Developing economies excluding LDCs: Asia",6224135.931,7285440.335,8715043.033,5355553.335,5883305.621,7879081.804,7541439.317,8411892.866,12617922.612,18477071.967,23533513.899,30305486.65,36940406.527,48741463.286,37952948.2,56474729.776,77004034.15000001,73660946.96600001,79925129.33400001,77335990.31,58603440.653,59071633.801,78745084.81
"Developing economies excluding LDCs: Oceania",5,1,44,2623.32,35.61,48.222,276.849,1.934,42006.177,40191.052,47216.541,83669.004,282989.39,124504.938,61311.042,165959.88,174418.415,136506.07,261083.932,357403.213,380611.378,342716.055,522179.539
"Developing economies excluding LDCs and China: Asia",6224135.931,7285440.335,8715043.033,5355553.335,5883305.621,7879081.804,7541439.317,8411892.866,12617922.612,18477071.967,23533513.899,30305486.65,36940406.527,48741463.286,37952948.2,56474729.776,77004034.15000001,73660946.96600001,79925129.33400001,77335990.31,58603440.653,59071633.801,78745084.81
"LDCs (Least developed countries)",42987.805,36558.54,35337.603,20038.071,37622.735,393294.196,470164.961,572205.0649999999,556242.447,1072220.709,1521155.737,2428130.579,1154292.562,2456777.691,2004259.424,3089453.57,3738845.46,3433160.783,4281262.597,5337300.062,2922228.021,3379186.207,5996240.065
"    LDCs: Africa and Haiti",6682.068,4296.43,4958.611,6750.347,17496.758,382369.286,462139.332,558130.507,520201.689,1026233.867,1453345.045,2358014.382,1054683.805,2307224.7,1800470.699,2577939.287,2715971.306,2867297.761,3455113.857,4245316.107,2205757.511,2633123.374,4743635.35
"    LDCs: Asia",36305.737,32262.11,30378.992,13287.724,20125.977,10919.688,8016.909,14074.558,36025.007,45969.914,67810.692,70111.92,99607.951,149550.854,203782.339,511497.396,1022864.831,565847.6139999999,826143.245,1091946.448,708619.083,737708.478,1214579.834
"    LDCs: Islands","..","..","..","..","..",5.222,8.720000000000001,"..",15.751,16.928,"..",4.277,0.806,2.137,6.386,16.887,9.323,15.408,5.495,37.507,7851.427,8354.355,38024.881
"    LDCs: Africa",6682.068,4296.43,4958.611,6750.347,17496.758,382364.286,462136.332,558127.507,520183.689,1026033.867,1453150.521,2357112.774,1050412.196,2304482.089,1797008.373,2574367.908,2711327.838,2859675.73,3443881.515,4233983.191,2198982.669,2623418.484,4734370.875
"    LDCs: Islands and Haiti","..","..","..","..","..",10.222,11.72,3,33.751,216.928,194.524,905.885,4272.415,2744.748,3468.712,3588.266,4652.791,7637.439,11237.837,11370.423,14626.269,18059.245,47289.356
"LLDCs (Landlocked developing countries)",54476.343,78042.95200000001,203843.695,190027.146,272465.354,300552.855,316763.427,330099.159,517099.655,808975.67,1072330.775,1688825.859,2270260.038,2971165.622,2893131.137,4379267.441,7382074.195,6605501.006,4150606.099,5663122.899,4028774.092,3705875.016,6092182.958
"SIDS (Small island developing States) (UNCTAD)",3537.442,7.586,6011.525,6230.812,12870.018,6351.988,35115.126,43895.049,98619.917,171125.475,122811.225,296844.676,80348.111,12993.414,21009.019,21854.893,51004.394,25098.403,39381.719,65939.466,73781.727,104780.104,128041.697
"High-income developing economies",6602057.189,7628792.577,8956530.086999999,5701463.768,6090114.714,8019732.105,7866990.357,8481823.302999999,12798293.169,18680713.582,23599749.17,32291868.767,41234639.252,54232129.122,49269341.43,72265711.609,100503788.722,97362875.91400001,104389891.407,96103481.795,72919285.90000001,75527185.727,98428257.95299999
"Middle-income developing economies",378542.636,413308.075,564475.29,445832.817,701935.171,1245634.956,1607627.853,2101903.13,2800317.907,5043631.286,8277189.863,10529319.767,11503236.575,13124570.05,12215448.507,19246347.664,25491691.942,19433879.026,21477814.026,20540898.219,13955837.082,14621736.874,22186847.339
"Low-income developing economies",21386.603,11533.319,50919.197,15292.059,12474.385,8320.688,15942.032,44036.567,101296.338,357339.963,563272.013,920690.105,1050887.385,2311402.175,1923113.051,2850628.172,3079743.272,3301910.75,3792511.682,4685828.122,2465756.717,2879264.076,4941722.103
"Low-income economies (World Bank)",21169.601,11519.144,42160.697,14811.862,11091.714,7745.054,15900.011,43798.718,78502.136,309461.074,526060.3810000001,889882.87,886648.7290000001,1973414.706,1545438.853,2221694.285,2437226.455,2259780.765,2506387.892,3873902.575,2023933.149,2375947.906,4435765.964
"Lower-middle-income economies (World Bank)",352058.4,391977.205,542185.045,420899.256,652661.304,1172169.127,1499709.476,1930144.587,2514187.618,4604912.5,7599182.453,9098269.581,10220723.47,11725404.529,11640548.622,17591108.651,22746362.346,18256360.619,19489553.815,18683097.305,12796888.894,12975783.864,19649267.386
"Upper-middle-income economies (World Bank)",890459.075,935878.834,1333338.628,1147064.292,1403503.994,1483197.956,2073487.075,2647901.482,4202034.328,6886214.132,9429615.25,13846088.072,17948335.781,25339564.744,27493321.933,41740128.969,63775111.626,55903074.113,59923030.94,49331848.289,35887928.126,35886470.342,50208302.997
"High-income economies (World Bank)",9148476.884,10530919.134,12341692.824,8748418.863,9658104.583000001,13559588.862,13741628.347,15033890.45,22170187.755,31700634.289,42637179.825,55929368.151,69520356.258,90309408.094,81218854.73199999,116179729.444,155673758.978,149186813.035,163823666.812,152720015.711,111885052.623,116325725.565,142202100.094
"High-income OECD members (World Bank)",4382215.618,4986898.747,6431265.553,4631445.418,6589676.491,9833669.790999999,10463578.08,11366621.64,16375092.163,24127050.351,34153174.069,45289741.267,57373300.586,72274221.256,67720221.566,96101746.888,128520513.619,121680127.73,134958840.568,122567837.206,89248901.574,93039553.719,113416875.379
"High-income non OECD members (World Bank)",4766261.266,5544020.387,5910427.271,4116973.445,3068428.092,3725919.071,3278050.267,3667268.81,5795095.592,7573583.938,8484005.755999999,10639626.884,12147055.672,18035186.838,13498633.166,20077982.556,27153245.359,27506685.305,28864826.244,30152178.505,22636151.049,23286171.846,28785224.715
"HIPCs (Heavily indebted poor countries) (IMF)",5687.534,4451.179,5032.045,9276.397000000001,30359.843,57128.153,93618.05499999999,78282.818,127151.402,418404.919,600320.189,1132740.574,1265759.735,2499670.083,2018980.63,2869896.263,3172835.415,3432768.223,3837450.526,4579904.199,2505946.094,3005774.558,5293401.494
"LIFDC (Low-income food-deficit countries) (FAO)",188893.242,174338.173,257378.641,191645.102,210529.552,660974.369,883955.204,1208866.815,1589924.534,3588909.46,6455338.227,7144366.356,7238093.451,9431319.739,8431373.021,11339163.6,10474234.882,8005192.782,8233448.191,9328713.252,5294487.608,6376622.475,10553061.392
"Selected LIFDC (Low-income food-deficit countries)",140076.175,153606.008,195443.241,166770.077,169263.726,213304.168,336077.765,593314.341,908322.2879999999,2265150.947,4665661.776,4576277.299,6019429.579,6968637.128,6260346.187,8147882.45,6965841.879,4290968.68,3956133.989,4012300.856,2481229.109,3104377.238,5014886.698
"Selected exporters of petroleum",284688.186,332633.695,636379.53,434332.336,582949.6629999999,867688.2610000001,1038079.538,1154797.601,2203631.471,3780305.284,5022094.506,6408135.142,7099159.909,11148497.813,9228096.069,14140091.838,25037083.558,21525175.463,20101147.396,18601755.212,11797419.582,11599171.844,16121691.257
"Selected exporters of manufactured goods",6074777.921,7112820.427,8378996.511,5117301.635,5517328.411,7155557.698,6836911.884,7542805.751,11368204.212,16478975.968,21020109.072,26624765.458,32706253.048,43685681.611,33796548.971,47639858.015,61520750.632,60461971.492,66001028.571,64708819.217,48929354.52,48767816.646,63886205.394
"Selected exporters of manufactured goods and primary commodities",1534489.746,1775456.639,2719021.103,1192584.015,2772463.068,4245310.479,4444688.543,4711131.185,6906226.205,10642332.302,14825103.594,20245815.886,27329517.469,34916979.738,31367809.998,46031254.591,63088832.177,60572053.806,66814207.423,60776242.259,42655407.17,44791386.006,57392151.01
"Selected exporters of agricultural products",3643.778,12331.052,10160.445,8030.523,11062.266,31594.997,23772.625,39520.743,50888.182,150598.992,251595.049,423423.919,738541.2879999999,632086.447,473040.815,659045.732,758395.269,545732.134,508842.568,502531.876,374579.511,381741.279,611545.733
"Selected exporters of minerals and mining products",240607.044,234981.678,378680.48,378844.951,451940.535,629941.253,717264.375,737432.894,1208131.695,2518579.045,4232448.709,6250583.109,8596836.103,9041841.970000001,9680592.426000001,13168299.219,15533146.717,17160102.951,17266970.853,18175675.519,15750592.163,18292518.201,24885788.729
"Net food-importing economies",7801283.86,9056712.228,11117440.573,7368641.381,8215823.326,11366791.513,11269699.57,12469469.878,18505471.938,26650262.31,32312182.964,42919763.361,49922733.217,68131748.163,53805321.398,71954141.773,101937431.472,97461044.111,99182848.073,98629521.81900001,72000914.48199999,72690611.17,94300467.582
"  Net food-importing developing economies",6018254.225,7049606.745,8421073.932,5090448.63,5443411.611,7697380.072,7249252.365,7802467.533,11566617.071,16431322.841,19794729.454,27979213.316,31509257.35,43848623.532,32643728.426,47579995.877,67769440.29700001,66138205.326,68479428.774,71487359.45,51416310.912,52285775.346,68749549.631
"  Net food-importing transition economies",210071.36,217974.672,502843.275,369730.203,459139.186,461093.363,596360.4030000001,702192.071,1335086.568,2145518.462,2774095.525,2831310.483,3057733.911,5141670.888,4411038.337,5341764.426,11637677.068,9702004.754000001,8296386.418,6657270.02,4366559.047,4042540.523,6235699.84
"  Net food-importing developed economies",1572958.275,1789130.811,2193523.366,1908462.548,2313272.529,3208318.078,3424086.802,3964810.274,5603768.299,8073421.007,9743357.984999999,12109239.562,15355741.956,19141453.743,16750554.635,19032381.47,22530314.107,21620834.031,22407032.881,20484892.349,16218044.523,16362295.301,19315218.111
"Major net food-importing economies",7666054.951,8890821.056,10784200.921,7086629.841,7848902.104,10997471.857,10815113.139,11995679.832,17747704.87,25208599.24,30358163.08,39784794.949,46088860.693,62402661.503,49243678.729,65056982.803,91810121.237,88247979.522,91988947.818,88713874.146,65626106.14,66231720.511,83036609.558
"Net food-exporting economies",2610880.1,2813582.089,3141936.621,2961678.892,3509306.269,4855907.486,6061021.816,7186243.559,10459136.33,16850840.194,27879592.54,36842909.518,48653298.547,61216102.691,68092838.38500001,105778513.538,142695027.933,128144984.421,146559791.386,125979759.811,90592888.31,94873316.507,122194968.859
"  Net food-exporting developing economies",983732.203,1004027.226,1150850.642,1072140.014,1361112.659,1576307.677,2241307.877,2825295.467,4132976.801,7650176.309,12645248.094,15762632.59,22279505.347,25819477.815,30764170.205,46782685.53,61305783.639,53960460.364,61180788.341,49843266.436,37924568.787,40742411.331,56807277.764
"  Net food-exporting transition economies",6373.343,2954.093,7370.976,910.3869999999999,1477.473,2066.77,7605.8,22033.62,51759.03,175373.38,262921.762,285344.283,339066.151,517322.827,640607.902,1181919.43,1979454.541,1586671.444,1860383.948,1642019.032,988836.584,657609.134,710871.187
"  Net food-exporting developed economies",1620774.554,1806600.77,1983715.003,1888628.491,2146716.137,3277533.039,3812108.139,4338914.472,6274400.499,9025290.505000001,14971422.684,20794932.645,26034727.049,34879302.049,36688060.278,57813908.578,79409789.75300001,72597852.61300001,83518619.097,74494474.343,51679482.939,53473296.042,64676819.908
"Major net food-exporting economies",2586270.173,2791045.987,3132187.115,2949026.167,3481306.186,4824742.416,6027661.79,7139761.876,10350211.107,16575988.22,27502177.159,36199943.581,47830469.52,60111870.036,66938945.226,103774465.587,140493115.208,125901280.249,144256199.744,124074033.016,89398119.243,93659981.66500001,120832507.918
"BASIC",601320.16,608087.076,708075.787,633381.307,707743.107,645539.2070000001,1049915.584,1439664.374,2014224.049,3978467.747,7253675.486,8308404.901,11314139.915,14762737.845,17834478.883,27078964.629,35653967.142,26592808.47,28482412.829,22585197.896,13771078.245,14814423.827,21661588.063
"BRICS",770807.16,800293.137,1153088.076,945875.155,1078382.845,1008880.369,1520299.115,1997030.328,3072200.686,5676978.878,9368406.071000001,10408372.318,13375218.795,18641479.465,20791641.437,30543546.195,43793700.717,33141951.973,34941331.851,27524018.703,17381724.684,17870625.733,25883005.097
"Industrialized economies (UNIDO)",9177899.407,10588607.301,12621461.949,8972916.130999999,9920021.642000001,13415988.01,13751356.642,15214498.264,22521654.915,31863279.506,41528675.072,54586533.672,66770636.011,90332302.09,79213798.773,112635568.514,156574417.107,147621001.901,163059241.436,150945545.237,111946360.712,113133787.677,139657602.268
"EIEs (Emerging Industrial Economies) (UNIDO)",917476.872,965550.063,1171851.307,995170.287,1180439.93,1727257.888,2293382.527,2830599.257,4449449.154,7954701.608,13531811.436,16861019.99,22839426.323,27440167.916,32108214.123,48903783.442,65920864.138,57028737.439,61270032.133,49139871.856,32011899.026,34767222.251,47777116.655
"Emerging markets",7022982.378,8079762.821000001,9746787.854,6284087.095,6816126.333,8866824.078,9089403.332,10201815.011,15590255.846,23565101.638,31681872.707,40590986.91,51143288.501,66976719.413,61845251.031,89247338.206,126339619.91,117360812.303,124910695.966,112541517.335,82572108.208,85809308.76700001,113707873.691
"  Emerging markets: Africa",286450.247,302837.925,315478.251,268313.596,290855.712,164398.27,246392.233,303036.143,303833.195,474386.676,671358.726,1024644.773,1542468.556,2712460.746,4109710.952,5689319.023,8914610.126,7356401.973,8453125.423,6135144.615,4521892.163,4192034.767,6044218.4
"  Emerging markets: America",395826.854,363650.219,436770.795,457266.365,524531.002,753117.252,1088894.153,1209643.978,1945357.476,3508305.603,6136503.855,8843203.611,12501170.844,13970789.629,18223012.924,27503266.346,37309768.629,33748793.615,34472251.908,29570404.786,21344026.72,24575068.523,32161133.71
"  Emerging markets: Asia",6129479.385,7176354.904,8475374.649,5182411.664,5541371.925,7495320.548,7130037.033,7939460.257,11921559.525,17340459.558,21877429.699,27562951.168,33622091.904,44472913.182,34385660.32,49588431.013,66572075.046,65112717.641,71885741.419,68645916.41500001,51573517.378,52584773.957,69170192.976
"  Emerging markets: Europe and Kazakhstan",211225.892,236919.773,519164.159,376095.47,459367.694,453988.008,624079.9129999999,749674.633,1419505.65,2241949.801,2996580.427,3160187.358,3477557.197,5820555.856,5126866.835,6466321.824,13543166.109,11142899.074,10099577.216,8190051.519,5132671.947,4457431.52,6332328.605
"Africa excluding South Africa",57909.854,68613.57000000001,65213.975,56070.271,76622.541,453868.335,597637.608,698385.737,615465.644,1272478.315,1734395.177,2788381.954,1698069.894,3456026.092,2867339.725,3373397.766,3746981.102,3888001.19,5053209.923,6373156.877,3275858.548,3652308.565,6377309.487
"Northern Africa excluding Sudan",37370.176,38082.63,26324.88,23063.814,21557.996,7707.573,12941.004,74211.78599999999,12630.802,29526.779,30932.536,60160.672,100348.267,142643.575,606594.24,251011.476,444042.435,377781.698,882801.651,1105381.431,509478.085,449107.139,735119.488
"Sub-Saharan Africa",304157.576,331205.976,353141.619,300052.514,338445.899,588277.4129999999,781133.447,849457.669,895620.0110000001,1698928.327,2353962.288,3714593.385,3117536.473,5965815.243,5862834.482,8648805.414000001,12022465.834,10627076.102,12482484.284,11097873.332,7159102.909,7266461.151,11505917.559
"Sub-Saharan Africa excluding South Africa",20539.678,30530.94,38889.095,33006.457,55064.545,446160.762,584696.6040000001,624173.951,602834.842,1242951.536,1703462.641,2728221.282,1597721.627,3313382.517,2260745.485,3122386.29,3302938.667,3510219.492,4170408.272,5267775.446000001,2766380.463,3203201.426,5642189.999
"South America excluding Brazil",207567.713,191353.096,227933.909,244348.009,258347.948,435325.394,531456.103,522432.136,996572.162,2180760.562,3857226.765,5436341.253,7859033.484,7630706.218,9198514.634,12207410.452,14947425.903,16015930.601,15671939.942,14826169.883,12925306.672,15125481.527,19006018.948
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",4083.773,1490.202,9412.449000000001,10010.245,7216.007,26403.246,51441.834,58398.678,129434.455,254777.863,228212.527,630147.703,696024.921,516138.725,407727.493,650904.894,836399.927,695970.188,565558.824,510948.424,289115.107,204424.547,209347.458
"South America and Central America",395998.317,365209.699,438215.836,458769.038,527158.593,761335.401,1095837.741,1220805.28,1969993.683,3555038.02,6192100.717,8907246.813999999,12586155.4,14063111.377,18381217.689,27776013.435,37731346.213,34288560.143,34923956.921,29972185.588,21689873.163,24928407.764,32553156.489
"Southern Asia excluding India",53565.88,35095.652,43067.185,28428.884,67652.261,121976.444,109362.796,197769.679,326264.141,526379.002,870554.162,1247654.652,1668878.242,2310848.525,1725597.786,3639931.406,5349685.597,3987593.285,4604526.672,3683121.057,2598304.684,2996547.218,3738792.063
"Eastern, Southern and South-Eastern Asia",6180705.469,7221114.579,8636043.653999999,5324722.912,5809796.769,7561499.391,7262814.936,8061888.119,12137833.533,17536493.697,22251242.697,28565007.266,35241629.21,46470278.883,35866161.969,52821672.849,72014713.381,67504463.896,73774527.417,71745934.169,53773847.456,54310893.879,72646340.32700001
"Eastern and South-Eastern Asia excluding China",5993916.849,7038472.909,8404103.423,5137170.543,5584329.828,7233781.75,6822904.04,7288256.498,10913158.568,14766705.112,16775544.887,22819611.108,27728043.248,37458926.248,28067452.723,41406241.43,60070882.076,59601822.493,65565637.767,64430057.605,48968959.276,48499471.493,64423190.754
"ACP (African, Caribbean and Pacific Group of States)",308176.267,332816.885,361917.833,311870.368,352347.473,614596.912,832012.735,906674.525,1073417.992,1973754.946,2618048.929,4380416.409,3873618.984,6545025.8,6264433.843,9351127.023,12866974.561,11168631.538,13053770.118,11762624.795,7673497.825,7736241.948,12155821.633
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",6682.068,4296.43,4958.611,6750.347,17496.758,382374.508,462148.052,558130.507,520217.44,1026250.795,1453345.06,2358018.659,1054684.611,2307228.145,1800477.434,2577957.276,2715981.098,2867313.169,3455119.352,4245354.17,2213609.122,2641478.064,4781660.4
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",719.276,368.083,1892.322,2788.106,10837.211,16336.294,17250.163,23011.326,26254.702,18362.07,36141.907,149964.724,218999.736,437279.919,258666.989,335446.539,401261.978,297877.314,358189.401,428421.438,234863.609,207438.739,316863.374
"ACP (African, Caribbean and Pacific Group of States): Islands states",6565.461,2098.622,9479.777,14038.725,16133.034,26571.808,51810.721,58291.259,168438.639,279003.763,264793.333,672410.3760000001,774142.73,620359.203,425653.99,742188.075,909270.083,608393.966,629301.487,709747.468,559812.259,498770.561,710278.248
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",7336.278,10086.947,8068.414,7504.238,7904.672,58220.771,59847.325,41535.794,177360.31,369992.055,392093.567,1203919.064,1659968.544,2436273.27,2250298.876,3089372.434,4833654.221,3957396.116,3116296.013,3264794.929,1914023.448,1466608.594,1896314.476
