"PRODUCT -   Unclassified products (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"      Developing economies: Eastern Asia",776570.591,799427.839,762583.01,674065.029,583353.861,555317.766,709696.21,811953.059,752987.607,935940.218,1063805.221,1611620.539,1815637.835,3552666.906,2352588.045,5619545.319,23141394.43,46038537.293,70608884.023,46411277.145,38927246.921,36313814.251,28406873.99
"      Developing economies: Southern Asia",10017.303,10261.33,12986.393,1444.622,3301.565,1491.698,6181.911,8939.243,11620.021,13776.407,19106.987,31969.339,27752.644,316591.156,84651.86900000001,36156.568,56900.716,34119.347,52177.055,43646.609,15077.111,123353.356,12536.951
"      Developing economies: South-Eastern Asia",118831.862,81014.19100000001,158306.948,220585.443,177555.093,203075.83,166149.375,265161.332,244465.439,368858.222,5291552.13,8174876.05,850885.742,5743086.6,997029.2780000001,2587422.283,2535535.631,1103089.965,1311948.933,1377629.29,1909265.392,3258945.313,6237726.926
"      Developing economies: Western Asia",32.701,27.812,167.866,164.937,166.651,2848.493,18659.815,17571.994,138245.322,381291.508,137430.133,173607.722,182820.711,275468.849,352575.932,946378.697,1348406.006,328622.115,1547959,1947940.367,1175270.952,664822.71,490709.426
"    Developing economies: Oceania",2,6.572,0.723,42,62.196,74.848,21.46,157.159,63.996,77.697,3.829,13.998,55.018,193.221,666.234,308.63,1207.381,1444.765,6803.697,99005.62300000001,47412.911,334.081,916.377
"    Developed economies: America",167636.366,183697.399,255064.302,296050.263,278338.259,923067.532,733052.584,1024037.135,852046.048,2605486.293,4661271.615,886738.2780000001,846318.097,962309.699,6123857.16,7319885.404,7910971.206,9548583.854,14433961.997,15713763.671,16953134.431,16047577.778,18619239.637
"    Developed economies: Asia",391684.256,398040.131,401335.887,434168.06,647525.192,901863.924,1140837.251,1816765.108,2580491.072,3796030.554,4526071.066,5265513.351,7675660.052,7944783.145,7011910.941,8079021.957,7154089.349,6976889.905,5902373.094,6100581.129,6022074.717,5994511.739,6900664.892
"    Developed economies: Europe",1427936.8,1300536.619,899136.92,723710.677,634738.674,1704612.237,1595897.322,1999305.378,2622650.369,2828316.258,3111029.514,3750804.615,4361225.862,5018155.423,5154640.77,5209210.966,5674958.018,7155866.268,17369073.044,19501696.908,26015074.268,23231222.616,17710181.434
"    Developed economies: Oceania",66289.319,4506.415,8208.654000000001,4711.656,69255.045,519224.427,763530.428,911922.083,1301418.196,1654310.335,2211895.466,2619985.287,3907547.45,2715023.501,2698294.7,3711722.352,4626114.361,9817445.965,7936000.827,11569450.1,11677447.463,7476704.082,1424352.709
"    Developed economies: Asia and Oceania",457973.575,402546.546,409544.541,438879.716,716780.237,1421088.351,1904367.679,2728687.191,3881909.268,5450340.889,6737966.532,7885498.638,11583207.502,10659806.646,9710205.641000001,11790744.309,11780203.71,16794335.87,13838373.921,17670031.229,17699522.18,13471215.821,8325017.601
"    Developing economies: Asia and Oceania",905454.4570000001,890737.744,934044.9399999999,896302.031,764439.366,762808.635,900708.771,1103782.787,1147382.385,1699944.052,6511898.3,9992087.648,2877151.95,9888006.732000001,3787511.358,9189811.497,27083444.164,47505813.485,73527772.708,49879499.034,42074273.287,40361269.711,35148763.67
"Developing economies excluding China",1045968.649,1037790.762,1093828.693,1029747.414,897939.958,783954.669,910266.829,1138006.994,1165816.033,1732816.152,6523600.266,10003226.157,3089940.117,9957541.942,4018846.941,9361773.001,27408379.981,47759619.199,73893639.93099999,50068693.719,42214665.531,40438299.008,35225807.265
"Developing economies excluding LDCs",1036327.799,1027546.303,1082855.765,1028711.61,897678.0110000001,783879.266,910089.3370000001,1135120.037,1165471.666,1727125.779,6520282.986,10000378.041,3086567.441,9953441.630999999,3938057.274,9221537.555,27114650.624,47710362.264,73804214.567,49681216.275,41817009.022,40136101.13,34912556.586
"Developing economies excluding LDCs and China",1036327.799,1027546.303,1082855.765,1028711.61,897678.0110000001,783879.266,910089.3370000001,1135120.037,1165471.666,1727125.779,6520282.986,10000378.041,3086567.441,9953441.630999999,3938057.274,9221537.555,27114650.624,47710362.264,73804214.567,49681216.275,41817009.022,40136101.13,34912556.586
"Developing economies excluding LDCs: Africa",140153.854,146698.681,156037.603,132944.55,133031.204,19609.715,5247.72,15463.91,15262.315,23233.205,3048.542,453.065,2511.462,48945.349,3948.116,16686.315,6791.691,6340.733,293726.854,142724.694,44864.762,3812.722,11308.055
"Developing economies excluding LDCs: America",285.407,305.06,3745.311,486.737,413.508,1513.471,4298.933,18412.556,2955.231,4556.77,6400.873,8492.455,208661.031,19347.969,149182.259,23891.392,29942.71,207979.929,52281.698,46235.193,55708.311,35856.893,31584.652
"Developing economies excluding LDCs: Asia",895886.5379999999,880535.99,923072.128,895238.323,764173.195,762681.232,900521.2240000001,1101086.412,1147190.124,1699262.263,6510829.742,9991421.335999999,2875339.93,9884955.099,3784334.065,9180730.537000001,27077608.788,47495792.707,73457509.302,49489373.112,41715231.545,40096098.731,34868749.025
"Developing economies excluding LDCs: Oceania",2,6.572,0.723,42,60.104,74.848,21.46,157.159,63.996,73.541,3.829,11.185,55.018,193.214,592.834,229.311,307.435,248.895,696.713,2883.276,1204.404,332.784,914.854
"Developing economies excluding LDCs and China: Asia",895886.5379999999,880535.99,923072.128,895238.323,764173.195,762681.232,900521.2240000001,1101086.412,1147190.124,1699262.263,6510829.742,9991421.335999999,2875339.93,9884955.099,3784334.065,9180730.537000001,27077608.788,47495792.707,73457509.302,49489373.112,41715231.545,40096098.731,34868749.025
"LDCs (Least developed countries)",9640.85,10244.459,10972.928,1035.804,261.947,75.40300000000001,177.492,2886.957,344.231,5690.373,3317.28,2848.116,3372.676,4100.311,80789.667,140235.446,293729.357,49256.935,89425.364,387477.444,397654.221,302197.818,313250.042
"    LDCs: Africa and Haiti",74.931,49.277,0.839,14.096,55.88,22.848,11.405,347.741,215.966,5082.125,2252.551,2192.989,1615.674,1241.892,78204.77099999999,131383.797,288201.416,39485.052,19858.671,234.798,39816.883,37359.581,34149.828
"    LDCs: Asia",9565.919,10195.182,10972.089,1021.708,203.975,52.555,166.087,2539.216,128.265,604.092,1064.729,652.314,1757.002,2858.412,2511.059,8772.33,4627.995,8576.013000000001,63459.709,291120.299,311628.831,264836.235,279097.977
"    LDCs: Islands","..","..","..","..",2.092,"..","..","..","..",4.156,0,2.813,"..",0.007,73.837,79.319,899.946,1195.87,6106.984,96122.34699999999,46208.507,2.002,2.237
"    LDCs: Africa",74.931,49.277,0.839,14.096,55.88,22.848,11.405,347.741,215.966,5082.125,2252.551,2192.989,1615.674,1241.892,78204.77099999999,131383.797,288201.416,39485.052,19858.671,234.798,39816.883,37359.581,34149.828
"    LDCs: Islands and Haiti","..","..","..","..",2.092,"..","..","..","..",4.156,0,2.813,"..",0.007,73.837,79.319,899.946,1195.87,6106.984,96122.34699999999,46208.507,2.002,2.237
"LLDCs (Landlocked developing countries)",5435.29,10049.566,11008.595,1963.356,1537.102,538051.356,7827.682,4859.233,1315.384,27534.432,1674.991,19633.139,4110.763,44068.697,45931.261,75237.71400000001,131998.889,159906.675,44307.28,83923.871,211038.892,211631.809,232393.422
"SIDS (Small island developing States) (UNCTAD)","..",32.229,14.131,46.296,56.162,74.571,48.033,10.47,8.315,112.962,10.568,58.725,78.26900000000001,46.116,162.354,451.106,1051.32,1528.035,6839.382,99316.86900000001,47425.93,358.993,954.431
"High-income developing economies",1025582.244,1026139.595,1023257.699,931172.873,880117.819,729511.744,894537.5550000001,1019902.777,1038451.302,1565486.783,6383099.568,9805649.705,2868914.637,9325761.379000001,3421020.621,7152831.125,25055940.284,47237851.813,73436529.132,49438335.568,41619791.888,39902939.049,34810074.894
"Middle-income developing economies",14964.862,1601.617,59602.051,98531.20299999999,17467.827,42770.667,10305.056,117105.27,126242.882,152077.633,136129.305,185089.847,212133.989,606610.396,495659.926,2067004.187,2055268.214,473603.206,421857.864,583921.9030000001,442518.289,416279.311,295388.659
"Low-income developing economies",5421.543,10049.55,10968.943,43.338,354.312,11672.258,5424.218,998.947,1121.849,15251.736,4371.393,12486.605,8891.491,25170.167,102166.394,141937.689,297171.483,48164.18,35252.935,46436.248,152355.354,119080.647,120343.668
"Low-income economies (World Bank)",5421.543,10048.931,10968.943,37.965,351.81,11669.066,5413.036,774.34,1102.701,15227.622,4344.412,12452.671,8828.496999999999,23956.464,25225.142,10502.031,8291.051,47157.431,35013.252,41296.688,151610.407,118625.298,113172.455
"Lower-middle-income economies (World Bank)",16982.544,3766.087,64157.349,101788.123,19296.876,52884.13,65291.821,125183.389,139125.304,156485.178,260141.464,377570.331,228054.544,627095.72,625769.7389999999,2225513.006,2374766.006,509515.475,424590.617,603698.411,453044.587,420718.471,482919.418
"Upper-middle-income economies (World Bank)",244451.958,285331.547,709018.601,530887.6360000001,446224.85,1588754.44,1845411.908,1701573.655,1515609.217,1962092.398,2132656.494,2310527.441,706468.441,5979884.309,1137816.282,936691.17,1127944.38,1049879.414,1033289.653,631692.967,617225.646,1158199.977,649218.173
"High-income economies (World Bank)",2926029.824,2731602.589,2397581.84,2217608.883,2288959.718,4725415.144,5046611.879,6645586.302,8241665.2,12253862.73,20625677.798,21996880.255,19157191.746,20834728.623,23986480.693,31033096.899,49866539.831,80084956.81200001,118606563.498,101924624.715,101889493.877,92385527.92200001,79063463.001
"High-income OECD members (World Bank)",2085877.686,1921829.293,1617101.908,1495273.942,1667911.143,4095530.453,4288158.104,5818973.449,7445674.524,10999560.766,14616133.143,12647493.415,16934045.212,16774492.72,21123280.833,24478273.409,25513920.252,33674398.661,45741469.73,52950126.255,60737078.739,52837627.708,44728483.115
"High-income non OECD members (World Bank)",840152.138,809773.296,780479.932,722334.941,621048.575,629884.691,758453.775,826612.853,795990.676,1254301.964,6009544.655,9349386.84,2223146.534,4060235.903,2863199.86,6554823.49,24352619.579,46410558.151,72865093.76800001,48974498.46,41152415.138,39547900.214,34334979.886
"HIPCs (Heavily indebted poor countries) (IMF)",43.948,97.51600000000001,13.652,14.097,57.316,8260.388999999999,185.587,11915.101,12536.56,14776.638,2045.926,1363.875,1800.592,1800.867,79189.927,134725.796,289847.697,41164.247,311624.202,140634.581,82704.48,38116.001,42811.559
"LIFDC (Low-income food-deficit countries) (FAO)",10215.557,10499.702,13063.162,1433.595,3592.343,29211.928,13949.528,25879.918,26149.123,39985.945,23913.736,45423.264,35325.47,350332.422,191595.9,187740.895,357325.367,84662.06200000001,375877.327,323753.342,253337.473,241192.778,126323.065
"Selected LIFDC (Low-income food-deficit countries)",10201.721,10427.694,13043.536,1415.703,3477.708,12829.667,11338.714,9510.108,11777.946,27122.44,20065.042,33154.068,22582.553,316160.121,84554.107,35468.734,57029.799,35259.815,57258.398,138827.607,97962.357,133983.964,11940.968
"Selected exporters of petroleum",91410.02400000001,103616.066,518354.969,358062.952,223493.143,1527455.172,1762336.074,1570985.304,1444617.602,1855497.66,1892880.251,1995060.424,233273.842,887554.736,835669.311,1012746.923,1485368.399,398062.149,1691432.274,1616418.159,768801.433,1112733.889,263864.725
"Selected exporters of manufactured goods",895329.612,882282.456,870687.946,808990.264,750721.695,770500.3270000001,951153.679,1109518.464,1069398.531,1380234.49,6598775.225,10135797.598,2952959.845,9788258.608999999,3636485.205,8527186.789000001,26053103.326,47391747.11,72245652.647,47762144.936,40741680.588,39535172.964,34778608.055
"Selected exporters of manufactured goods and primary commodities",51620.283,60214.002,81910.34299999999,71000.82700000001,116012.409,112917.34,167287.627,248678.013,401267.29,390034.154,608182.4080000001,775348.797,812343.891,790742.456,1022157.057,2737942.989,2810780.453,1366704.419,1002952.529,789814.0280000001,907845.282,757807.475,638236.64
"Selected exporters of agricultural products",158.025,186.28,127.771,141.777,246.249,11771.927,5031.349,484.138,146.411,13159.419,916.049,786.402,744.003,824.251,1109.135,3829.802,2871.43,5962.341,22041.113,102323.388,49784.49,1205.393,2514.804
"Selected exporters of minerals and mining products",16.964,55.91,13.075,1076.327,38.042,8581.156999999999,5500.057,7757.082,2982.545,15177.856,2029.613,21100.086,8131.097,51728.433,131984.584,207596.23,416364.156,135841.004,1620.483,20758.321,3538.365,24509.696,34313.769
"Net food-importing economies",2723354.546,2519043.157,2556172.734,2203425.286,2122826.58,4370191.852,4885863.314,5636380.956,6784958.452,8887638.749,14700796.76,19321018.662,13506072.249,16842486.091,14725146.645,20800802.913,37999537.936,59764641.818,95729422.764,73459915.811,72354299.073,68865399.073,58323314.308
"  Net food-importing developing economies",892071.227,855266.674,846022.9250000001,760801.444,662407.551,697950.796,822833.335,913049.741,901147.649,1406160.063,6122365.719,9508917.054,2500694.014,4266948.433,3081399.913,8387574.998,26087676.979,46780639.048,73334280.176,49434115.319,41729429.275,40004928.281,34787986.587
"  Net food-importing transition economies",91238,103469.493,518272.215,358044.408,223486.523,1533823.861,1763771.63,1573443.506,1362262.194,1758234.361,1862380.659,1972793.827,204023.86,857939.517,716712.013,478353.545,572749.162,394714.766,549970.4520000001,237720.698,219271.279,889140.762,246266.461
"  Net food-importing developed economies",1740045.319,1560306.99,1191877.594,1084579.434,1236932.506,2138417.195,2299258.349,3149887.709,4521548.609,5723244.325,6716050.382,7839307.781,10801354.375,11717598.141,10927034.719,11934874.37,11339111.795,12589288.004,21845172.136,23788079.794,30405598.519,27971330.03,23289061.26
"Major net food-importing economies",2720794.976,2518305.175,2555058.269,2201190.124,2118274.417,3822433.77,4867317.605,5615572.986,6764792.755,8846665.384,14695236.019,19239998.622,13463031.16,16734900.616,14624287.811,20684479.663,37830049.017,59562244.787,95638820.014,73175360.668,71927157.219,68531098.34199999,57952962.855
"Net food-exporting economies",469460.323,511620.997,624789.999,646854.321,630476.674,2008511.928,2075116.56,2836419.128,3112184.97,5500016.444,8321996.343,5376359.047,6594453.661,10623259.508,11050243.41,13405132.672,15378072.216,21926867.314,24370040.785,29741396.97,30757075.952,25217672.924,21985459.47
"  Net food-exporting developing economies",153897.422,182524.088,247805.768,268945.97,235532.407,86003.87300000001,87433.49400000001,224957.253,264668.384,326656.089,401234.547,494308.953,589246.103,5690512.739,937439.3639999999,974191.668,1320703.002,978980.151,559359.755,634578.4,485236.256,433370.727,437820.678
"  Net food-exporting transition economies",2061.479,2623.335,5118.379,3847.129,2019.603,12157.13,53623.83,9319.879999999999,12459.51,12461.24,126544.517,198316.344,15810.472,10073.142,51135.194,45974.695,30348.075,38389.175,14444.204,9406.556000000001,9707.335999999999,5616.012,182261.38
"  Net food-exporting developed economies",313501.422,326473.574,371865.852,374061.222,392924.664,1910350.925,1934059.236,2602141.995,2835057.076,5160899.115,7794217.279,4683733.75,5989397.086,4922673.627,10061668.852,12384966.309,14027021.139,20909497.988,23796236.826,29097412.014,30262132.36,24778686.185,21365377.412
"Major net food-exporting economies",469336.635,511167.165,624182.344,646241.017,630276.14,1998954.628,2074171.016,2830300.997,3111459.007,5486727.476,8317439.623,5369502.04,6590433.757,10620510.267,10970017.425,13255340.005,15089132.495,21906599.634,24353196.392,29738272.645,30755144.692,25210278.233,21982991.267
"BASIC",140486.35,146956.092,160708.603,134218.052,133787.199,1592.342,5991.625,23259.358,14975.238,21128.21,25789.711,37407.384,76892.00500000001,369987.933,92018.2,44854.687,81245.019,217100.356,83612.507,67855.624,37771.893,140843.265,27810.432
"BRICS",231724.35,250425.585,678957.196,491423.576,355972.109,1009033.132,1767019.398,1592430.904,1376089.599,1778836.437,1888036.464,2010162.314,278378.836,1216156.389,803895.517,519829.923,650801.6310000001,611320.7120000001,633318.177,270584.113,253709.111,1029422.543,272042.075
"Industrialized economies (UNIDO)",3026269.043,2848974.197,2926211.97,2590121.096,2530420.792,5760051.189,6836959.676,8266708.61,9629449.573000001,14069306.378,22590875.952,24053376.679,19430695.32,26470000.401,24664662.202,31293508.264,49904233.826,80561606.359,118571765.426,102154951.822,102135886.614,93295079.111,79357165.553
"EIEs (Emerging Industrial Economies) (UNIDO)",146582.455,170439.1,242504.646,249942.815,220184.141,558328.442,113435.656,91075.61199999999,152274.41,164362.088,310640.873,478805.001,466889.883,668468.98,591584.988,734478.388,1173358.803,636214.402,1114485.922,420619.569,389943.932,372985.226,539570.2
"Emerging markets",1125826,1133281.927,1605727.67,1382061.634,1121757.431,2259886.988,2721088.531,2600462.95,2425806.959,3342359.131,8389197.536,12012487.857,3082475.604,10498255.39,4145028.315,9262508.234999999,27155197.961,47698775.702,74060798.787,49670271.188,41883416.449,40938758.931,35251472.829
"  Emerging markets: Africa",139993.95,146486.189,155884.866,132903.912,132829.805,14.174,179.313,3370.417,2706.311,4683.239,2999.953,397.555,2134.434,48356.13,3408.868,16143.571,5407.561,4820.208,5851.833,3905.62,2421.089,2900.509,3202.455
"  Emerging markets: America",283.328,303.253,3716.476,458.334,406.087,388.141,1159.43,15458.866,1133.707,3304.688,4648.399,5811.802,164810.788,10317.476,10808.83,16156.261,29121.879,203956.157,41661.214,34186.544,55467.677,34859.895,29195.881
"  Emerging markets: Asia",888426.262,878958.3540000001,920316.357,884426.7,758341.356,729143.211,894771.768,1003334.882,1042945.728,1567837.215,6391370.049,9828017.287000001,2681562.79,9575823.306,3355256.387,8714060.082,26507909.74,47045902.173,73443865.074,49409250.038,41593507.636,39996603.651,34781944.67
"  Emerging markets: Europe and Kazakhstan",97122.46000000001,107534.131,525809.971,364272.688,230180.183,1530341.462,1824978.02,1578298.785,1379021.213,1766533.989,1990179.135,2178261.213,233967.592,863758.478,775554.23,516148.321,612758.781,444097.164,569420.666,222928.986,232020.047,904394.8760000001,437129.823
"Africa excluding South Africa",235.191,263.239,155.746,57.719,259.726,19622.184,5093.916,12459.5,12782.684,23644.785,2319.325,2266.294,3347.827,3153.283,81933.26,147446.423,294665.646,44506.085,311393.965,141067.033,83418.75900000001,39721.163,42827.641
"Northern Africa excluding Sudan",2.872,1.205,26.399,2.986,2.444,3.572,14.227,25.345,10.025,15.255,11.22,23.512,33.287,1284.765,924.3440000000001,1648.163,609.205,1002.321,1033.946,1187.313,285.174,771.014,524.025
"Sub-Saharan Africa",140225.913,146746.753,156012.043,132955.66,133084.64,19628.991,5244.898,15786.306,15468.392,28300.075,5289.873,2622.542,4093.849,48902.476,81228.98,146421.949,294383.902,44823.464,312551.579,141772.179,84398.75900000001,40401.39,44934.918
"Sub-Saharan Africa excluding South Africa",232.319,262.034,129.347,54.733,257.282,19618.612,5079.689,12434.155,12772.659,23629.53,2308.105,2242.782,3314.54,1868.518,81008.916,145798.26,294056.441,43503.764,310360.019,139879.72,83133.58500000001,38950.149,42303.616
"South America excluding Brazil",63.217,36.854,19.474,39.1,16.024,1022.735,3254.353,3214.336,1823.824,732.805,2324.571,2683.67,4560.198,9162.468999999999,11667.44,7811.438,1107.917,1328.606,1944.521,12014.694,171.703,706.119,1057.882
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",2.079,1.807,18.785,26.781,7.421,89.758,252.401,80.31399999999999,6.684,537.579,7.774,33.865,39782.749,26.969,126817.235,309.444,104.731,3522.599,9680.59,240.716,205.82,453.14,2273.652
"South America and Central America",283.328,303.253,3717.27,463.524,408.506,1407.907,4201.353,18402.647,2953.853,4510.651,6359.464,8452.909,208632.46,19249.182,149145.259,23603.113,29902.7,207948.784,52233.511,46221.704,55653.992,35724.989,31212.451
"Southern Asia excluding India",9700.657999999999,10023.651,11771.937,493.291,2661.587,215.192,1097.333,2501.17,232.113,414.143,131.157,158.212,6840.281,1141.875,1840.677,4964.658,2759.092,5411.859,8040.693,6445.497,3734.288,3278.19,5992.962
"Eastern, Southern and South-Eastern Asia",905419.7560000001,890703.36,933876.351,896095.094,764210.519,759885.294,882027.496,1086053.634,1009073.067,1318574.847,6374464.338000001,9818465.927999999,2694276.221,9612344.662000001,3434269.192,8243124.17,25733830.777,47175746.605,71973010.01100001,47832553.044,40851589.424,39696112.92,34657137.867
"Eastern and South-Eastern Asia excluding China",895402.453,880442.03,920889.958,894650.472,760908.954,758393.596,875845.585,1077114.391,997453.046,1304798.44,6355357.351,9786496.589,2666523.577,9295753.505999999,3349617.323,8206967.602,25676930.061,47141627.258,71920832.956,47788906.435,40836512.313,39572759.564,34644600.916
"ACP (African, Caribbean and Pacific Group of States)",140227.992,146753.368,156040.807,133020.873,133151.838,20526.682,8249.567999999999,18821.641,17347.438,29143.008,7000.125,5279.901,8239.314,58008.681,93005.188,154401.168,296334.593,49545.824,329894.227,252518.959,131860.695,41291.733,46205.134
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",74.931,49.277,0.839,14.096,57.972,31.913,11.405,347.741,215.966,5086.281,2253.646,2195.802,1615.674,1243.115,78282.019,131463.116,289102.19,40680.922,25987.632,96357.40700000001,86025.458,37361.918,34152.773
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",41.29,50.798,22.805,31.445,37.413,11363.274,4859.977,486.973,78.027,13225.636,797.803,1150.04,1513.051,208.532,96.53700000000001,312.406,1109.938,23997.996,14488.853,562.088,1207.49,510.785,552.927
"ACP (African, Caribbean and Pacific Group of States): Islands states",2.079,41.827,31.399,68.453,118.811,170.417,162.33,266.823,153.864,152.782,42.998,113.201,118.973,79.458,178.084,505.209,1192.252,1624.531,6871.717,99358.22,58777.524,3915.493,1342.355
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",6.58,0.006,17.997,21.591,5.002,93.196,152.495,4.08,0.21,2.244,563.0460000000001,22.797,424.513,5.426,17.79,14.686,26.903,130.575,859.481,15.536,20.999,70.07899999999999,975.0410000000001
"AMU (Arab Maghreb Union)",2.516,0.619,24.229,0.001,"..",0.126,0.169,209.879,16.155,22.707,0.083,8.069000000000001,24.357,9.1,76567.644,131268.212,288228.835,284.675,164.276,440.597,163.683,287.75,186.392
"APEC (Asia-Pacific Economic Cooperation)",1605349.878,1569142.353,2102858.482,1983363.994,1975925.587,4061249.974,5164413.077,6227928.431,6954854.292,10889315.377,19384372.018,20116549.455,14993053.404,21663471.997,19822816.666,27701854.921,45792731.113,73732913.705,100676849.311,81015727.59,75305810.52500001,69634677.67900001,61482921.812
"APTA (Asia-Pacific Trade Agreement)",36864.742,35335.846,54670.488,39114.752,38791.131,48136.443,59772.879,75520.167,100535.994,142618.448,125675.549,175009.909,170911.943,482326.441,257645.417,258265.644,329361.947,341058.296,169868.283,171798.296,288178.909,420908.918,316438.251
"ASEAN (Association of Southeast Asian Nations)",118831.862,81014.19100000001,158306.948,220585.443,177555.093,203075.83,166149.375,265161.332,244465.439,368858.222,5291552.13,8174876.05,850885.742,5743086.6,997029.2780000001,2587422.283,2535535.631,1103089.965,1311948.933,1377629.29,1909265.392,3258944.649,6237726.635
"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",542635.296,513999.539,613036.535,691390.996,863171.644,1104544.154,1252857.137,1977749.948,2779713.189,4069745.047,9696969.004000001,13181599.031,8267869.853,13777101.342,8133178.858,10824508.837,9837197.535,8255838.292,7314764.483,7542830.977,8000266.907,9340502.209000001,13211062.685
"CACM (Central American Common Market)","..","..","..","..",1.436,"..",155.402,73.18600000000001,6.474,486.846,4.918,31.188,39742.728,23.467,126802.96,46.973,36.123,743.8970000000001,57.167,227.816,177.339,344.098,1930.615
"CAN (Andean Community)",52.728,22.117,12.514,9.331,"..",4.345,0.26,0.655,0.867,2.896,11.143,14.691,440.392,18.682,19.661,36.78,177.113,758.889,869.525,43.767,67.03700000000001,71.818,881.6130000000001
