"PRODUCT -   Low technology manufactures: textile, garment and footwear (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",30333940.721,31814014.407,34117173.389,30787540.462,31983472.929,37702818.938,37387087.058,39993824.544,44916389.886,49865905.628,55251563.266,60602400.095,65680707.759,66639319.829,57300000.04,68144163.512,76957933.447,76962416.75300001,82744572.189,85946605.48899999,85014506.38600001,76282580.141,82259060.41
"      Developing economies: Eastern Asia",27844981.396,29358481.689,31371700.496,28190233.212,29101820.965,33775096.918,33295874.963,34662584.006,37200180.716,40277545.174,43453777.808,46316442.669,46699281.619,44563259.867,36805471.091,41652675.83,43629180.596,41440746.129,42206389.911,40559158.564,37110366.178,29421650.227,31722813.299
"      Developing economies: Southern Asia",310743.244,315045.005,302995.046,374278.975,338197.586,593337.157,632607.573,834702.469,1243583.114,1732691.964,2510759.826,2642384.747,3088516.84,4377064.616,4146610.209,6279224.158,7861408.642,7809363.86,9061383.969000001,9864863.033,10508154.35,11148593.016,12198334.81
"      Developing economies: South-Eastern Asia",1048223.977,997343.591,1114006.463,903469.152,1297816.144,1713032.36,1761627.76,2349852.192,3386441.949,3729933.489,4289724.58,5294797.065,7160608.489,7362412.274,6447850.354,8902804.099,11506055.529,13060750.764,14730903.836,16230790.634,17658104.215,18818090.676,20324537.058
"      Developing economies: Western Asia",1129992.104,1143144.122,1328471.384,1319559.123,1245638.234,1621352.503,1696976.762,2146685.877,3086184.107,4125735.001,4997301.052,6348775.614,8732300.811000001,10336583.072,9900068.386,11309459.425,13961288.68,14651556,16745894.473,19291793.258,19737881.643,16894246.222,18013375.243
"    Developing economies: Oceania",29204.834,27644.603,33370.72,25412.483,28693.515,34489.011,30821.05,37135.395,45716.623,65133.993,68158.106,77214.696,82942.624,101143.36,128854.211,132935.868,139466.062,142646.852,166800.454,160594.139,145357.92,124538.778,145936.176
"    Developed economies: America",16340664.441,17243174.027,20310873.713,20756772.912,22032653.423,23541164.992,24674127.066,28949356.188,33252592.412,38943226.336,50309022.942,57213686.056,63737799.446,65234662.188,60570885.486,72955324.432,77245363.652,77863436.347,79470689.199,80170413.167,81786047.68099999,73660941.72499999,73042708.29000001
"    Developed economies: Asia",14840084.819,16336169.421,15172020.866,13392391.746,15980932.181,20105584.561,20520729.944,19485281.007,21903563.506,24698895.389,26245209.602,28406568.086,29319250.71,32010391.592,32108127.855,33756563.3,39854119.327,40387633.017,38602521.566,34943562.958,31014175.92,29125926.124,28969270.713
"    Developed economies: Europe",10550594.066,11784033.444,12748201.727,13048746.022,14040046.178,17274013.264,18103500.016,20793461.699,26552832.179,33136507.435,46668502.091,53254970.632,65896964.334,80541641.399,74697693.897,83855892.30500001,93243280.439,82463893.384,84689717.43700001,91173454.462,82802666.936,78978199.763,80956461.67
"    Developed economies: Oceania",1405700.037,1546765.386,1663112.192,1642458.721,1929454.537,2263479.435,2226779.992,2602669.923,3191461.435,4031575.137,4628636.747,5066247.526,5890986.561,6579732.082,6125297.851,7506027.484,8227746.18,8531984.086999999,8608433.194,8769192.987,8610153.138,8281429.041,8797250.425000001
"    Developed economies: Asia and Oceania",16245784.856,17882934.807,16835133.058,15034850.467,17910386.718,22369063.996,22747509.936,22087950.93,25095024.941,28730470.526,30873846.349,33472815.612,35210237.271,38590123.674,38233425.706,41262590.784,48081865.507,48919617.104,47210954.76,43712755.945,39624329.058,37407355.165,37766521.138
"    Developing economies: Asia and Oceania",30363145.555,31841659.01,34150544.109,30812952.945,32012166.444,37737307.949,37417908.108,40030959.939,44962106.509,49931039.621,55319721.372,60679614.791,65763650.383,66740463.189,57428854.251,68277099.38,77097399.509,77105063.605,82911372.64300001,86107199.62800001,85159864.30599999,76407118.919,82404996.586
"Developing economies excluding China",31700581.623,33424023.538,36135693.034,32967819.066,34094533.457,38976682.477,38782755.471,41107714.627,46642662.987,52872918.8,60123455.639,66883614.782,74717448.421,78166101.968,68213446.26800001,83162546.053,97135211.43000001,100690618.213,108014933.656,114426818.63,112640988.046,104193914.921,109648422.644
"Developing economies excluding LDCs",31262198.678,33006664.964,35733848.435,32468353.288,33571934.292,39409195.977,39362291.931,41970326.635,47596468.3,53858171.907,60987584.926,68139064.411,75182245.081,77356795.31999999,67330343.91599999,81968271.633,95168722.338,97284437.567,104221473.511,108930235.63,105790376.343,92747905.205,100478652.776
"Developing economies excluding LDCs and China",31262198.678,33006664.964,35733848.435,32468353.288,33571934.292,38169802.048,37977999.51,40081096.079,45147076.966,51056303.22,57761215.273,64156908.115,71124561.63,73497530.994,63861151.242,77907177.544,91055474.471,93159779.64200001,99799332.979,104879112.698,102024243.345,92747905.205,97256479.56299999
"Developing economies excluding LDCs: Africa",542566.437,557274.322,661591.415,729976.33,757720.523,723095.38,750875.737,821902.395,1310182.644,1870357.777,2465291.814,3141820.927,3586127.935,4171977.597,4360703.098,5493422.725,6667480.989,8113035.39,8600637.970000001,9862652.450999999,9067478.710000001,8074800.773,9085114.392000001
"Developing economies excluding LDCs: America",619567.855,851864.3590000001,1153731.281,1230870.723,1132871.291,1504728.158,1683970.097,1783591.388,2228744.105,3126217.169,4408678.793,5704035.469,7530131.851,9121373.139,8012118.513,11361789.019,15320427.284,16805799.805,17791151.398,18496983.899,17881713.466,15587512.599,17228646.117
"Developing economies excluding LDCs: Asia",30071412.806,31570547.321,33885655.946,30482745.489,31653410.472,37147417.47,36897195.875,39328142.877,44012395.263,48797871.336,54047040.732,59218076.837,63985578.868,63965222.357,54831378.093,64983152.044,73045762.171,72227929.338,77666317.667,80413313.774,78706040.35600001,68971815.71600001,74031250.64200001
"Developing economies excluding LDCs: Oceania",28651.58,26978.962,32869.793,24760.746,27932.006,33954.969,30250.222,36689.975,45146.288,63725.625,66573.587,75131.178,80406.427,98222.227,126144.212,129907.845,135051.894,137673.034,163366.476,157285.506,135143.811,113776.117,133641.625
"Developing economies excluding LDCs and China: Asia",30071412.806,31570547.321,33885655.946,30482745.489,31653410.472,35908023.541,35512903.454,37438912.321,41563003.929,45996002.649,50820671.079,55235920.541,59927895.417,60105958.031,51362185.419,60922057.955,68932514.30400001,68103271.413,73244177.13500001,76362190.84199999,74939907.358,68971815.71600001,70809077.42900001
"LDCs (Least developed countries)",438016.12,417108.174,401748.193,499340.969,522495.526,806669.0990000001,804195.271,1026082.325,1495426.413,1816001.108,2360773.138,2724509.88,3590183.912,4648721.469,4348026.636,5249106.939,6063379.001,7504443.541,8204933.654,9513147.163000001,10606284.524,11434611.354,12373311.488
"    LDCs: Africa and Haiti",174894.074,172975.447,169709.544,193894.259,191658.893,250666.172,313700.883,359932.846,590790.879,746523.266,1154628.037,1338053.547,1892158.62,1971558.091,1876400.078,2084529.335,2145470.326,2763809.948,3119207.319,3970735.087,4283873.65,4107856.75,4126013.996
"    LDCs: Asia",262527.915,243467.086,231517.443,304794.973,330062.457,555401.468,489891.183,665681.667,903925.772,1067891.131,1204303.694,1384205.221,1694113.523,2673398.214,2466657.332,3160102.748,3911373.599,4729801.497,5075452.364,5529583.621,6301550.769,7298829.134,8219083.696000001
"    LDCs: Islands",594.131,665.641,521.206,651.737,774.176,601.459,603.205,467.812,709.7619999999999,1586.711,1841.407,2251.112,3911.769,3765.164,4969.226,4474.856,6535.076,10832.096,10273.971,12828.455,20860.105,27925.47,28213.796
"    LDCs: Africa",173907.074,170926.447,167938.544,191463.259,189381.893,246279.172,311416.883,353582.846,581476.879,742588.266,1147384.396,1330271.413,1885247.398,1961119.71,1866986.725,2068811.615,2128808.299,2747691.171,3100695.372,3950752.384,4264619.201,4088151.865,4105784.761
"    LDCs: Islands and Haiti",1581.131,2714.641,2292.206,3082.737,3051.176,4988.459,2887.205,6817.812,10023.762,5521.711,9085.048000000001,10033.246,10822.991,14203.545,14382.579,20192.576,23197.103,26950.873,28785.918,32811.158,40114.554,47630.355,48443.031
"LLDCs (Landlocked developing countries)",141536.348,110395.9,132470.497,173744.339,337809.979,419107.69,298323.912,452346.872,824601.8000000001,1085844.934,1654670.423,1836056.418,2632306.673,3990375.271,3239314.159,4652250.674,4742535.883,4919852.468,5295295.802,6043209.343,4437489.741,4888578.521,5626009.226
"SIDS (Small island developing States) (UNCTAD)",64932.669,85166.743,96569.516,117333.915,123263.902,144668.646,141598.293,158544.524,168482.293,201328.06,192259.895,215478.746,244103.838,264788.089,226465.757,264353.495,309412.296,362301.014,365789.692,382863.256,362042.594,342224.353,356499.432
"High-income developing economies",30722184.878,32425661.058,35024565.619,31677922.689,32599774.429,38088441.657,37869590.958,40025858.902,44881237.593,50171522.715,55596430.835,62069430.388,67467235.097,67677884.081,57604791.65,68135313.233,77633725.64200001,77904063.29799999,82125763.44499999,83122328.646,80019989.30500001,66811749.892,71230586.36300001
"Middle-income developing economies",758470.934,792702.893,895234.661,1071240.007,1229271.104,1713531.905,1839694.429,2413452.056,3379868.659,4475795.825,6313037.896,7114059.542,8919997.882999999,11765869.927,11616430.268,16408620.809,20302955.478,22729465.655,25800337.956,29593395.698,30307652.875,30835427.771,34779845.94
"Low-income developing economies",216593.998,205515.576,215688.856,218631.174,265108.933,413863.769,457724.982,557378.686,830761.437,1026997.033,1440096.666,1681883.731,2387842.275,2581508.573,2461381.534,2679687.311,3311738.579,4181732.022,4510918.564,5762125.261,6079217.915,6546573.682,6859973.129
"Low-income economies (World Bank)",188044.974,173128.4,174474.692,162632.364,188234.593,306175.819,328886.078,360753.036,569503.005,697341.412,866820.032,1020926.826,1586841.061,1843175.555,1752182.207,1850102.931,2052200.445,2537730.83,2895149.918,3804470.269,3953920.792,4088370.475,4150346.489
"Lower-middle-income economies (World Bank)",762891.476,778691.5010000001,889092.2070000001,1069697.323,1234005.109,1725677.62,1887543.865,2531840.938,3597182.954,4637060.663,7026260.934,7879414.667,9754634.467,13357784.489,12596056.009,17427249.337,21515163.878,24962054.155,27276674.398,30829392.068,30723492.404,31975496.619,35796973.738
"Upper-middle-income economies (World Bank)",1995988.427,2285232.73,2868046.366,2904702.302,2883580.836,4961222.721,5406449.084,6725796.23,9566338.872,13197356.459,17438518.461,20462954.054,26910587.662,28731632.573,24051391.154,34119749.35,40400408.648,42021765.163,47692499.574,48113188.407,42056979.376,35776024.832,41917563.933
"High-income economies (World Bank)",72488058.48,77884428.545,83125873.318,78782365.45999999,84852610.993,97904349.77500001,99700466.22499999,107283041.72,123887193.852,143056090.032,173341093.61,192985484.221,217098552.02,235179318.506,216026663.093,246002265.555,271230434.745,261250417.32,266146482.309,270665787.855,256876925.148,235616904.099,237819406.523
"High-income OECD members (World Bank)",44752770.387,48736690.91,51816873.803,49985867.54,55518635.002,65425316.976,68092693.25300001,75104553.84199999,88646692.833,105138884.586,132640027.991,150074602.959,171996051.499,191405172.353,179169274.273,206149799.916,228659229.159,218985007.266,222249618.443,226190209.307,214872661.226,200281750.093,202477944.66
"High-income non OECD members (World Bank)",27735288.093,29147737.635,31308999.515,28796497.92,29333975.991,32479032.799,31607772.972,32178487.878,35240501.019,37917205.446,40701065.619,42910881.262,45102500.521,43774146.153,36857388.82,39852465.639,42571205.586,42265410.054,43896863.866,44475578.548,42004263.922,35335154.006,35341461.863
"HIPCs (Heavily indebted poor countries) (IMF)",188659.027,175709.407,183256.164,248645.213,256266.839,310045.074,377355.059,422478.249,689879.3320000001,908289.49,1107699.786,1393569.32,1971774.856,2212823.936,1956872.095,2274799.362,2567643.985,3332414.365,3394973.993,4166968.714,4496248.324,4821095.582,4783309.929
"LIFDC (Low-income food-deficit countries) (FAO)",586041.73,522763.234,546480.409,628822.682,645210.017,979969.219,1115990.204,1376443.094,2163806.362,2802657.989,4072749.5,4455502.65,5761941.843,7817776.821000001,7520787.935,9725358.669,11759931.981,12988808.652,14562267.592,17440757.953,17407192.24,18382354.216,20124548.674
"Selected LIFDC (Low-income food-deficit countries)",380293.404,358744.169,371997.903,440736.919,427446.126,719421.713,775588.775,1008773.016,1606952.834,2206883.736,3138791.577,3413520.45,4208788.798,5388407.524,5092499.074,6958809.592,8223380.582,8552705.991,9841608.412000001,10929579.505,11849241.084,12439975.968,13420340.443
"Selected exporters of petroleum",1090997.412,1315431.071,1712175.188,1881394.958,1848196.073,2284988.564,2523141.157,3033162.779,4800861.017,6421820.108,9178667.719000001,9862691.993000001,14547037.259,15339803.072,12574115.882,18064045.611,20942530.329,22943461.894,27594772.477,29400121.627,22307415.275,21214096.119,24001574.925
"Selected exporters of manufactured goods",28972574.475,30371486.536,32420899.934,29061443.968,30133001.449,35257863.964,34873017.204,37060523.38,41295401.512,45275024.575,50466752.246,54647379.254,57615410.856,57352352.013,48283504.478,58363393.395,63952632.95,63276237.188,67287645.574,66867488.272,65686167.439,58973266.161,62662767.292
"Selected exporters of manufactured goods and primary commodities",2783019.812,3147265.802,3404064.443,2637983.643,3030774.759,5477188.215,6021334.406,7761182.264,9888395.205,11948099.727,14694863.672,18475992.842,21745021.722,24703894.659,21527570.049,29567862.01,35470517.731,36791203.919,40233302.417,42079795.364,41605206.632,37644488.802,43597367.531
"Selected exporters of agricultural products",236878.143,215463.633,343677.593,373655.875,354874.09,424101.114,456453.398,376131.995,553559.26,823216.491,1110088.965,1260545.807,1881225.236,2416661.981,2078644.791,2465215.321,2960072.282,2960096.922,3441176.601,4017100.629,4171073.54,3981693.67,4448359.471
"Selected exporters of minerals and mining products",264372.033,338500.248,407115.229,488860.286,433871.304,576896.692,654334.346,730259.598,1015849.513,1283622.528,1545605.574,1984996.298,2591628.278,3757058.384,3137657.263,4253982.05,5804127.791,6137591.145,6402801.311,6727106.654,5976963.887,6059624.398,6549289.187
"Net food-importing economies",52276687.708,56172547.88,57915943.099,53130007.549,57121091.244,70008682.383,70568497.09199999,73698520.391,85817888.242,98537669.93799999,115372054.887,126346859.229,143353753.003,154721197.712,140047467.098,159849831.303,179799329.514,176783498.514,183610604.559,187617252.237,170030306.776,154495089.859,161713765.764
"  Net food-importing developing economies",30148708.813,31729495.127,34117000.147,31019184.011,32057290.282,37593843.246,37348784.645,39617090.43,44468364.298,49010380.836,54093351.174,59329770.674,64156041.44,64657565.646,55674754.473,64051377.503,71591056.808,74075029.632,78442727.985,82610561.23800001,80504250.683,69570538.65000001,75060251.464
"  Net food-importing transition economies",576020.706,761709.8860000001,997185.972,1066500.859,1039206.377,1450550.305,1563557.098,1973357.187,3443938.29,4886771.606,6890827.394,6890049.701,10981048.837,11251075.372,8325025.371,12667734.125,14087244.484,14706550.099,18226143.381,18722082.33,12145426.669,12342321.481,14078139.657
"  Net food-importing developed economies",21551958.189,23681342.867,22801756.98,21044322.679,24024594.585,30964288.832,31656155.349,32108072.774,37905585.654,44640517.496,54387876.319,60127038.854,68216662.726,78812556.69400001,76047687.25399999,83130719.675,94121028.222,88001918.78300001,86941733.193,86284608.669,77380629.424,72582229.728,72575374.64300001
"Major net food-importing economies",51634659.896,55529054.477,57171495.172,52220256.889,56023952.848,68646906.57799999,69237467.029,71864844.48,83145716.91599999,95023197.15099999,110615477.956,120794441.37,135588549.235,144370846.131,131041007.106,148772282.424,167181509.871,164023691.809,170501620.849,172215508.772,156950419.851,140649406.414,146563973.487
"Net food-exporting economies",23149868.995,24939649.904,29126389.741,29765546.259,32005516.591,34858800.05,36714461.758,43150486.656,51737403.349,62902217.163,83192951.80599999,95820297.999,111724701.595,124374894.18,114363941.85,139520423.741,155399063.676,153988607.874,160400443.16,165796292.995,163581483.653,152961979.918,157970901.607
"  Net food-exporting developing economies",1544716.354,1691959.166,2013852.69,1943710.202,2020920.07,2612128.866,2802057.885,3364715.671,4602505.385,6643377.362,9238001.666999999,11512657.933,14605710.111,17351837.362,15992896.861,23143057.94,29657402.489,30740246.506,33994346.203,35867380.324,35902870.361,34623376.271,37810344.393
"  Net food-exporting transition economies",20067.467,18915.934,20085.533,25835.807,26107.579,26729.777,43444.241,63184.187,140242.913,89226.56200000001,491455.076,493206.62,490653.159,1469186.251,916727.154,1434277.955,1292179.811,2003333.316,1976468.754,1156897.766,846199.041,874336.722,970240.759
"  Net food-exporting developed economies",21585085.174,23228774.804,27092451.518,27796000.25,29958488.942,32219941.407,33868959.632,39722586.798,46994655.051,56169613.239,73463495.06299999,83814433.446,96628338.325,105553870.567,97454317.83499999,114943087.846,124449481.376,121245028.052,124429628.203,128772014.905,126832414.251,117464266.925,119190316.455
"Major net food-exporting economies",23001371.177,24806819.137,28920203.853,29486993.341,31732374.187,34521849.16,36360120.701,42726569.929,51158550.397,62149506.771,81838426.68000001,94012648.654,109346851.274,121903070.398,112244815.478,136588046.582,151607175.586,149853807.494,156088720.836,161539485.449,158971937.104,148271355.509,153004664.047
"BASIC",406420.245,595956.388,657871.3000000001,555639.3270000001,439189.748,1695045.45,1942975.302,2607956.568,3571478.78,4709400.308,6103125.286,7446930.537,7928726.966,8583552.989,8222139.03,10838800.477,12584074.646,12765844.031,13926358.286,13958684.648,13114981.09,7739405.22,11958761.565
"BRICS",921364.295,1336332.54,1621229.012,1537459.446,1255485.226,2899124.44,3386719.012,4333293.949,6459144.744,8844001.501,11845802.356,13015145.071,16950293.121,16509476.304,13923388.851,19706649.213,23014408.935,23753462.157,27894257.318,27916406.719,22373218.679,16756294.474,22106561.423
"Industrialized economies (UNIDO)",72461573.36300001,77863907.567,83115690.5,78636802.001,84619557.249,97872792.13600001,99803273.962,107488889.224,124574141.597,144479570.121,175529588.627,194308697.717,220515937.36,235780681.683,215168747.651,247225408.946,272546375.682,263270053.703,270542447.424,274236916.077,257516322.01,236336530.918,238610557.575
"EIEs (Emerging Industrial Economies) (UNIDO)",1848029.696,2168714.448,2637769.017,2775498.708,2891405.857,4786445.036,5137832.122,6440071.764,8909721.096999999,11848181.011,15814332.383,19302129.475,23156623.815,28637134.022,25307603.394,33499771.722,39437239.315,41108127.533,43878486.508,45259441.217,41029751.747,35140436.24,41160388.719
"Emerging markets",31309671.042,33350199.043,36113019.309,32819287.825,33691145.535,39566083.414,39556249.872,42515768.96,49394946.459,56415017.732,65200134.365,72015156.674,82488853.204,85652184.417,72238940.993,88807485.551,101366767.47,102759937.984,111134352.581,114683380.713,103851813.22,90483255.964,98888017.035
"  Emerging markets: Africa",361351.294,366821.81,422507.588,425441.271,461552.877,453420.816,486397.638,480987.732,818163.797,1139694.688,1642741.229,2127479.925,2251294.595,2559492.224,2623113.415,3417536.746,4198534.417,4867873.693,5312428.362,6172258.237,5612038.515,4704751.154,5660947.972
"  Emerging markets: America",453100.565,716098.3149999999,888711.486,919657.6,804085.306,1050581.468,1237084.671,1281711.45,1652926.438,2360793.769,2966491.187,4039277.594,5328494.232,6968506.613,6249560.296,8692627.159,11853099.048,13148991.241,14086778.737,15068289.475,14160713.324,12117271.102,13417068.837
"  Emerging markets: Asia",29656978.79,31097015.6,33358224.977,29907928.797,30912308.75,36129073.42,35691790.489,37911222.325,42287258.814,46488532.869,51338399.553,56179276.069,60394924.622,59924751.64,50892396.496,59216355.193,65992792.666,64891908.652,68646899.833,69896171.941,67511740.574,56883137.514,60547416.072
"  Emerging markets: Europe and Kazakhstan",838240.393,1170263.318,1443575.258,1566260.157,1513198.602,1933007.71,2140977.074,2841847.453,4636597.41,6425996.406,9252502.396,9669123.085999999,14514139.755,16199433.94,12473870.786,17480966.453,19322341.339,19851164.398,23088245.649,23546661.06,16567320.807,16778096.194,19262584.154
"Africa excluding South Africa",411275.012,423342.934,503635.278,628393.443,669008.253,723574.505,795069.309,871656.948,1367304.143,1697247.814,2410678.373,2892982.065,4057673.496,4751958.388,4752159.917,5558304.596,6491319.056,8565481.649,9322290.810000001,11572972.46,11117373.959,10213292.906,11166399.623
"Northern Africa excluding Sudan",112161.745,120011.286,167463.931,215316.048,240736.574,237724.81,190640.284,218252.103,315606.336,434267.32,587716.076,834395.037,1248206.931,1612969.669,1837858.098,2137108.832,2574850.926,3508574.976,3736864.079,3920477.933,3893022.918,3059802.313,3129293.701
"Sub-Saharan Africa",604719.468,608439.883,662182.713,706248.35,706482.148,731928.4889999999,872245.4030000001,957791.753,1576283.371,2179328.377,3026465.41,3639943.647,4226231.485,4540121.916,4394394.727,5431925.191,6239119.551,7379718.975,7979174.121,9933297.399,9453265.904999999,9119776.205,10087430.218
"Sub-Saharan Africa excluding South Africa",299113.267,303331.648,336171.347,413077.395,428271.679,485849.695,604429.025,653404.845,1051697.807,1262980.494,1822962.297,2058587.028,2809466.565,3138988.719,2914301.819,3421195.764,3916468.13,5056906.673,5585426.731,7652494.527,7224351.041,7153490.593,8037105.922
"South America excluding Brazil",362074.819,424395.351,555803.2560000001,658923.4,614410.795,836215.225,961161.899,867903.8540000001,1161944.319,1637412.739,1917785.479,2677961.138,3525171.517,4594898.279,3964458.533,5490263.01,7736514.483,8105685.63,8473742.779999999,8669253.267000001,7846708.263,7040375.74,7897875.313
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",145254.379,115615.008,240266.702,284698.079,287769.461,371986.418,353987.919,426115.537,490757.26,648103.0770000001,1317360.584,1502629.239,2021903.809,1892030.285,1539986.514,2331093.024,3053488.322,3220403.084,3333898.409,3029487.076,3332361.989,3117117.415,3371548.98
"South America and Central America",550245.683,795246.178,1035137.237,1105152.762,994270.937,1332963.862,1523978.034,1624728.908,2023334.743,2889928.228,4139714.654,5342931.165,7135211.857,8624164.455,7633118.192,10873609.358,14717847.204,16180337.129,17108429.657,17827105.34,17126999.842,14891681.236,16538784.192
"Southern Asia excluding India",277837.635,276817.638,252092.706,299606.648,274354.457,476588.394,467179.598,540101.547,772878.863,950684.516,1199351.671,1381676.712,1714946.503,2674689.597,2447475.645,3762958.089,4711945.949,4851902.214,5411146.428,5955687.209,6546077.066,7349524.419,8007717.87
"Eastern, Southern and South-Eastern Asia",29203948.617,30670870.285,32788702.005,29467981.339,30737834.695,36081466.435,35690110.296,37847138.667,41830205.779,45740170.627,50254262.214,54253624.481,56948406.948,56302736.757,47399931.654,56834704.087,62996644.767,62310860.753,65998677.716,66654812.231,65276624.743,59388333.919,64245685.167
"Eastern and South-Eastern Asia excluding China",28893205.373,30355825.28,32485706.959,29093702.364,30399637.109,34248735.349,33673210.302,35123205.642,38137231.331,41205609.976,44517132.735,47629083.438,49802206.657,48066407.815,39784128.771,46494385.84,51021988.258,50376838.968,52515153.215,52738826.266,51002337.395,48239740.903,48825177.144
"ACP (African, Caribbean and Pacific Group of States)",696007.3370000001,687219.584,799248.546,842954.036,850188.401,910862.5770000001,1038487.147,1133924.655,1798360.283,2439182.927,3320262.742,4021316.486,4659046.96,5077274.999,4858784.141,6022525.996,6948524.485,8141878.638,8810960.054,10769747.502,10372348.896,9986808.103,10971509.749
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",175630.605,173782.269,170624.791,195060.359,195344.681,254533.025,315828.328,361659.305,592390.5550000001,749389.093,1157289.075,1342023.261,1899061.961,1979656.624,1884354.702,2093860.398,2159352.413,2786732.805,3137909.828,3992216.714,4314913.107,4144669.363,4163550.227
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",61494.891,60234.04,63123.626,70963.315,65590.463,55735.651,76847.07799999999,100776.242,151923.79,201353.363,417260.415,439579.811,580255.656,434214.997,408126.791,471646.545,529838.034,637857.84,720545.137,869521.475,1149033.812,1191737.832,1079518.95
