"PRODUCT -   Medium technology manufactures: engineering (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",13884990.751,15027124.815,16086220.562,15294701.023,15994370.753,20634882.8,21005105.257,25451706.618,32224910.858,42810925.532,54878428.045,67082007.305,82334572.14300001,98269147.94400001,86916629.98100001,111561470.168,133787223.428,144342560.041,156998664.127,158461103.963,159267136.403,135962432.841,163752362.058
"      Developing economies: Eastern Asia",11392321.107,12114880.056,12406091.127,11934026.268,12143335.238,15719945.52,15676474.108,18897557.523,23914047.473,31534833.02,38609789.93,45413287.462,52275715.7,56304903.918,48090171.863,62214996.625,71142980.208,77219505.01100001,83749248.669,79889055.494,75676124.93000001,52837196.194,73068866.456
"      Developing economies: Southern Asia",509321.092,482667.285,531377.277,536603.566,571065.918,657231.066,796290.994,1155793.975,1475446.091,2188791.963,3419028.49,4766891.756,6377400.164,9291001.706,9301846.078,13068535.55,16950281.426,14786738.062,14733330.312,16949874.671,17430385.722,20449256.946,22510191.822
"      Developing economies: South-Eastern Asia",1595448.341,1911628.62,2396524.023,2008888.358,2262728.647,3012880.504,3146170.759,3932073.743,4741756.94,5988749.847,8513848.738,11030415.072,15021644.255,20949414.459,19022298.988,24383752.095,30681262.056,36185469.645,39481087.292,40678638.415,43722856.535,42452222,46165588.563
"      Developing economies: Western Asia",387900.211,517948.854,752228.135,815182.831,1017240.95,1244825.71,1386169.396,1466281.377,2093660.354,3098550.702,4335760.887,5871413.015,8659812.024,11723827.861,10502313.052,11894185.898,15012699.738,16150847.323,19034997.854,20943535.383,22437769.216,20223757.701,22007715.217
"    Developing economies: Oceania",4667.707,6108.056,10090.5,9630.790000000001,12934.775,15762.564,24271.437,27824.412,40295,42516.801,68344.803,69026.658,89165.572,107016.75,112068.503,134716.876,251787.804,285442.824,234611.212,249036.825,288348.958,246708.863,276782.676
"    Developed economies: America",7522102.513,8652180.796,10287264.368,12282400.587,14798025.129,17565899.031,18102090.323,23874248.191,27699514.185,36011035.726,43322254.671,51270125.737,53980680.198,53733990.454,46215729.129,56850699.548,62611911.891,68774168.49600001,71712167.59900001,76529557.145,80212390.26899999,77047577.38500001,84289206.237
"    Developed economies: Asia",2104600.466,2856409.597,3407401.066,3396029.954,4075971.26,5498111.493,6139603.529,7156260.803,9605320.047,13009935.809,15590207.332,17922341.795,20797739.664,23457167.217,19257119.226,25242926.941,29168869.277,30280854.629,28335971.555,28911429.462,26569807.966,25935020.516,27537092.252
"    Developed economies: Europe",4778369.798,5653273.002,6296958.501,7351942.671,8500429.397,11979547.411,13424326.226,17419860.137,23792066.742,32025672.551,37874388.097,44739837.703,56248041.955,65250099.715,53237769.928,72226330.8,75216773.972,70208082.206,71613108.133,77988226.573,76678626.71699999,79935696.162,86001441.083
"    Developed economies: Oceania",393833.854,426326.962,512177.294,545802.279,629377.9520000001,800746.997,777169.366,1097767.711,1533438.001,2407061.949,2906816.539,3668736.982,4566705.209,5216951.891,5239194.921,6250551.962,7097418.861,7822236.765,7904459.043,8023486.045,8222626.018,7806241.314,8862265.066
"    Developed economies: Asia and Oceania",2498434.32,3282736.559,3919578.36,3941832.233,4705349.212,6298858.49,6916772.895,8254028.514,11138758.048,15416997.758,18497023.871,21591078.777,25364444.873,28674119.108,24496314.147,31493478.903,36266288.138,38103091.394,36240430.598,36934915.507,34792433.984,33741261.83,36399357.318
"    Developing economies: Asia and Oceania",13889658.458,15033232.871,16096311.062,15304331.813,16007305.528,20650645.364,21029376.694,25479531.03,32265205.858,42853442.333,54946772.848,67151033.963,82423737.715,98376164.69400001,87028698.484,111696187.044,134039011.232,144628002.865,157233275.339,158710140.788,159555485.361,136209141.704,164029144.734
"Developing economies excluding China",14835015.536,16191291.667,17667827.815,17163083.846,17763616.414,22175297.969,22845133.643,26725291.178,32631608.593,43620098.012,56515170.887,70703751.43099999,86852733.08499999,109329995.862,96828656.127,127429925.918,153345851.419,166559841.031,178938505.488,185202573.443,186199847.995,180756991.746,194091048.345
"Developing economies excluding LDCs",14547825.52,15893040.478,17305056.77,16627510.097,17329438.567,22374327.284,23192737.741,27951708.912,35575615.004,48539492.334,63378639.604,79990367.656,98215283.302,120556109.927,105744935.014,138900724.978,166480095.242,181073386.624,197685301.05,199365999.209,197887017.503,172115957.355,202529654.098
"Developing economies excluding LDCs and China",14547825.52,15893040.478,17305056.77,16627510.097,17329438.567,21675017.837,22270765.5,26033591.007,31880556.364,42618990.588,55139285.309,68901685.705,84377173.06,105540965.311,92781769.551,122423611.423,147712620.437,159886219.852,171114987.957,176183057.627,176314574.916,172115957.355,184834468.609
"Developing economies excluding LDCs: Africa",404064.251,409031.347,429565.408,517851.183,521670.574,504239.637,608932.694,686085.672,1024845.521,1615176.223,2320587.346,3580772.219,4470157.088000001,6724817.219,6057305.517,7887296.496,8689476.093,10462048.936,12619212.603,12968540.329,12036860.457,12070281.842,12985698.65
"Developing economies excluding LDCs: America",471474.34,651061.147,1037617.582,1132924.293,1093295.344,1583689.964,1972632.67,2253096.602,2793121.361,4650320.221,6783480.904,10092448.945,12411623.559,16847530.39,14023144.772,21149410.205,26141821.816,28632348.672,31014381.085,31461433.482,31269806.714,28027564.843,29967560.75
"Developing economies excluding LDCs: Asia",13668149.798,14827076.997,15827941.572,14967636.902,15702308.047,20271030.34,20587180.677,24984869.882,31718397.4,42232739.132,54208933.29,66251751.306,81258866.58499999,96890723.09199999,85562784.16,109735193.636,131443618.258,141728601.364,153840073.649,154715303.123,154335768.647,131818388.686,159346876.734
"Developing economies excluding LDCs: Oceania",4137.131,5870.987,9932.208000000001,9097.718999999999,12164.602,15367.343,23991.7,27656.756,39250.722,41256.758,65638.064,65395.186,74636.07000000001,93039.226,101700.565,128824.641,205179.075,250387.652,211633.713,220722.275,244581.685,199721.984,229517.964
"Developing economies excluding LDCs and China: Asia",13668149.798,14827076.997,15827941.572,14967636.902,15702308.047,19571720.893,19665208.436,23066751.977,28023338.76,36312237.386,45969578.995,55163069.355,67420756.343,81875578.476,72599618.697,93258080.081,112676143.453,120541434.592,127269760.556,131532361.541,132763326.06,131818388.686,141651691.245
"LDCs (Least developed countries)",285441.164,290252.034,359002.94,533701.757,432890.264,498833.52,571927.285,690958.424,750065.079,995281.76,1369626.674,1790709.194,2409384.427,3555215.592,3889209.808,4807943.787,5497390.202,6249958.948,7573069.424,8748992.259,9711196.369000001,8550490.895,9027509.802999999
"    LDCs: Africa and Haiti",68046.62,89903.807,100558.071,206087.789,139947.317,134556.487,153702.089,223904.073,242454.798,415639.117,697143.189,956529.9,1318077.853,2153552.719,2521371.34,2973442.373,3104899.987,3597858.81,4386808.236,4969490.097,4732716.487,4355958.188,4567944.4
"    LDCs: Asia",216840.953,200047.818,258278.99,327064.121,292062.706,363852.46,417924.58,466836.736,506344.269,578061.187,669365.551,830130.766,1074931.548,1377838.847,1351306.995,1824927.491,2336654.082,2608548.248,3142302.166,3731192.701,4910006.106,4100619.248,4375495.111
"    LDCs: Islands",553.591,300.409,165.879,549.847,880.241,424.573,300.616,217.615,1266.012,1581.456,3117.934,4048.528,16375.026,23824.026,16531.473,9573.923000000001,55836.133,43551.89,43959.022,48309.461,68473.776,93913.459,84070.292
"    LDCs: Africa",67931.62,89878.807,100416.071,205768.789,139697.317,134127.487,153067.089,222503.073,240370.798,413065.117,694830.536,953771.7879999999,1315109.083,2149874.044,2517915.529,2968719.188,3100928.031,3593529.365,4381881.858,4964201.699,4727495.551,4350656.49,4562636.865
"    LDCs: Islands and Haiti",668.591,325.409,307.879,868.847,1130.241,853.573,935.616,1618.615,3350.012,4155.456,5430.587,6806.64,19343.796,27502.701,19987.284,14297.108,59808.089,47881.335,48885.4,53597.859,73694.712,99215.15700000001,89377.82700000001
"LLDCs (Landlocked developing countries)",71721.59,74366.06,70605.675,95521.83500000001,107514.802,171782.385,258142.546,348716.449,500268.096,610278.612,1003435.249,1606005.886,2722504.153,3874974.656,3786887.765,4812596.125,5342090.37,6528897.711,7478980.523,7924015.271,6902113.025,6052254.183,7350186.267
"SIDS (Small island developing States) (UNCTAD)",9965.48,9774.773999999999,33334.444,29536.08,22504.999,25163.046,46090.55,62838.77,72548.336,180479.323,185820.475,245406.585,331249.435,434216.135,481747.333,579396.4080000001,511042.513,617594.605,467415.69,620271.491,825927.3270000001,644438.992,647249.561
"High-income developing economies",13490127.672,14758595.543,16029234.17,15441247.161,15632410.17,20344551.774,20781492.079,25187144.056,32156162.506,43671002.395,55643435.322,69291121.74500001,84252742.707,98669210.336,84412809.726,110090781.775,130219773.295,144264535.034,156068164.842,153730858.515,150880213.876,122409600.937,147514014.19
"Middle-income developing economies",1241549.818,1318020.875,1543321.911,1551477.919,2006992.469,2379779.215,2826940.705,3267743.76,3918743.094,5479316.629,8555607.663000001,11695695.754,15301824.181,23889644.148,23425061.84,31211230.98,39041519.867,40059331.062,45353319.209,49944891.375,52372521.972,53731759.148,59528752.712
"Low-income developing economies",103163.94,114675.249,95271.734,170358.766,124213.775,150221.187,158641.971,188464.231,251635.768,390109.768,555350.961,803334.041,1135817.166,1785518.961,1953780.715,2604897.912,2851756.239,3423022.069,4086949.754,4709072.022,4518982.359,4615040.216,4742833.614
"Low-income economies (World Bank)",71231.601,90252.823,73757.319,136260.092,100836.956,120784.008,128407.724,138545.26,204204.014,310840.571,427737.889,608176.438,895477.024,1417569.187,1639965.061,2258764.003,2405099.911,2827430.119,3475154.443,4116187.37,3926195.393,3961359.839,4070380.167
"Lower-middle-income economies (World Bank)",1160740.355,1210394.208,1452706.229,1335149.515,1477346.783,1926580.352,2182434.66,2758638.865,3475387.962,4809709.648,7838697.73,10928941.314,14697393.113,23090779.83,21967874.587,27714533.07,35210944.597,37498754.407,41501049.223,45213138.455,47335080.991,49294306.951,54440715.265
"Upper-middle-income economies (World Bank)",1413399.263,1790929.063,2372023.267,2492898.656,2693437.1,4222612.733,5289201.804,7292584.733,10505438.126,16427403.194,23586027.304,33164865.192,42887065.38,54597646.452,45127964.623,63880638.113,78659838.56299999,87449376.07600001,99833809.13,96609691.44499999,91287448.183,69468251.307,94003127.198
"High-income economies (World Bank)",27095666.685,30791270.168,34423512.278,36921082.997,41605218.741,52638873.335,54973545.96,68605161.811,85703619.817,112805861.547,135041340.392,158754487.575,184244405.933,203202772.44,171892262.018,220481780.927,243397876.351,252360977.506,256441925.722,269774673.921,268939514.941,263001965.869,282607276.856
"High-income OECD members (World Bank)",15121688.106,18145055.863,21210390.183,24165191.455,28560545.993,36735352.347,39412124.28,50924904.754,64466517.687,86114067.00399999,103601846.642,122643787.386,142405132.84,155767602.016,131773576.1,171143688.406,187550182.957,192343703.834,195874071.033,204982985.279,205174002.454,203641431.025,219990488.431
"High-income non OECD members (World Bank)",11973978.579,12646214.305,13213122.095,12755891.542,13044672.748,15903520.988,15561421.68,17680257.057,21237102.13,26691794.543,31439493.75,36110700.189,41839273.093,47435170.424,40118685.918,49338092.521,55847693.394,60017273.672,60567854.689,64791688.642,63765512.487,59360534.844,62616788.425
"HIPCs (Heavily indebted poor countries) (IMF)",85420.44899999999,99927.628,82366.802,138785.541,99036.102,125374.208,143807.856,148903.21,228649.405,355405.052,499515.093,779785.759,1183331.314,1888890.715,1920509.419,2688178.253,3289452.053,3993896.179,5302312.636,5486335.746,5166987.983,5332733.823,5528163.982
"LIFDC (Low-income food-deficit countries) (FAO)",631868.8540000001,607782.296,671643.138,749502.759,684063.333,850219.111,996870.771,1325799.901,1721813.489,2632783.064,4452696.418,6496917.402,8402017.599,12931765.09,13177422.408,16448167.988,20055437.513,20165508.428,21779060.236,24246566.59,24345182.908,26725665.602,29004191.962
"Selected LIFDC (Low-income food-deficit countries)",473742.291,463844.812,491685.407,424946.38,421754.121,585984.117,641022.032,861026.232,1132221.796,1847684.139,3225737.788,4488061.73,6281334.058,9335112.691,9493474.379000001,12108484.388,14966281.34,14245056.18,14529097.915,15776151.96,17372096.892,20303296.426,22013696.542
"Selected exporters of petroleum",428915.206,441951.946,510992.009,762251.8540000001,968454.008,1010877.351,1532378.362,1664300.44,2193722.117,3260394.592,4938143.783,8104036.347,11316692.679,17580293.962,14740480.878,20228464.08,26198405.54,29298862.262,31944781.065,34876768.152,29944696.33,28563377.498,32111600.402
"Selected exporters of manufactured goods",13126685.716,14239638.666,15191940.36,14428202.902,14876627.873,19431734.762,19810736.378,24436204.598,30782797.252,41315121.033,53096203.966,64952543.507,78280663.88500001,91252476.516,79812713.274,103504329.57,121714985.673,132402845.943,142413756.21,139912356.736,141483612.264,121996116.896,148335984.61
"Selected exporters of manufactured goods and primary commodities",1571178.841,2201303.938,2900692.366,2801738.196,2967890.951,4968941.63,5632370.292,8079641.751,11840176.089,17942805.033,25298602.742,34029271.156,43197792.713,52322885.6,45374698.744,62222824.218,74360610.37899999,82829506.924,94833820.752,91165845.34900001,92321010.169,71848173.77599999,95789708.59999999
"Selected exporters of agricultural products",203976.138,226375.163,330902.659,374894.831,314301.838,441033.663,454377.777,262053.566,483418.039,820757.856,1282618.227,2282432.886,3076013.284,3807121.475,3094143.706,4439960.359,5309229.466,5596083.697,7226276.726,6805657.991,7057278.737,6845959.5,7440339.833
"Selected exporters of minerals and mining products",176417.53,151708.366,180114.073,213449.621,164252.122,222718.344,256558.932,310701.091,459705.562,674218.312,914687.915,1292345.566,1766013.198,2628136.191,2054397.92,3156794.975,4126743.345,4571348.678,4820967.653,4927725.335,4961126.354,4493877.785,5036530.538
"Net food-importing economies",18380202.641,20641520.983,22398585.702,22791923.494,24694695.427,33144114.069,35421971.604,43003498.711,56507304.822,75214706.84,91818175.08,112489217.073,135828853.913,162069379.595,136162008.657,181158402.905,204268214.504,214526976.889,224687270.656,231411983.801,221120701.396,198860066.927,230270201.442
"  Net food-importing developing economies",13236109.719,14220731.836,15146880.434,14908071.859,15515732.254,19684283.189,20360224.476,24498655.302,30848361.15,41334669.602,52320380.77,64304151.316,76535115.75399999,90444746.63,79051343.156,100595264.013,116734543.329,127825968.01,139309881.595,141135910.453,138928670.236,113122606.069,138951128.579
"  Net food-importing transition economies",99717.239,89752.874,130517.113,125139.254,88861.497,165741.467,304925.047,539096.669,825336.862,1145323.884,2024288.16,3388909.503,5339584.516,8592832.147,6051560.228,8539438.232999999,11545837.592,13233549.241,13953056.308,14442461.16,10261594.843,12665281.383,14430562.68
"  Net food-importing developed economies",5044375.683,6331036.273,7121188.155,7758712.381,9090101.676000001,13294089.413,14756822.081,17965746.74,24833606.81,32734713.354,37473506.15,44796156.254,53954153.643,63031800.818,51059105.273,72023700.65899999,75987833.583,73467459.638,71424332.75300001,75833612.18799999,71930436.317,73072179.47499999,76888510.183
"Major net food-importing economies",17891621.091,20113137.9,21834219.605,22107016.742,24136349.575,32339031.348,34349537.362,41597582.149,54379630.986,72148454.83,87809342.126,107253993.491,128049892.194,150695098.995,125527426.342,168870257.401,191218115.306,200369539.6,209114816.781,213943476.669,204577631.677,182304462.361,210985925.127
"Net food-exporting economies",11360200.821,13240375.179,15920295.189,18087989.465,21173663.461,25758459.609,27128924.855,35765244.233,43350172.051,59049852.743,74975835.425,90815024.117,106628155.015,120238120.469,104463868.416,133174777.534,155406085.879,165610144.29,176566473.318,184306774.202,190373346.112,186867198.296,204855509.147
"  Net food-exporting developing economies",1598594.533,1970379.895,2520697.532,2254795.088,2247092.743,3190066.987,3406656.597,4144550.187,5477548.365,8205437.016,12433267.043,17480829.764,24154634.821,33898020.055,30737810.045,43308251.748,55378782.895,59921039.793,66198936.986,67249604.572,68843620.346,67634385.677,72835105.255
"  Net food-exporting transition economies",7102.477,12846.322,16984.583,15731.267,12868.656,18454.637,35901.953,38311.42,76063.932,125423.046,322407.893,529308.39,834506.811,1713691.955,835350.4399999999,1319717.194,1920162.566,2071222.039,2226162.755,1438082.593,1776711.113,1580456.717,2218909.437
"  Net food-exporting developed economies",9754503.811000001,11257148.962,13382613.074,15817463.11,18913702.062,22549937.985,23686366.305,31582382.626,37796559.754,50718992.681,62220160.489,72804885.963,81639013.383,84626408.45900001,72890707.93099999,88546808.59199999,98107140.418,103617882.458,108141373.577,115619087.037,119753014.653,117652355.902,129801494.455
"Major net food-exporting economies",11284960.112,13148677.981,15811508.742,17951997.433,21049751.404,25604016.375,26941743.55,35534176.769,42953261.123,58480014.943,73979037.97400001,89366917.778,104621522.558,117413784.092,101954846.758,129223286.395,151098101.836,160726378.978,171113548.779,179165869.224,184323741.856,180659199.562,197979741.222
"BASIC",311928.104,419831.467,491344.383,435781.838,426497.135,1156395.95,1497620.69,2675835.782,4675547.704,7859254.797,11690349.077,16361099.876,21372676.051,26448737.888,23869545.967,31711239.683,38872095.672,40637582.137,46810920.375,43874746.473,41499142.641,19584679.704,38109150.915
"BRICS",386710.725,492196.885,596767.063,534693.334,486641.472,1265378.617,1663118.272,2968911.334,5148207.621,8639509.454,13059648.319,18736304.434,24881438.356,32397993.413,27537014.978,37686345.059,47698678.799,49989676.62,56608110.119,53917824.826,48012551.63,29272381.238,48858033.554
"Industrialized economies (UNIDO)",27111000.078,30819779.249,34543469.158,36772489.595,41426452.144,52512400.723,54817000.492,68648054.16400001,85371560.263,112451464.895,135209730.841,159298620.748,184416546.563,204133041.204,170834326.135,222041377.859,247519885.223,257121095.961,261675074.537,273964963.34,268839823.891,267674992.503,287901205.052
"EIEs (Emerging Industrial Economies) (UNIDO)",1480925.925,1907310.887,2449243.868,2532785.697,2606086.734,4387003.511,5134086.682,7164373.445,10715580.519,16764309.286,24326440.145,33837868.589,45071836.128,57726653.618,49947447.404,65720528.231,81335890.772,89035461.831,99077378.176,97458824.427,96466326.191,72808258.00300001,96065306.354
"Emerging markets",14078931.571,15488171.935,16944032.754,16321919.051,16685278.68,21808578.42,22517473.387,27628191.281,35545885.475,48527889.078,63253932.565,80234674.66500001,100074385.801,122922005.36,103447760.978,135406267,164984184.826,179563612.532,193072577.207,194380787.159,187749210.206,164662117.722,193866562.969
"  Emerging markets: Africa",285776.088,280093.58,304511.095,351541.566,347732.589,330762.321,422956.344,432438.129,693109.516,1015254.421,1525894.663,2567511.749,2902477.945,4217538.437,3359014.462,4178244.394,5072222.217,5710454.737,6613436.101,7220209.962,6593283.491,6251864.452,6620040.611
"  Emerging markets: America",432200.814,615879.607,947360.634,1029980.197,981781.262,1410816.807,1758395.385,2060807.485,2505363.739,4192515.048,5843443.108,8495627.861,10689350.421,14551115.846,11926248.918,17820287.827,22513136.699,24976726.245,27059504.095,27841507.52,27180932.104,24503393.186,26025231.221
"  Emerging markets: Asia",13187672.853,14333559.232,15338783.627,14475927.985,14862711.022,19410682.893,19377434.518,23699235.683,30192045.24,40174861.451,51330186.146,62611736.525,76506055.021,89917076.47499999,78710910.985,99899870.793,119536798.863,130227788.575,139700574.709,138421780.151,136742215.512,113235568.072,137604231.197
"  Emerging markets: Europe and Kazakhstan",173281.816,258639.516,353377.398,464469.303,493053.807,656316.399,958687.14,1435709.984,2155366.98,3145258.158,4554408.648,6559798.53,9976502.414000001,14236274.602,9451586.613,13507863.986,17862027.047,18648642.975,19699062.302,20897289.526,17232779.099,20671292.012,23617059.94
"Africa excluding South Africa",285315.337,316927.064,333584.25,545801.423,484483.66,495953.191,601075.9129999999,692369.581,943111.573,1468871.294,2185644.191,3359702.272,4276946.068,7317928.1,7311202.999,9172978.843,9539544.286,11813503.223,14442239.108,15595433.91,14390519.091,14153959.832,15198925.682
"Northern Africa excluding Sudan",111785.204,123303.127,111747.665,148356.958,180017.289,187636.26,196671.395,256699.257,348791.061,573071.682,772209.306,1096626.226,1568119.712,2664228.936,2667904.615,3484352.856,3097813.698,4057749.121,4738416.615,4701587.041,4877967.129,5343782.576,5562210.247
"Sub-Saharan Africa",361982.534,383669.522,422009.506,577151.782,482748.253,452206.828,567790.125,652681.194,917464.953,1461191.522,2249749.471,3449566.136,4284393.571000001,6453537.783,6068617.908,7572366.183,8830707.522,10424577.7,12517819.164,13507065.316,12063810.442,11171200.925,12222010.568
"Sub-Saharan Africa excluding South Africa",173530.133,193623.937,221836.585,397444.465,304466.371,308316.931,404404.518,435670.324,594320.512,895799.612,1413434.885,2263076.046,2708826.356,4653699.164,4643298.384,5688625.987,6441730.588000001,7755754.102,9703822.493000001,10893846.869,9512551.961999999,8810177.255999999,9636715.435000001
"South America excluding Brazil",296769.265,306193.424,440691.971,473792.415,401629.78,609040.076,707429.26,537207.818,878105.0770000001,1549747.321,1980043.834,3077264.698,4470028.138,6109977.133,4618096.626,7012306.59,9644855.232999999,10540800.414,10402272.346,10654557.08,9926895.312999999,8346285.396,9257657.887
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",31340.941,29777.563,65939.337,83148.598,100682.044,116034.571,133331.588,124731.161,201248.034,256378.46,687211.662,1175232.403,1193949.611,1489010.588,1351321.545,2144020.232,2471786.707,2523658.191,2890523.943,2470050.238,2874162.036,2684169.085,2852394.322
"South America and Central America",450441.58,631201.372,982583,1085225.491,1033140.696,1516281.982,1872683.91,2167217.473,2650459.032,4414706.041,6356439.984,9203604.722999999,11556388.561,15802419.86,13140700.28,20076182.741,25106830.716,27478131.261,29836816.644,30317482.768,29693549.949,26815947.085,28802504.24
"Southern Asia excluding India",438498.726,414542.58,438327.356,449344.059,462792.203,501750.316,582905.321,795281.64,1058840.93,1318402.187,1648347.683,2107372.341,2423728.446,3033007.18,2681774.125,4717355.404,5605417.561,4798606.396,5402381.461,6776392.161,6777864.819,8502766.043,9676369.716
"Eastern, Southern and South-Eastern Asia",13497090.54,14509175.961,15333992.427,14479518.192,14977129.803,19390057.09,19618935.861,23985425.241,30131250.504,39712374.83,50542667.158,61210594.29,73674760.119,86545320.083,76414316.92900001,99667284.27,118774523.69,128191712.718,137963666.273,137517568.58,136829367.187,115738675.14,141744646.841
"Eastern and South-Eastern Asia excluding China",12987769.448,14026508.676,14802615.15,13942914.626,14406063.885,18033516.577,17900672.626,20911513.361,24960745.773,31603081.121,38884284.373,45355020.583,53459249.713,62239173.761,54149305.388,70121635.16500001,83056767.45900001,92217807.884,96660022.868,97384752.32700001,97826538.87800001,95289418.19400001,101539269.53
"ACP (African, Caribbean and Pacific Group of States)",388417.42,408604.132,483642.134,631518.2780000001,552049.398,534786.2240000001,693283.608,765166.482,1082474.979,1730250.291,2726890.878,4404359.577,5221442.761,7567889.962,7043782.261,8756822.539000001,10108731.784,11845050.678,13962162.782,14920498.153,13848114.084,12645385.204,13653772.175
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",68615.106,90225.72199999999,100792.784,207026.161,141066.096,135131.788,154081.911,224337.821,244161.036,418015.289,702014.592,962637.2830000001,1336810.236,2183709.532,2541218.292,2990302.991,3167872.023,3653166.578,4441197.691,5027598.188,4816005.301,4461114.027,4667492.768
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",24473.163,34866.152,29473.578,53984.863,44771.984,45613.882,53351.947,41311.188,73896.86,121621.087,189340.084,312526.008,543871.226,741241.991,929888.446,1318304.805,1462636.758,1556921.073,1972636.985,2073137.83,2024525.946,2066917.713,2108279.117
