"PRODUCT -   Resource-based manufactures: agro-based (Lall classification)"
"PARTNER -           China"

YEAR,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"    Developing economies: Asia",3411419.557,3746330.413,3572924.73,2943524.495,2923489.44,3731683.181,3577916.113,4269623.128,4676778.148,5593482.309,6995310.228,8538080.771,10259510.424,11601571.774,10247061.986,13245543.97,17317566.631,17714429.356,18801544.884,20761504.942,21051551.532,21341776.472,23437880.2
"      Developing economies: Eastern Asia",2389493.609,2649236.736,2641307.216,2103971.261,2119385.575,2592516.943,2540032.098,3030235.114,3257773.581,3646794.302,4140922.898,4678901.73,5160564.414,5390885.02,4831980.539,5730165.027,6971943.735,7400267.796,7684922.905,8399965.244999999,8449472.379000001,8275721.623,9445065.135
"      Developing economies: Southern Asia",99318.78999999999,74564.935,96145.895,51311.349,87471.092,168581.059,100749.949,108846.229,141654.591,197722.438,447692.641,622593.262,830485.589,1077586.258,892329.791,1423621.643,2061046.547,1620478.288,1813454.525,2110879.936,2246458.243,2343212.006,2628446.453
"      Developing economies: South-Eastern Asia",694977.585,657976.423,599883.169,561471.51,532731.505,610278.616,607808.112,788919.346,858006.8270000001,1105637.114,1368765.958,1851313.385,2368777.54,2751551.859,2428426.395,3476379.99,4633816.692,5014373.044,5536790.239,5841841.493,6052462.48,6801493.209,7152073.238
"      Developing economies: Western Asia",227629.573,364552.319,235588.45,226770.375,183901.268,360306.563,329325.954,341622.439,419343.149,643328.455,1037928.731,1385272.394,1899682.881,2381548.637,2094325.261,2615377.31,3650759.657,3679310.228,3766377.215,4408818.268,4303158.43,3921349.634,4212295.374
"    Developing economies: Oceania",7010.271,5991.383,6674.351,6289.181,6044.521,6843.595,7954.253,8094.315,11898.582,15156.791,20428.094,25809.698,33143.008,47790.723,55779.607,67608.386,89465.625,97054.70200000001,104725.336,106932.659,105427.54,99594.298,112584.604
"    Developed economies: America",717370.5770000001,842077.447,1000447.503,1252027.832,1627667.703,1739258.995,1962206.171,2987159.204,3916340.878,5498422.843,7280507.345,9429347.784,10762957.658,11166868.813,9266837.59,10664381.085,11994078.47,13666654.09,14449408.162,15355395.852,13997502.1,12892695.226,13784227.46
"    Developed economies: Asia",2847543.367,3114934.294,3282039.607,2760042.775,3326756.159,3936045.997,3980803.202,4289421.032,4697124.821000001,5783612.678,6548871.063,7167300.905,7258807.52,6674649.951,6464080.42,7570717.755,9557821.984999999,10046700.675,9134072.498,8620997.599,7701978.989,7519982.519,8213442.144
"    Developed economies: Europe",781413.863,887041.863,931278.736,1083451.605,1233675.079,1479344.89,1560544.185,1752935.511,2365684.513,3138720.446,4240737.524,5465943.283,8267613.32,8770542.843,6795147.978,8849640.978,10785059.477,9825427.363,10000087.103,11021091.389,10095278.261,10014336.431,11207820.988
"    Developed economies: Oceania",90060.082,97835.537,110890.591,109803.378,137007.027,183802.926,204164.45,274460.783,361420.906,522990.774,658583.275,863586.795,1129938.335,1334324.356,1245491.405,1585433.185,2004706.996,2318774.827,2213296.041,2264789.19,2176620.099,2080932.618,2435853.529
"    Developed economies: Asia and Oceania",2937603.449,3212769.831,3392930.198,2869846.153,3463763.186,4119848.923,4184967.652,4563881.815,5058545.727,6306603.452,7207454.338000001,8030887.7,8388745.855,8008974.307,7709571.825,9156150.94,11562528.981,12365475.502,11347368.539,10885786.789,9878599.088,9600915.137,10649295.673
"    Developing economies: Asia and Oceania",3418429.828,3752321.796,3579599.081,2949813.676,2929533.961,3738526.776,3585870.366,4277717.443,4688676.73,5608639.1,7015738.322,8563890.469000001,10292653.432,11649362.497,10302841.593,13313152.356,17407032.256,17811484.058,18906270.22,20868437.601,21156979.072,21441370.77,23550464.804
"Developing economies excluding China",3607254.54,3903630.799,3755318.609,3156782.89,3165569.011,4032239.477,3925084.38,4533904.95,5017861.256,6241864.738,8148633.884,10322915.697,12992900.047,15480202.089,13835285.09,18427648.748,24363501.129,25904574.302,27753986.89,29935479.411,29463767.126,29592563.95,32061283.954
"Developing economies excluding LDCs",3463201.101,3792240.248,3650575.606,3042500.11,3082291.083,3966247.393,3880062.356,4532148.422,5087493.82,6250772.604,8122618.508,10179962.908,12712569.517,14984920.077,13214769.405,17773214.051,23472692.374,24683896.442,26397265.529,28712379.145,28253836.713,27735080.459,30514763.881
"Developing economies excluding LDCs and China",3463201.101,3792240.248,3650575.606,3042500.11,3082291.083,3905842.185,3804442.137,4370261.369,4841875.721,6001114.165,7822740.05,9903510.085000001,12431852.167,14695064.533,12948656.666,17440755.611,23120251.213,24293018.736,26006471.022,28145389.877,27697568.814,27735080.459,30021994.516
"Developing economies excluding LDCs: Africa",94110.84299999999,71408.448,73380.527,75102.821,103988.231,134816.185,149622.894,151398.841,206917.818,305814.396,508198.81,736782.3149999999,1104171.938,1438027.794,1437148.403,1877198.493,2434175.791,3002266.44,3417958.827,3454548.284,2981933.458,2699234.931,3004761.568
"Developing economies excluding LDCs: America",79059.875,62701.33,83881.57700000001,104432.943,108457.902,184020.821,216847.517,219211.106,295133.205,470056.508,731778.527,1056160.602,1549149.038,2179072.551,1765352.84,2909195.508,3992714.65,4409914.307,4685582.751,4961389.748,4795427.913,4355976.855,4809519.659
"Developing economies excluding LDCs: Asia",3284112.755,3653072.568,3487366.106,2857452.129,2864536.911,3641334.471,3506309.863,4154120.395,4574651.894,5461430.898,6865257.684,8364286.392,10030536.868,11325708.578,9961520.032,12927338.207,16964522.671,17184705.549,18197981.697,20199814.884,20386211.433,20598550.825,22607039.408
"Developing economies excluding LDCs: Oceania",5917.628,5057.902,5947.396,5512.217,5308.039,6075.916,7282.082,7418.08,10790.903,13470.802,17383.487,22733.599,28711.673,42111.154,50748.13,59481.843,81279.262,87010.14599999999,95742.254,96626.22900000001,90263.909,81317.848,93443.246
"Developing economies excluding LDCs and China: Asia",3284112.755,3653072.568,3487366.106,2857452.129,2864536.911,3580929.263,3430689.644,3992233.342,4329033.795,5211772.459,6565379.226,8087833.569,9749819.517999999,11035853.034,9695407.293,12594879.767,16612081.51,16793827.843,17807187.19,19632825.616,19829943.534,20598550.825,22114270.043
"LDCs (Least developed countries)",144027.791,111313.992,104587.386,114221.353,83268.41099999999,126229.325,120434.078,163569.148,175494.182,239951.017,323199.73,416490.191,554440.3149999999,769031.2879999999,875522.637,974423.287,1204329.082,1535274.918,1716179.23,1756753.792,1746408.295,1837468.409,2018222.339
"    LDCs: Africa and Haiti",15581.377,17122.666,18301.807,27357.607,23562.332,35108.735,48150.144,47386.6,72217.876,106183.888,190044.2,239502.843,320837.116,487250.498,584459.607,647515.064,842521.982,994745.871,1101999.096,1183239.492,1064836.836,1074764.13,1166640.786
"    LDCs: Asia",127306.802,93257.845,85558.624,86072.366,58952.529,90348.71000000001,71606.25,115502.733,102100.803,131961.988,129985.942,173745.31,228785.296,275709.247,285125.513,317884.351,352366.192,527949.132,599113.285,557147.01,660002.733,733066.889,823667.514
"    LDCs: Islands",1139.612,933.481,726.955,791.38,753.55,771.88,677.684,679.8150000000001,1175.503,1805.141,3169.588,3242.038,4817.903,6071.543,5937.517,9023.871999999999,9440.907999999999,12579.915,15066.849,16367.29,21568.726,29637.39,27914.039
"    LDCs: Africa",15437.377,16612.666,17662.807,26616.607,22485.332,32664.735,45018.144,44676.6,69167.876,102167.888,185662.819,234399.336,315299.13,479767.371,577421.971,637137.309,832488.874,983448.586,1089802.459,1171251.958,1053874.844,1064243.466,1156038.897
"    LDCs: Islands and Haiti",1283.612,1443.481,1365.955,1532.38,1830.55,3215.88,3809.684,3389.815,4225.503,5821.141,7550.969,8345.545,10355.889,13554.67,12975.153,19401.627,19474.016,23877.2,27263.486,28354.824,32530.718,40158.054,38515.928
"LLDCs (Landlocked developing countries)",87625.069,61387.197,50973.565,41772.074,28906.728,67271.016,75684.177,55894.042,80547.35000000001,116853.622,156928.592,248860.523,405697.951,560727.139,529939.545,728769.885,992586.219,1177238.616,1294446.769,1322999.891,1207758.703,1203473.713,1443320.079
"SIDS (Small island developing States) (UNCTAD)",8621.311,8856.379000000001,9324.796,9287.285,10061.183,11910.997,16245.813,18545.104,25015.054,39551.112,55750.093,68566.23699999999,87893.87699999999,115193.228,101713.426,128021.986,160245.115,189753.423,201933.116,218806.117,222327.1,226017.436,257060.168
"High-income developing economies",3072449.889,3366576.255,3250760.455,2655923.84,2690480.619,3354111.419,3317334.975,3920376.283,4399796.556,5366512.687,6580841.261,8066946.207,9866987.506999999,11324459.737,9859671.966,13052542.65,16857211.985,17945923.483,18704820.529,20191016.468,19911023.388,19217684.877,21077106.67
"Middle-income developing economies",429658.052,334911.498,342173.708,408931.174,399934.278,627868.542,567576.851,649580.005,701453.517,913766.0820000001,1575069.956,2142353.949,2887910.384,3802037.03,3514633.771,4916942.095,6869024.285,7089534.98,8065294.267,8713486.782,8652497.407,8893449.035,9763481.395
"Low-income developing economies",105146.599,202143.046,162343.547,91927.876,75154.114,110605.361,115791.008,125203.606,162212.591,211101.33,292337.232,389930.121,518647.906,643411.701,727002.943,790512.284,989537.243,1259882.104,1374508.897,1597778.548,1456377.265,1481270.744,1713318.638
"Low-income economies (World Bank)",74777.626,163506.057,133432.625,66283.27,52738.518,77909.39200000001,83532.908,84815.99400000001,120730.022,148057.236,221067.404,297450.944,408560.618,521980.859,605161.289,662015.057,849500.738,1024122.38,1163908.73,1373404.324,1262771.697,1237323.589,1461271.897
"Lower-middle-income economies (World Bank)",459680.996,361164.769,359928.625,413144.345,393423.379,545724.7290000001,505510.973,630569.235,690462.059,889460.083,1505717.808,2071342.374,2847865.292,3785392.295,3379948.213,4526896.186,6380758.413,6771685.871,7524669.339,8003876.582,7885404.196000001,8177338.766,9084148.595000001
"Upper-middle-income economies (World Bank)",444603.003,342567.23,372958.696,330667.359,351430.508,643292.741,727139.368,898239.657,1223714.708,1603548.525,2362879.685,3401066.794,4842265.029,6013770.166,4912842.704,7562527.333,10304187.803,11066132.765,11743237.752,12333651.82,10924413.948,10163502.219,11581169.155
"High-income economies (World Bank)",7253163.388,8097612.381,8299652.222,7616102.719,8727114.834000001,10218742.35,10497604.973,12552036.709,14808738.931,19070126.359,23565749.968,28560810.401,33852459.59,35076418.728,30192502.017,36534867.321,44432179.659,46326989.577,46645156.374,49108892.615,45947854.122,44550394.929,48440464.62
"High-income OECD members (World Bank)",4666082.168,5225944.804,5669819.593,5380050.93,6605170.038,7762616.642,8145699.826,9914212.318,11982111.614,15781556.59,19796565.299,24305662.764,29091670.948,29565309.18,25075237.645,30422851.022,36650712.529,38245418.516,38289691.73,39764886.569,36470240.81,35137479.711,38607024.347
"High-income non OECD members (World Bank)",2587081.22,2871667.577,2629832.629,2236051.789,2121944.796,2456125.708,2351905.147,2637824.391,2826627.317,3288569.769,3769184.669,4255147.637,4760788.642,5511109.548,5117264.372,6112016.299,7781467.13,8081571.061,8355464.644,9344006.046,9477613.312000001,9412915.218,9833440.273
"HIPCs (Heavily indebted poor countries) (IMF)",19713.274,25754.697,23789.458,25380.504,30342.484,50837.52,70962.75500000001,59420.39,88164.359,136244.053,202202.121,301809.699,400924.084,571458.6090000001,564225.1850000001,727332.709,978728.95,1128888.131,1278013.891,1354155.468,1276189.74,1399408.93,1493641.162
"LIFDC (Low-income food-deficit countries) (FAO)",234494.603,292787.33,276836.844,176409.443,194541.107,293092.497,278472.365,306141.053,379401.236,499160.287,991504.623,1312480.608,1768275.438,2358286.837,2285180.934,2863841.531,3908748.629,4166771.326,4673307.126,5068239.258,4823604.77,4636632.904,5370931.241
"Selected LIFDC (Low-income food-deficit countries)",102820.053,88337.842,108324.72,60552.892,102977.113,174601.942,117869.809,124860.62,170058.648,246018.351,524749.089,661853.014,973036.557,1253476.768,1074033.873,1453066.688,1944688.126,1755563.516,1924391.533,2183642.553,2359848.311,2493636.202,2744368.086
"Selected exporters of petroleum",288504.321,322360.54,192463.452,189030.667,149234.946,305912.124,365078.897,378982.413,453715.572,604857.0110000001,1157352.862,1655452.115,2349600.381,3159108.112,2831007.252,4167173.481,6060771.158,6710623.8,7096890.843,7347138.953,5871149.104,5251448.236,5855424.923
"Selected exporters of manufactured goods",2883834.034,3064702.329,3076570.63,2462722.924,2567880.503,3148881.943,3034767.185,3697829.606,4082963.909,4780538.478,5779611.566,7042133.195,8426138.745999999,9321267.963,7969713.233,10427654.697,13215561.265,13649527.105,14579173.42,15913132.961,16474693.148,16948977.897,18388452.599
"Selected exporters of manufactured goods and primary commodities",555844.7290000001,618169.8100000001,739121.578,504206.064,612974.351,991330.969,952410.923,1379539.728,1694788.588,2170033.976,2995656.175,3962972.249,5157771.785,5866959.021,4605826.911,6572296.587,8652356.389,9080299.9,9816577.994999999,10705073.49,10587471.457,10496681.993,11935253.341
"Selected exporters of agricultural products",50125.659,34093.9,44660.242,42500.544,45030.656,87334.867,99217.424,55679.571,95353.951,150537.734,192822.797,284897.252,414460.981,608918.503,558388.045,762621.505,938938.964,1014643.757,1225018.986,1357955.159,1342276.1,1357126.941,1475598.125
"Selected exporters of minerals and mining products",46351.721,47955.519,42251.218,35904.736,28649.052,48102.441,58431.055,55276.41,81054.17600000001,114174.576,160706.652,213486.992,354409.748,523632.24,453735.888,695803.366,1013310.828,1158958.576,1152200.088,1247525.228,1239337.552,1178777.391,1324156.688
"Net food-importing economies",6731001.115,7378778.381,7325017.013,6193399.584,6794352.663,8457496.835999999,8486038.666999999,9528160.134,10752495.052,13262838.142,16156579.548,18995137.726,22530713.673,24099079.348,21542355.332,27151208.761,35071333.461,36655932.515,37024275.491,39029669.988,36262497.936,35053951.512,38540255.049
"  Net food-importing developing economies",3216027.804,3602493.753,3417137.581,2742055.234,2739143.997,3577955.929,3472149.87,4017714.305,4418017.271,5343206.953,6775995.494,8079769.269,9607950.187000001,11230691.147,10345711.251,13007929.41,16908968.182,18226348.963,19311687.164,21353780.188,21000214.661,20171818.112,22244627.624
"  Net food-importing transition economies",187183.069,117766.076,84219.13400000001,61232.425,31652.067,52317.671,98854.264,146572.873,214179.526,252225.102,433332.301,700613.8000000001,1082753.724,1395971.499,1031623.473,1614553.666,2527660.73,2671537.222,2757689.859,2755315.787,1790611.467,1752691.124,2041983.356
"  Net food-importing developed economies",3327790.242,3658518.552,3823660.298,3390111.925,4023556.599,4827223.236,4915034.533,5363872.956,6120298.255,7667406.087,8947251.753000001,10214754.657,11840009.762,11472416.702,10165020.608,12528725.685,15634704.549,15758046.33,14954898.468,14920574.013,13471671.808,13129442.276,14253644.069
"Major net food-importing economies",6494812.124,7059626.153,7026164.186,6008568.368,6625639.306,8192806.924,8260898.301,9257799.92,10367396.172,12764178.061,15318164.219,18014378.653,21065519.575,22327243.135,19945906.578,25266194.103,32553506.449,33824218.666,34055281.56,35577017.765,33065635.996,31986265.948,34927073.689
"Net food-exporting economies",1500666.541,1585325.457,1840080.594,2231674.538,2728821.351,3027350.234,3324219.732,4622227.591,6073068.081,8439183.880999999,11487355.117,15317590.2,19388869.187,21298111.971,17547581.811,22134405.259,26895557.402,28533226.589,30053017.519,31790678.035,29758357.941,29074932.621,32027188.264
"  Net food-exporting developing economies",391107.379,301063.606,338045.568,414634.832,425955.745,514600.925,528489.426,677350.344,845165.513,1148064.053,1672044.746,2519294.65,3665219.092,4538782.812,3754985.973,5751257.841,7806974.108,8069103.045,8833094.232999999,9148688.491,9019820.364,9420745.838,10309425.695
"  Net food-exporting transition economies",961.515,891.2619999999999,1038.887,1826.041,1316.237,1520.709,3046.831,4773.673,7629.705,14779.563,33862.917,86871.44,144343.024,285359.898,186059.053,241700.1,381620.915,364612.919,377957.95,300289.527,238829.936,275682.265,330062.517
"  Net food-exporting developed economies",1108597.647,1283370.589,1500996.139,1815213.665,2301549.369,2511228.6,2792683.475,3940103.574,5220272.863,7276340.265,9781447.454,12711424.11,15579307.071,16473969.261,13606536.785,16141447.318,18706962.379,20099510.625,20841965.336,22341700.017,20499707.641,19378504.518,21387700.052
"Major net food-exporting economies",1482921.188,1568042.612,1823696.644,2210481.104,2706362.954,2996435.374,3276851.653,4573255.972,5999156.974,8334179.546,11318291.714,15073838.774,19014645.536,20746610.388,17067762.831,21543257.579,26092798.96,27692895.847,29157543.835,30852226.452,28805241.233,28095839.991,30957416.753
"BASIC",66122.542,45312.385,46583.782,55491.104,79970.092,108214.947,125723.335,227177.503,346887.913,436185,659965.583,872174.159,1292299.517,1641590.534,1304033.253,2032443.257,2759464.612,2661228.913,2761442.089,2987183.395,2781761.201,2136160.791,2954330.925
"BRICS",216405.957,147358.25,118903.064,100704.085,100816.784,143998.579,207045.833,351909.691,530991.117,652466.314,1028499.673,1452713.9,2150706.524,2754032.806,2092934.934,3307559.417,4835226.484,4740388.711,4875691.173,5094947.93,4040172,3416987.491,4383757.828
"Industrialized economies (UNIDO)",7394093.681,8071139.756,8373228.506,7628441.28,8762370.470000001,10261161.661,10585715.002,12683149.573,14963218.696,19195750.974,23683939.513,28879000.416,34185986.097,35481621.613,30426612.006,36970082.03,45293029.402,47145118.991,47494818.664,49838417.338,45910699.14,44792596.002,48864608.698
"EIEs (Emerging Industrial Economies) (UNIDO)",344592.66,382485.233,294264.623,378270.174,384244.585,542022.499,585389.287,800329.058,1086409.316,1488188.985,2260503.974,3187973.499,4687852.113,5793947.167,4607134.916,6992792.998,9575398.482000001,9884893.715,10385340.898,10955427.465,10332399.237,9612903.244000001,10892675.065
"Emerging markets",3380933.264,3570122.131,3408505.57,2865586.488,2913955.088,3611709.169,3622665.311,4351582.254,4915876.635,5962374.489,7570298.389,9692768.188999999,12362811.626,14643794.661,12282926.034,16662473.93,22422039.809,23249850.87,24442734.176,26305346.031,24933647.614,24425818.742,27011220.139
"  Emerging markets: Africa",64409.557,37497.473,42176.863,46389.778,58168.414,95653.065,106011.581,96481.44899999999,124772.759,163032.74,298524.734,470560.617,702816.8149999999,916310.247,815976.719,1086931.255,1476510.228,1753558.96,2074942.648,2035885.242,1750800.785,1491438.643,1793328.995
"  Emerging markets: America",41638.543,46558.16,59169.264,78224.14599999999,79683.52800000001,131724.737,144756.586,151104.836,215080.375,356280.887,554153.9300000001,805836.461,1229845.952,1759921.033,1412937.448,2384460.545,3290257.383,3659047.473,3803780.102,4076018.419,3769979.358,3369268.942,3763423.428
"  Emerging markets: Asia",3079607.678,3344877.864,3194902.744,2645195.25,2703978.825,3286633.437,3216247.116,3874970.468,4240808.814,5047095.49,6081300.318,7429628.152,8826843.111,9875787.057,8592045.59,11027623.199,14405530.261,14611406.265,15266876.327,16792509.971,17080117.756,17178369.44,18680816.253
"  Emerging markets: Europe and Kazakhstan",195277.486,141188.634,112256.699,95777.314,72124.321,97697.92999999999,155650.028,229025.501,335214.687,395965.372,636319.407,986742.959,1603305.748,2091776.324,1461966.277,2163458.931,3249741.937,3225838.172,3297135.099,3400932.399,2332749.715,2386741.717,2773651.463
"Africa excluding South Africa",87568.991,65954.25,67448.014,80965.154,105974.002,149500.21,177193.109,171544.538,230158.645,333300.294,577594.369,803144.155,1124334.37,1656996.471,1751014.21,2103622.563,2786892.381,3502466.86,3952758.809,4098823.824,3547548.859,3283859.888,3613882.239
"Northern Africa excluding Sudan",41337.852,22445.243,20151.984,22545.207,43590.972,62376.893,41789.226,45082.918,66078.69899999999,110743.79,161611.684,213644.7,357859.146,466209.213,508642.129,627402.491,744781.503,1012800.785,1072212.556,1069935.734,953615.331,910062.766,827875.1750000001
"Sub-Saharan Africa",68282.985,65652.42999999999,71046.967,79250.064,82909.17600000001,105276.195,153065.49,151070.536,210540.721,298067.779,535002.428,760569.242,1068417.795,1467930.245,1517523.631,1899979.078,2561380.773,3049955.573,3468519.233,3590718.062,3103050.717,2874632.895,3355591.792
"Sub-Saharan Africa excluding South Africa",46231.139,43509.007,47296.03,58419.947,62383.03,87123.317,135403.883,126461.62,164079.946,222556.504,415982.685,589499.455,766475.2240000001,1190787.258,1242372.081,1476220.072,2042110.878,2489666.075,2880546.253,3028888.09,2593933.528,2373797.122,2786007.064
"South America excluding Brazil",19795.426,22143.516,31405.081,40931.912,46151.288,83394.68300000001,90075.43300000001,72616.14999999999,105272.814,173754.368,247505.542,340430.551,553865.977,810117.676,697917.791,1169251.076,1632899.939,1804002.482,1774101.664,1860667.428,1784878.755,1639845.09,1763513.612
"Central America and Greater Caribbean Islands excluding Mexico and Puerto Rico",35718.795,15275.12,22436.975,23827.744,24923.239,46731.292,61885.961,58909.228,68744.707,93831.616,147852.804,209134.951,257650.241,325609.648,267868.327,394329.428,514117.917,552710.135,652372.98,643629.372,763282.253,722233.726,750179.654
"South America and Central America",45739.809,50889.996,64909.208,87980.26300000001,90784.371,151196.755,175634.805,186094.65,255092.773,411013.362,652018.59,939804.634,1411255.362,2004199.926,1630956.078,2718917.293,3748741.36,4133047.629,4403231.33,4673056.078,4481480.462,4070238.918,4517454.151
"Southern Asia excluding India",70959.48699999999,69676.95600000001,92537.671,37956.1,41451.363,151886.088,80406.095,79647.57000000001,104340.846,122611.126,290005.744,335576.887,355028.821,433729.315,415881.499,708947.945,1014009.748,813730.744,994416.821,1201611.351,1261515.634,1306136.34,1499382.891
"Eastern, Southern and South-Eastern Asia",3183789.984,3381778.094,3337336.28,2716754.12,2739588.172,3371376.618,3248590.159,3928000.689,4257434.999,4950153.854,5957381.497,7152808.377,8359827.543,9220023.137,8152736.725,10630166.66,13666806.974,14035119.128,15035167.669,16352686.674,16748393.102,17420426.838,19225584.826
"Eastern and South-Eastern Asia excluding China",3084471.194,3307213.159,3241190.385,2665442.771,2652117.08,3142390.351,3072219.991,3657267.407,3870162.309,4502772.977,5209810.398,6253762.292,7248624.604,7852581.335,6994294.195,8874086.577,11253319.266,12023763.134,12830918.637,13674817.47,13945666.96,15077214.832,16104369.008
"ACP (African, Caribbean and Pacific Group of States)",108090.881,83305.785,94587.14599999999,100689.921,104740.269,145058.507,204933.808,194393.721,264245.057,372839.093,636829.782,901202.431,1233801.553,1680021.346,1704169.263,2155976.521,2894037.546,3438389.719,3864863.801,3998836.402,3535473.518,3285670.351,3781770.641
"ACP (African, Caribbean and Pacific Group of States): LDCs (Least developed countries)",16856.957,18556.619,19613.367,28370.447,24838.748,36232.505,49266.706,48642.663,74019.299,108954.956,194601.874,244424.024,327182.186,496776.427,593810.066,665116.71,864367.872,1017448.424,1125915.234,1210996.458,1099521.257,1116055.16,1208941.385
"ACP (African, Caribbean and Pacific Group of States): LLDCs (Landlocked developing countries)",6146.872,8153.625,7202.14,5692.39,7254.8,11165.235,19702.041,15429.249,27186.798,35707.468,54633.824,80674.25500000001,106352.201,152457.58,167663.902,198880.217,239135.199,290500.708,348734.802,358687.348,343442.079,380784.136,381428.862
"ACP (African, Caribbean and Pacific Group of States): Islands states",44145.239,22785.86,28546.958,25848.558,26081.677,43406.713,54704.938,48366.093,67042.269,89638.621,118983.222,159497.735,196563.902,257083.673,219183.59,296806.726,376384.725,440481.597,446254.765,463015.381,481481.46,465688.941,486411.149
"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",32150.851,10440.682,17846.244,16255.379,17428.953,43900.406,52530.796,35581.904,41705.201,64243.391,95713.818,137454.958,174384.866,268882.851,249569.705,367847.18,513863.88,603934.8490000001,534365.2780000001,563294.1,524349.233,385352.345,393107.197
